         5.2x6.0E                 (52x60E.dat)                                 02/27/17                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1383      0.0962       0.006       0.067       0.116                                                                          
         1.4        0.05      0.0675      0.1384      0.0985       0.007       0.068       0.116                                                                          
         2.8        0.10      0.1317      0.1385      0.1010       0.007       0.070       0.116                                                                          
         4.3        0.14      0.1911      0.1384      0.1044       0.007       0.072       0.116                                                                          
         5.7        0.19      0.2485      0.1386      0.1072       0.007       0.074       0.116                                                                          
         7.1        0.24      0.3028      0.1388      0.1101       0.007       0.076       0.116                                                                          
         8.5        0.29      0.3542      0.1391      0.1132       0.007       0.079       0.117                                                                          
         9.9        0.34      0.4027      0.1395      0.1165       0.008       0.081       0.117                                                                          
        11.4        0.38      0.4524      0.1402      0.1191       0.008       0.083       0.118                                                                          
        12.8        0.43      0.4955      0.1405      0.1226       0.008       0.085       0.118                                                                          
        14.2        0.48      0.5360      0.1406      0.1260       0.008       0.087       0.118                                                                          
        15.6        0.53      0.5741      0.1405      0.1294       0.009       0.090       0.118                                                                          
        17.0        0.58      0.6099      0.1400      0.1323       0.009       0.092       0.117                                                                          
        18.5        0.62      0.6435      0.1387      0.1346       0.009       0.093       0.116                                                                          
        19.9        0.67      0.6747      0.1364      0.1360       0.009       0.094       0.114                                                                          
        21.3        0.72      0.7031      0.1328      0.1361       0.009       0.094       0.111                                                                          
        22.7        0.77      0.7286      0.1278      0.1348       0.009       0.094       0.107                                                                          
        24.1        0.82      0.7507      0.1211      0.1317       0.009       0.091       0.102                                                                          
        25.5        0.86      0.7686      0.1126      0.1267       0.008       0.088       0.094                                                                          
        27.0        0.91      0.7816      0.1038      0.1212       0.008       0.084       0.087                                                                          
        28.4        0.96      0.7903      0.0947      0.1151       0.008       0.080       0.079                                                                          
        29.8        1.01      0.7943      0.0852      0.1083       0.007       0.075       0.071                                                                          
        31.2        1.06      0.7941      0.0755      0.1005       0.007       0.070       0.063                                                                          
        32.6        1.10      0.7902      0.0655      0.0915       0.006       0.064       0.055                                                                          
        34.1        1.15      0.7823      0.0552      0.0813       0.005       0.056       0.046                                                                          
        35.5        1.20      0.7688      0.0447      0.0699       0.005       0.048       0.038                                                                          
        36.9        1.25      0.7440      0.0340      0.0572       0.004       0.040       0.029                                                                          
        38.3        1.30      0.6898      0.0231      0.0434       0.003       0.030       0.019                                                                          
        39.7        1.35      0.5508      0.0117      0.0285       0.002       0.020       0.010                                                                          
        41.2        1.39     -0.0012      0.0000      0.0127       0.001       0.009       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1384      0.0958       0.010       0.091       0.158                                                                          
         1.7        0.05      0.0676      0.1385      0.0982       0.010       0.093       0.158                                                                          
         3.3        0.10      0.1319      0.1386      0.1007       0.011       0.095       0.158                                                                          
         5.0        0.14      0.1928      0.1387      0.1034       0.011       0.098       0.158                                                                          
         6.6        0.19      0.2506      0.1389      0.1063       0.011       0.100       0.159                                                                          
         8.3        0.24      0.3051      0.1392      0.1093       0.011       0.103       0.159                                                                          
         9.9        0.29      0.3566      0.1395      0.1125       0.012       0.106       0.159                                                                          
        11.6        0.34      0.4051      0.1398      0.1158       0.012       0.109       0.160                                                                          
        13.2        0.38      0.4508      0.1401      0.1192       0.013       0.113       0.160                                                                          
        14.9        0.43      0.4938      0.1404      0.1226       0.013       0.116       0.160                                                                          
        16.5        0.48      0.5343      0.1406      0.1261       0.013       0.119       0.160                                                                          
        18.2        0.53      0.5725      0.1406      0.1294       0.014       0.122       0.160                                                                          
        19.8        0.58      0.6083      0.1401      0.1324       0.014       0.125       0.160                                                                          
        21.5        0.62      0.6420      0.1388      0.1347       0.014       0.127       0.158                                                                          
        23.1        0.67      0.6733      0.1366      0.1361       0.014       0.129       0.156                                                                          
        24.8        0.72      0.7019      0.1331      0.1363       0.014       0.129       0.152                                                                          
        26.4        0.77      0.7275      0.1281      0.1350       0.014       0.128       0.146                                                                          
        28.1        0.81      0.7498      0.1215      0.1320       0.014       0.125       0.139                                                                          
        29.7        0.86      0.7679      0.1130      0.1269       0.013       0.120       0.129                                                                          
        31.4        0.91      0.7812      0.1041      0.1214       0.013       0.115       0.119                                                                          
        33.0        0.96      0.7900      0.0950      0.1153       0.012       0.109       0.108                                                                          
        34.7        1.01      0.7941      0.0855      0.1084       0.011       0.102       0.098                                                                          
        36.3        1.05      0.7940      0.0757      0.1006       0.011       0.095       0.086                                                                          
        38.0        1.10      0.7901      0.0657      0.0916       0.010       0.087       0.075                                                                          
        39.6        1.15      0.7822      0.0554      0.0814       0.009       0.077       0.063                                                                          
        41.3        1.20      0.7686      0.0449      0.0699       0.007       0.066       0.051                                                                          
        42.9        1.25      0.7432      0.0341      0.0571       0.006       0.054       0.039                                                                          
        44.6        1.29      0.6870      0.0230      0.0432       0.005       0.041       0.026                                                                          
        46.2        1.34      0.5450      0.0116      0.0285       0.003       0.027       0.013                                                                          
        47.9        1.39     -0.0004      0.0000      0.0130       0.001       0.012       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1384      0.0961       0.015       0.119       0.206                                                                          
         1.9        0.05      0.0673      0.1384      0.0984       0.015       0.121       0.206                                                                          
         3.8        0.10      0.1313      0.1386      0.1010       0.016       0.125       0.207                                                                          
         5.7        0.14      0.1921      0.1387      0.1036       0.016       0.128       0.207                                                                          
         7.5        0.19      0.2496      0.1389      0.1065       0.017       0.131       0.207                                                                          
         9.4        0.24      0.3040      0.1392      0.1095       0.017       0.135       0.207                                                                          
        11.3        0.29      0.3554      0.1394      0.1126       0.018       0.139       0.208                                                                          
        13.2        0.33      0.4038      0.1398      0.1159       0.018       0.143       0.208                                                                          
        15.1        0.38      0.4494      0.1401      0.1193       0.019       0.147       0.209                                                                          
        17.0        0.43      0.4924      0.1404      0.1227       0.019       0.151       0.209                                                                          
        18.8        0.48      0.5329      0.1406      0.1262       0.020       0.156       0.210                                                                          
        20.7        0.53      0.5710      0.1406      0.1295       0.020       0.160       0.210                                                                          
        22.6        0.57      0.6070      0.1402      0.1325       0.021       0.163       0.209                                                                          
        24.5        0.62      0.6407      0.1390      0.1349       0.021       0.166       0.207                                                                          
        26.4        0.67      0.6721      0.1368      0.1363       0.021       0.168       0.204                                                                          
        28.3        0.72      0.7008      0.1333      0.1365       0.021       0.168       0.199                                                                          
        30.1        0.77      0.7266      0.1284      0.1352       0.021       0.167       0.191                                                                          
        32.0        0.81      0.7491      0.1218      0.1322       0.021       0.163       0.182                                                                          
        33.9        0.86      0.7674      0.1134      0.1272       0.020       0.157       0.169                                                                          
        35.8        0.91      0.7808      0.1045      0.1216       0.019       0.150       0.156                                                                          
        37.7        0.96      0.7897      0.0953      0.1154       0.018       0.142       0.142                                                                          
        39.6        1.00      0.7940      0.0858      0.1086       0.017       0.134       0.128                                                                          
        41.4        1.05      0.7939      0.0760      0.1007       0.016       0.124       0.113                                                                          
        43.3        1.10      0.7901      0.0659      0.0918       0.014       0.113       0.098                                                                          
        45.2        1.15      0.7822      0.0556      0.0815       0.013       0.101       0.083                                                                          
        47.1        1.20      0.7683      0.0450      0.0700       0.011       0.086       0.067                                                                          
        49.0        1.24      0.7423      0.0341      0.0571       0.009       0.070       0.051                                                                          
        50.9        1.29      0.6841      0.0229      0.0432       0.007       0.053       0.034                                                                          
        52.8        1.34      0.5372      0.0115      0.0286       0.004       0.035       0.017                                                                          
        54.6        1.39     -0.0226     -0.0002      0.0132       0.002       0.016       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1383      0.0963       0.021       0.150       0.261                                                                          
         2.1        0.05      0.0669      0.1384      0.0987       0.022       0.154       0.261                                                                          
         4.2        0.10      0.1307      0.1385      0.1012       0.023       0.158       0.261                                                                          
         6.3        0.14      0.1912      0.1387      0.1038       0.023       0.162       0.262                                                                          
         8.5        0.19      0.2486      0.1389      0.1067       0.024       0.167       0.262                                                                          
        10.6        0.24      0.3029      0.1391      0.1096       0.024       0.171       0.262                                                                          
        12.7        0.29      0.3541      0.1394      0.1128       0.025       0.176       0.263                                                                          
        14.8        0.33      0.4024      0.1398      0.1160       0.026       0.181       0.264                                                                          
        16.9        0.38      0.4480      0.1401      0.1194       0.027       0.186       0.264                                                                          
        19.0        0.43      0.4909      0.1404      0.1229       0.027       0.192       0.265                                                                          
        21.2        0.48      0.5315      0.1406      0.1263       0.028       0.197       0.265                                                                          
        23.3        0.53      0.5696      0.1406      0.1296       0.029       0.202       0.265                                                                          
        25.4        0.57      0.6056      0.1402      0.1326       0.030       0.207       0.265                                                                          
        27.5        0.62      0.6393      0.1391      0.1350       0.030       0.211       0.262                                                                          
        29.6        0.67      0.6708      0.1370      0.1365       0.030       0.213       0.258                                                                          
        31.7        0.72      0.6997      0.1336      0.1367       0.030       0.213       0.252                                                                          
        33.8        0.76      0.7256      0.1288      0.1355       0.030       0.212       0.243                                                                          
        36.0        0.81      0.7483      0.1222      0.1326       0.030       0.207       0.231                                                                          
        38.1        0.86      0.7668      0.1138      0.1275       0.028       0.199       0.215                                                                          
        40.2        0.91      0.7804      0.1049      0.1219       0.027       0.190       0.198                                                                          
        42.3        0.95      0.7895      0.0957      0.1157       0.026       0.181       0.181                                                                          
        44.4        1.00      0.7939      0.0862      0.1088       0.024       0.170       0.163                                                                          
        46.5        1.05      0.7939      0.0763      0.1010       0.023       0.158       0.144                                                                          
        48.7        1.10      0.7901      0.0662      0.0920       0.021       0.144       0.125                                                                          
        50.8        1.15      0.7822      0.0558      0.0817       0.018       0.128       0.105                                                                          
        52.9        1.19      0.7678      0.0451      0.0701       0.016       0.109       0.085                                                                          
        55.0        1.24      0.7409      0.0342      0.0573       0.013       0.089       0.064                                                                          
        57.1        1.29      0.6812      0.0230      0.0434       0.010       0.068       0.043                                                                          
        59.2        1.34      0.5318      0.0115      0.0289       0.006       0.045       0.022                                                                          
        61.3        1.38     -0.0205     -0.0002      0.0136       0.003       0.021       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1383      0.0966       0.030       0.186       0.322                                                                          
         2.4        0.05      0.0668      0.1384      0.0989       0.030       0.191       0.322                                                                          
         4.7        0.10      0.1304      0.1385      0.1014       0.031       0.195       0.323                                                                          
         7.1        0.14      0.1908      0.1386      0.1040       0.032       0.201       0.323                                                                          
         9.4        0.19      0.2481      0.1389      0.1068       0.033       0.206       0.323                                                                          
        11.8        0.24      0.3023      0.1391      0.1098       0.034       0.212       0.324                                                                          
        14.1        0.29      0.3535      0.1394      0.1129       0.035       0.218       0.325                                                                          
        16.5        0.33      0.4018      0.1398      0.1162       0.036       0.224       0.325                                                                          
        18.8        0.38      0.4474      0.1401      0.1196       0.037       0.231       0.326                                                                          
        21.2        0.43      0.4903      0.1404      0.1230       0.038       0.237       0.327                                                                          
        23.5        0.48      0.5308      0.1406      0.1265       0.039       0.244       0.328                                                                          
        25.9        0.53      0.5690      0.1407      0.1298       0.040       0.250       0.328                                                                          
        28.2        0.57      0.6050      0.1403      0.1328       0.041       0.256       0.327                                                                          
        30.6        0.62      0.6389      0.1392      0.1352       0.041       0.261       0.324                                                                          
        32.9        0.67      0.6704      0.1371      0.1367       0.042       0.263       0.319                                                                          
        35.3        0.72      0.6994      0.1338      0.1369       0.042       0.264       0.312                                                                          
        37.6        0.76      0.7254      0.1289      0.1357       0.042       0.262       0.300                                                                          
        40.0        0.81      0.7482      0.1224      0.1328       0.041       0.256       0.285                                                                          
        42.3        0.86      0.7668      0.1139      0.1276       0.039       0.246       0.265                                                                          
        44.7        0.91      0.7804      0.1050      0.1220       0.037       0.235       0.245                                                                          
        47.0        0.95      0.7895      0.0958      0.1158       0.035       0.223       0.223                                                                          
        49.4        1.00      0.7939      0.0862      0.1088       0.033       0.210       0.201                                                                          
        51.7        1.05      0.7938      0.0763      0.1009       0.031       0.194       0.178                                                                          
        54.1        1.10      0.7899      0.0661      0.0919       0.028       0.177       0.154                                                                          
        56.4        1.15      0.7818      0.0556      0.0814       0.025       0.157       0.129                                                                          
        58.8        1.19      0.7669      0.0448      0.0697       0.021       0.134       0.104                                                                          
        61.1        1.24      0.7398      0.0339      0.0569       0.017       0.110       0.079                                                                          
        63.5        1.29      0.6799      0.0228      0.0432       0.013       0.083       0.053                                                                          
        65.8        1.34      0.5330      0.0115      0.0288       0.009       0.056       0.027                                                                          
        68.2        1.38     -0.0022      0.0000      0.0137       0.004       0.026       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1383      0.0968       0.039       0.226       0.390                                                                          
         2.6        0.05      0.0666      0.1383      0.0991       0.040       0.231       0.390                                                                          
         5.2        0.10      0.1301      0.1385      0.1016       0.041       0.237       0.390                                                                          
         7.8        0.14      0.1904      0.1386      0.1042       0.042       0.243       0.391                                                                          
        10.3        0.19      0.2476      0.1388      0.1071       0.044       0.250       0.391                                                                          
        12.9        0.24      0.3017      0.1391      0.1100       0.045       0.257       0.392                                                                          
        15.5        0.29      0.3528      0.1394      0.1131       0.046       0.264       0.393                                                                          
        18.1        0.33      0.4011      0.1397      0.1164       0.047       0.271       0.394                                                                          
        20.7        0.38      0.4467      0.1401      0.1198       0.049       0.279       0.395                                                                          
        23.3        0.43      0.4896      0.1404      0.1232       0.050       0.287       0.396                                                                          
        25.9        0.48      0.5301      0.1407      0.1266       0.052       0.295       0.396                                                                          
        28.4        0.53      0.5684      0.1407      0.1300       0.053       0.303       0.397                                                                          
        31.0        0.57      0.6044      0.1404      0.1330       0.054       0.310       0.396                                                                          
        33.6        0.62      0.6383      0.1393      0.1355       0.055       0.316       0.393                                                                          
        36.2        0.67      0.6699      0.1373      0.1369       0.056       0.319       0.387                                                                          
        38.8        0.72      0.6990      0.1340      0.1372       0.056       0.320       0.378                                                                          
        41.4        0.76      0.7251      0.1292      0.1360       0.055       0.317       0.364                                                                          
        44.0        0.81      0.7480      0.1226      0.1330       0.054       0.310       0.346                                                                          
        46.5        0.86      0.7667      0.1141      0.1279       0.052       0.298       0.322                                                                          
        49.1        0.91      0.7804      0.1051      0.1222       0.050       0.285       0.296                                                                          
        51.7        0.95      0.7895      0.0959      0.1159       0.047       0.270       0.270                                                                          
        54.3        1.00      0.7939      0.0863      0.1089       0.044       0.254       0.243                                                                          
        56.9        1.05      0.7938      0.0763      0.1009       0.041       0.235       0.215                                                                          
        59.5        1.10      0.7899      0.0661      0.0919       0.037       0.214       0.186                                                                          
        62.0        1.15      0.7817      0.0556      0.0814       0.033       0.190       0.157                                                                          
        64.6        1.19      0.7669      0.0448      0.0697       0.028       0.163       0.126                                                                          
        67.2        1.24      0.7402      0.0339      0.0569       0.023       0.133       0.096                                                                          
        69.8        1.29      0.6813      0.0228      0.0432       0.018       0.101       0.064                                                                          
        72.4        1.34      0.5348      0.0115      0.0287       0.012       0.067       0.032                                                                          
        75.0        1.38     -0.0010      0.0000      0.0135       0.006       0.032       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      12000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1383      0.0970       0.051       0.269       0.464                                                                          
         2.8        0.05      0.0665      0.1383      0.0993       0.053       0.276       0.464                                                                          
         5.6        0.10      0.1298      0.1384      0.1018       0.054       0.283       0.464                                                                          
