         10x4.5MRF-RH             (10x45MRF-RH.dat)                                                                                                                       
         v2020-0506                                                                                                                                                       
         Simulation Date: 09/24/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
        11.4        0.30      0.5016      0.0744      0.0447       0.023       0.362       0.379      17.144       0.041       1.686      10.028        0.16      51462.  
        12.3        0.32      0.5237      0.0705      0.0437       0.022       0.354       0.359      16.761       0.040       1.598       9.723        0.16      51528.  
        13.2        0.35      0.5435      0.0665      0.0425       0.022       0.345       0.339      16.329       0.039       1.508       9.416        0.16      51599.  
        14.0        0.37      0.5607      0.0624      0.0413       0.021       0.335       0.318      15.847       0.038       1.415       9.107        0.16      51674.  
        14.9        0.39      0.5752      0.0582      0.0399       0.021       0.324       0.297      15.313       0.037       1.321       8.794        0.16      51755.  
        15.8        0.42      0.5870      0.0539      0.0383       0.020       0.311       0.275      14.712       0.035       1.223       8.476        0.16      51840.  
        16.7        0.44      0.5958      0.0495      0.0366       0.019       0.297       0.252      14.046       0.034       1.123       8.150        0.16      51930.  
        17.6        0.46      0.6012      0.0450      0.0347       0.018       0.281       0.229      13.317       0.032       1.020       7.812        0.16      52024.  
        18.4        0.49      0.6023      0.0404      0.0326       0.017       0.265       0.206      12.521       0.030       0.915       7.454        0.16      52124.  
        19.3        0.51      0.5982      0.0356      0.0304       0.016       0.246       0.182      11.663       0.028       0.808       7.066        0.16      52227.  
        20.2        0.53      0.5870      0.0308      0.0280       0.014       0.227       0.157      10.743       0.026       0.699       6.633        0.16      52336.  
        21.1        0.56      0.5661      0.0259      0.0254       0.013       0.206       0.132       9.767       0.023       0.587       6.130        0.16      52449.  
        21.9        0.58      0.5315      0.0209      0.0228       0.012       0.185       0.106       8.734       0.021       0.473       5.525        0.16      52566.  
        22.8        0.60      0.4765      0.0158      0.0199       0.010       0.162       0.080       7.648       0.018       0.357       4.763        0.16      52689.  
        23.7        0.63      0.3890      0.0106      0.0170       0.009       0.138       0.054       6.523       0.016       0.240       3.745        0.16      52815.  
        24.6        0.65      0.2454      0.0053      0.0140       0.007       0.114       0.027       5.386       0.013       0.120       2.278        0.16      52946.  
        25.5        0.67     -0.0012      0.0000      0.0111       0.006       0.090       0.000       4.243       0.010       0.000      -0.011        0.16      53082.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1140      0.0475       0.048       0.602       0.908      35.629       0.068       4.040      11.562        0.20      63808.  
         1.1        0.02      0.0542      0.1119      0.0479       0.048       0.607       0.891      35.881       0.069       3.964      11.265        0.20      63811.  
         2.2        0.05      0.1055      0.1096      0.0481       0.048       0.610       0.873      36.088       0.069       3.882      10.970        0.20      63820.  
         3.3        0.07      0.1541      0.1072      0.0483       0.049       0.613       0.853      36.246       0.069       3.796      10.678        0.20      63836.  
         4.4        0.09      0.1998      0.1046      0.0485       0.049       0.614       0.833      36.352       0.069       3.704      10.389        0.20      63857.  
         5.5        0.12      0.2429      0.1018      0.0485       0.049       0.615       0.811      36.399       0.070       3.606      10.103        0.20      63885.  
         6.6        0.14      0.2833      0.0989      0.0485       0.049       0.615       0.788      36.380       0.069       3.503       9.819        0.20      63919.  
         7.7        0.16      0.3210      0.0958      0.0484       0.049       0.613       0.763      36.267       0.069       3.392       9.538        0.20      63959.  
         8.8        0.19      0.3564      0.0925      0.0481       0.048       0.609       0.736      36.054       0.069       3.276       9.265        0.20      64005.  
         9.9        0.21      0.3897      0.0891      0.0477       0.048       0.604       0.710      35.739       0.068       3.156       9.004        0.20      64057.  
        11.0        0.23      0.4210      0.0856      0.0471       0.047       0.597       0.682      35.316       0.067       3.032       8.756        0.20      64116.  
        12.1        0.25      0.4501      0.0820      0.0464       0.047       0.588       0.653      34.814       0.066       2.905       8.510        0.20      64180.  
        13.2        0.28      0.4770      0.0783      0.0456       0.046       0.579       0.624      34.229       0.065       2.775       8.266        0.20      64251.  
        14.3        0.30      0.5015      0.0745      0.0448       0.045       0.567       0.594      33.562       0.064       2.640       8.022        0.20      64327.  
        15.4        0.32      0.5237      0.0706      0.0438       0.044       0.555       0.563      32.806       0.063       2.502       7.778        0.20      64410.  
        16.5        0.35      0.5434      0.0667      0.0426       0.043       0.540       0.531      31.959       0.061       2.361       7.533        0.20      64498.  
        17.5        0.37      0.5606      0.0626      0.0414       0.042       0.524       0.498      31.013       0.059       2.216       7.286        0.20      64593.  
        18.6        0.39      0.5752      0.0584      0.0400       0.040       0.506       0.465      29.963       0.057       2.067       7.036        0.20      64693.  
        19.7        0.42      0.5871      0.0541      0.0384       0.039       0.487       0.430      28.787       0.055       1.915       6.782        0.20      64800.  
        20.8        0.44      0.5959      0.0496      0.0367       0.037       0.465       0.395      27.486       0.052       1.758       6.522        0.20      64912.  
        21.9        0.46      0.6013      0.0451      0.0348       0.035       0.440       0.359      26.058       0.050       1.598       6.252        0.20      65030.  
        23.0        0.49      0.6025      0.0405      0.0327       0.033       0.414       0.322      24.504       0.047       1.434       5.966        0.20      65154.  
        24.1        0.51      0.5984      0.0357      0.0304       0.031       0.386       0.285      22.822       0.044       1.266       5.657        0.20      65284.  
        25.2        0.53      0.5874      0.0309      0.0280       0.028       0.355       0.246      21.022       0.040       1.095       5.311        0.20      65419.  
        26.3        0.56      0.5666      0.0260      0.0255       0.026       0.323       0.207      19.110       0.036       0.920       4.909        0.20      65560.  
        27.4        0.58      0.5320      0.0209      0.0228       0.023       0.289       0.167      17.086       0.033       0.742       4.426        0.20      65707.  
        28.5        0.60      0.4772      0.0158      0.0199       0.020       0.253       0.126      14.956       0.029       0.560       3.817        0.20      65860.  
        29.6        0.63      0.3899      0.0106      0.0170       0.017       0.216       0.084      12.751       0.024       0.375       3.003        0.20      66018.  
        30.7        0.65      0.2460      0.0053      0.0140       0.014       0.178       0.042      10.522       0.020       0.189       1.827        0.20      66182.  
        31.8        0.67     -0.0010      0.0000      0.0111       0.011       0.140       0.000       8.286       0.016      -0.001      -0.007        0.20      66351.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1143      0.0456       0.079       0.833       1.311      59.148       0.094       5.830      10.051        0.24      76570.  
         1.3        0.02      0.0566      0.1122      0.0459       0.080       0.838       1.287      59.521       0.095       5.723       9.805        0.24      76573.  
         2.6        0.05      0.1105      0.1099      0.0462       0.080       0.843       1.261      59.810       0.095       5.608       9.561        0.24      76585.  
         4.0        0.07      0.1615      0.1075      0.0463       0.080       0.845       1.233      60.007       0.095       5.485       9.321        0.24      76603.  
         5.3        0.09      0.2099      0.1050      0.0464       0.081       0.847       1.204      60.108       0.096       5.354       9.084        0.24      76629.  
         6.6        0.12      0.2556      0.1022      0.0464       0.081       0.847       1.173      60.101       0.096       5.216       8.849        0.24      76662.  
         7.9        0.14      0.2987      0.0994      0.0463       0.080       0.845       1.140      59.982       0.095       5.069       8.617        0.24      76703.  
         9.2        0.16      0.3392      0.0963      0.0461       0.080       0.841       1.104      59.708       0.095       4.911       8.388        0.24      76751.  
        10.5        0.19      0.3860      0.0931      0.0447       0.078       0.816       1.067      57.956       0.092       4.747       8.352        0.24      76807.  
        11.9        0.21      0.4220      0.0897      0.0443       0.077       0.809       1.028      57.456       0.091       4.573       8.117        0.24      76870.  
        13.2        0.23      0.4555      0.0862      0.0439       0.076       0.800       0.988      56.828       0.090       4.395       7.886        0.24      76940.  
        14.5        0.26      0.4870      0.0826      0.0432       0.075       0.789       0.947      56.036       0.089       4.211       7.664        0.24      77017.  
        15.8        0.28      0.5161      0.0789      0.0425       0.074       0.776       0.904      55.094       0.088       4.023       7.445        0.24      77102.  
        17.1        0.30      0.5428      0.0750      0.0417       0.072       0.761       0.861      54.004       0.086       3.828       7.229        0.24      77194.  
        18.4        0.32      0.5671      0.0711      0.0407       0.071       0.743       0.816      52.771       0.084       3.629       7.013        0.24      77293.  
        19.8        0.35      0.5890      0.0671      0.0397       0.069       0.724       0.770      51.375       0.082       3.425       6.797        0.24      77400.  
        21.1        0.37      0.6083      0.0630      0.0384       0.067       0.702       0.723      49.811       0.079       3.215       6.582        0.24      77513.  
        22.4        0.39      0.6250      0.0588      0.0371       0.064       0.677       0.674      48.068       0.076       3.000       6.364        0.24      77634.  
        23.7        0.42      0.6388      0.0545      0.0356       0.062       0.650       0.625      46.131       0.073       2.779       6.144        0.24      77762.  
        25.0        0.44      0.6492      0.0500      0.0340       0.059       0.620       0.574      44.004       0.070       2.553       5.915        0.24      77897.  
        26.4        0.46      0.6559      0.0455      0.0322       0.056       0.587       0.522      41.678       0.066       2.320       5.677        0.24      78039.  
        27.7        0.49      0.6581      0.0408      0.0302       0.052       0.551       0.468      39.148       0.062       2.083       5.425        0.24      78188.  
        29.0        0.51      0.6545      0.0361      0.0281       0.049       0.513       0.414      36.418       0.058       1.839       5.150        0.24      78344.  
        30.3        0.53      0.6434      0.0312      0.0259       0.045       0.472       0.358      33.497       0.053       1.591       4.842        0.24      78507.  
        31.6        0.56      0.6219      0.0262      0.0234       0.041       0.428       0.300      30.381       0.048       1.336       4.486        0.24      78677.  
        32.9        0.58      0.5859      0.0211      0.0209       0.036       0.381       0.242      27.081       0.043       1.077       4.057        0.24      78853.  
        34.3        0.60      0.5275      0.0159      0.0182       0.032       0.332       0.183      23.602       0.038       0.813       3.512        0.24      79037.  
        35.6        0.63      0.4391      0.0107      0.0153       0.027       0.279       0.123      19.810       0.032       0.547       2.815        0.24      79227.  
        36.9        0.65      0.2791      0.0054      0.0125       0.022       0.228       0.062      16.211       0.026       0.274       1.725        0.24      79424.  
        38.2        0.67     -0.0015      0.0000      0.0098       0.017       0.178       0.000      12.643       0.020      -0.001      -0.009        0.24      79627.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1145      0.0442       0.122       1.097       1.787      90.882       0.124       7.949       8.919        0.28      89331.  
         1.5        0.02      0.0586      0.1124      0.0445       0.123       1.105       1.755      91.491       0.125       7.807       8.701        0.28      89336.  
         3.1        0.05      0.1144      0.1102      0.0447       0.123       1.110       1.721      91.915       0.125       7.654       8.492        0.28      89349.  
         4.6        0.07      0.1675      0.1079      0.0448       0.124       1.113       1.684      92.152       0.126       7.490       8.288        0.28      89370.  
         6.1        0.09      0.2180      0.1053      0.0448       0.124       1.113       1.644      92.187       0.126       7.314       8.090        0.28      89400.  
         7.7        0.12      0.2660      0.1027      0.0447       0.123       1.111       1.603      92.054       0.126       7.128       7.896        0.28      89439.  
         9.2        0.14      0.3115      0.0998      0.0446       0.123       1.107       1.558      91.711       0.125       6.931       7.706        0.28      89487.  
        10.8        0.16      0.3545      0.0968      0.0443       0.122       1.100       1.511      91.143       0.124       6.720       7.518        0.28      89543.  
        12.3        0.19      0.3952      0.0935      0.0439       0.121       1.090       1.460      90.283       0.123       6.493       7.334        0.28      89608.  
        13.8        0.21      0.4332      0.0901      0.0434       0.120       1.078       1.407      89.314       0.122       6.258       7.145        0.28      89681.  
        15.4        0.23      0.4681      0.0866      0.0429       0.118       1.066       1.352      88.275       0.120       6.015       6.949        0.28      89763.  
