         13x14                    (13x14.dat)                                                                                                                             
         v2020-0506                                                                                                                                                       
         Simulation Date: 05/11/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1283      0.0783       0.062       1.302       1.034      46.210       0.147       4.601      10.154        0.15      63712.  
         1.7        0.05      0.0732      0.1284      0.0802       0.063       1.333       1.036      47.301       0.151       4.606       9.930        0.15      63724.  
         3.4        0.09      0.1431      0.1286      0.0822       0.065       1.366       1.037      48.494       0.154       4.613       9.699        0.15      63760.  
         5.0        0.14      0.2094      0.1288      0.0844       0.067       1.403       1.039      49.798       0.159       4.621       9.462        0.15      63820.  
         6.7        0.18      0.2720      0.1291      0.0868       0.069       1.443       1.041      51.203       0.163       4.630       9.221        0.15      63903.  
         8.4        0.23      0.3310      0.1293      0.0894       0.071       1.485       1.043      52.707       0.168       4.639       8.974        0.15      64011.  
        10.1        0.27      0.3859      0.1296      0.0921       0.073       1.531       1.045      54.333       0.173       4.647       8.721        0.15      64142.  
        11.8        0.32      0.4367      0.1297      0.0951       0.075       1.580       1.046      56.096       0.179       4.653       8.458        0.15      64297.  
        13.5        0.37      0.4831      0.1298      0.0983       0.078       1.634       1.047      57.987       0.185       4.656       8.187        0.16      64475.  
        15.1        0.41      0.5252      0.1297      0.1017       0.080       1.689       1.046      59.967       0.191       4.653       7.912        0.16      64676.  
        16.8        0.46      0.5633      0.1294      0.1050       0.083       1.746       1.043      61.959       0.197       4.640       7.636        0.16      64900.  
        18.5        0.50      0.5975      0.1286      0.1082       0.086       1.799       1.037      63.839       0.203       4.611       7.365        0.16      65147.  
        20.2        0.55      0.6283      0.1271      0.1110       0.088       1.844       1.024      65.461       0.208       4.557       7.098        0.16      65417.  
        21.9        0.59      0.6558      0.1247      0.1131       0.089       1.879       1.006      66.688       0.212       4.473       6.839        0.16      65708.  
        23.6        0.64      0.6798      0.1213      0.1143       0.090       1.899       0.978      67.414       0.215       4.352       6.583        0.16      66022.  
        25.2        0.69      0.7013      0.1169      0.1144       0.090       1.900       0.943      67.455       0.215       4.193       6.338        0.16      66357.  
        26.9        0.73      0.7203      0.1113      0.1130       0.089       1.878       0.897      66.669       0.212       3.990       6.103        0.16      66713.  
        28.6        0.78      0.7368      0.1042      0.1099       0.087       1.826       0.840      64.821       0.206       3.735       5.876        0.16      67090.  
        30.3        0.82      0.7509      0.0963      0.1056       0.084       1.755       0.777      62.291       0.198       3.455       5.656        0.16      67488.  
        32.0        0.87      0.7624      0.0883      0.1007       0.080       1.673       0.712      59.389       0.189       3.168       5.440        0.16      67905.  
        33.6        0.91      0.7713      0.0802      0.0951       0.075       1.580       0.646      56.080       0.178       2.875       5.228        0.16      68343.  
        35.3        0.96      0.7777      0.0719      0.0887       0.070       1.475       0.579      52.338       0.167       2.577       5.021        0.16      68800.  
        37.0        1.01      0.7804      0.0634      0.0817       0.065       1.358       0.511      48.199       0.153       2.273       4.809        0.16      69276.  
        38.7        1.05      0.7783      0.0548      0.0740       0.059       1.230       0.442      43.656       0.139       1.964       4.588        0.16      69771.  
        40.4        1.10      0.7693      0.0460      0.0656       0.052       1.091       0.371      38.708       0.123       1.650       4.346        0.16      70284.  
        42.1        1.14      0.7494      0.0371      0.0566       0.045       0.940       0.299      33.376       0.106       1.330       4.064        0.16      70815.  
        43.7        1.19      0.7361      0.0283      0.0457       0.036       0.760       0.228      26.973       0.086       1.015       3.838        0.16      71364.  
        45.4        1.23      0.6557      0.0190      0.0357       0.028       0.594       0.153      21.079       0.067       0.681       3.292        0.17      71929.  
        47.1        1.28      0.4845      0.0095      0.0252       0.020       0.419       0.077      14.862       0.047       0.342       2.346        0.17      72511.  
        48.8        1.33     -0.0011      0.0000      0.0142       0.011       0.236       0.000       8.367       0.027       0.000      -0.005        0.17      73110.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1299      0.0752       0.141       2.221       1.861     105.116       0.251       8.279       8.032        0.21      84949.  
         2.2        0.05      0.0770      0.1300      0.0772       0.145       2.281       1.863     107.962       0.258       8.288       7.828        0.21      84965.  
         4.5        0.09      0.1500      0.1302      0.0795       0.149       2.347       1.866     111.092       0.265       8.300       7.619        0.21      85013.  
         6.7        0.14      0.2186      0.1304      0.0819       0.154       2.420       1.870     114.537       0.273       8.316       7.404        0.21      85093.  
         9.0        0.18      0.2827      0.1307      0.0846       0.159       2.500       1.873     118.323       0.282       8.332       7.181        0.21      85205.  
        11.2        0.23      0.3419      0.1309      0.0876       0.164       2.588       1.877     122.501       0.292       8.347       6.948        0.21      85348.  
        13.5        0.27      0.3963      0.1311      0.0909       0.170       2.684       1.880     127.034       0.303       8.361       6.712        0.21      85524.  
        15.7        0.32      0.4461      0.1313      0.0943       0.177       2.786       1.882     131.843       0.315       8.372       6.475        0.21      85730.  
        18.0        0.37      0.4914      0.1314      0.0979       0.184       2.892       1.883     136.850       0.327       8.377       6.242        0.21      85968.  
        20.2        0.41      0.5326      0.1313      0.1015       0.190       2.999       1.882     141.957       0.339       8.371       6.013        0.21      86237.  
        22.4        0.46      0.5702      0.1309      0.1051       0.197       3.104       1.877     146.922       0.351       8.347       5.794        0.21      86536.  
        24.7        0.50      0.6057      0.1301      0.1081       0.203       3.194       1.865     151.159       0.361       8.294       5.595        0.21      86866.  
        26.9        0.55      0.6530      0.1288      0.1083       0.203       3.200       1.846     151.447       0.362       8.211       5.529        0.21      87226.  
        29.2        0.59      0.6814      0.1263      0.1103       0.207       3.258       1.810     154.177       0.368       8.053       5.326        0.21      87615.  
        31.4        0.64      0.7070      0.1228      0.1113       0.209       3.289       1.761     155.635       0.372       7.832       5.131        0.21      88033.  
        33.7        0.69      0.7303      0.1183      0.1112       0.208       3.285       1.695     155.448       0.371       7.541       4.947        0.21      88480.  
        35.9        0.73      0.7514      0.1125      0.1096       0.206       3.238       1.612     153.257       0.366       7.172       4.772        0.21      88956.  
        38.2        0.78      0.7707      0.1052      0.1062       0.199       3.138       1.509     148.528       0.355       6.710       4.607        0.21      89459.  
        40.4        0.82      0.7878      0.0974      0.1019       0.191       3.009       1.397     142.425       0.340       6.212       4.447        0.21      89990.  
        42.7        0.87      0.8065      0.0896      0.0966       0.181       2.853       1.284     135.044       0.322       5.712       4.313        0.21      90548.  
        44.9        0.92      0.8180      0.0814      0.0911       0.171       2.690       1.167     127.317       0.304       5.189       4.156        0.21      91133.  
        47.1        0.96      0.8267      0.0730      0.0849       0.159       2.507       1.047     118.665       0.283       4.655       4.000        0.21      91743.  
        49.4        1.01      0.8322      0.0645      0.0780       0.146       2.305       0.924     109.066       0.260       4.111       3.844        0.22      92379.  
        51.6        1.05      0.8337      0.0558      0.0704       0.132       2.081       0.800      98.496       0.235       3.557       3.683        0.22      93039.  
        53.9        1.10      0.8290      0.0470      0.0622       0.117       1.838       0.673      86.990       0.208       2.994       3.510        0.22      93724.  
        56.1        1.14      0.8147      0.0380      0.0533       0.100       1.575       0.544      74.563       0.178       2.421       3.311        0.22      94433.  
        58.4        1.19      0.7817      0.0288      0.0439       0.082       1.296       0.413      61.328       0.146       1.837       3.055        0.22      95165.  
        60.6        1.24      0.7000      0.0194      0.0342       0.064       1.010       0.278      47.801       0.114       1.235       2.634        0.22      95921.  
        62.9        1.28      0.5179      0.0097      0.0241       0.045       0.711       0.140      33.670       0.080       0.621       1.879        0.22      96698.  
        65.1        1.33     -0.0012      0.0000      0.0136       0.025       0.401       0.000      18.984       0.045      -0.001      -0.004        0.22      97497.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1312      0.0743       0.272       3.431       2.938     203.003       0.388      13.068       6.564        0.26     106186.  
         2.8        0.05      0.0788      0.1313      0.0763       0.280       3.524       2.942     208.495       0.398      13.084       6.399        0.26     106206.  
         5.6        0.09      0.1534      0.1315      0.0786       0.288       3.626       2.946     214.523       0.410      13.105       6.229        0.26     106266.  
         8.4        0.14      0.2236      0.1318      0.0810       0.297       3.738       2.952     221.156       0.422      13.131       6.055        0.26     106366.  
        11.2        0.18      0.2894      0.1321      0.0836       0.306       3.860       2.958     228.335       0.436      13.159       5.877        0.26     106507.  
        14.0        0.23      0.3507      0.1324      0.0864       0.317       3.990       2.964     236.028       0.451      13.186       5.697        0.26     106686.  
        16.9        0.27      0.4075      0.1326      0.0894       0.328       4.128       2.970     244.229       0.466      13.211       5.516        0.26     106906.  
        19.7        0.32      0.4599      0.1328      0.0926       0.339       4.275       2.975     252.883       0.483      13.232       5.336        0.26     107165.  
        22.5        0.37      0.5080      0.1329      0.0959       0.351       4.427       2.977     261.867       0.500      13.244       5.157        0.26     107462.  
        25.3        0.41      0.5520      0.1329      0.0992       0.363       4.581       2.976     270.994       0.518      13.239       4.982        0.26     107799.  
        28.1        0.46      0.5922      0.1325      0.1025       0.375       4.732       2.969     279.954       0.535      13.205       4.810        0.26     108174.  
        30.9        0.50      0.6286      0.1317      0.1055       0.387       4.872       2.949     288.243       0.550      13.119       4.641        0.26     108587.  
        33.7        0.55      0.6608      0.1300      0.1082       0.396       4.993       2.913     295.380       0.564      12.955       4.472        0.26     109037.  
        36.5        0.60      0.6890      0.1275      0.1102       0.404       5.086       2.856     300.906       0.575      12.702       4.305        0.26     109524.  
        39.3        0.64      0.7148      0.1239      0.1112       0.407       5.133       2.776     303.650       0.580      12.348       4.147        0.26     110048.  
        42.1        0.69      0.7382      0.1193      0.1110       0.407       5.124       2.671     303.153       0.579      11.882       3.997        0.26     110608.  
        44.9        0.73      0.7592      0.1134      0.1094       0.401       5.051       2.539     298.799       0.571      11.293       3.854        0.26     111204.  
        47.7        0.78      0.7786      0.1060      0.1060       0.388       4.892       2.374     289.415       0.553      10.558       3.720        0.26     111834.  
        50.6        0.82      0.7994      0.0983      0.1014       0.371       4.680       2.202     276.890       0.529       9.794       3.607        0.27     112499.  
        53.4        0.87      0.8142      0.0903      0.0965       0.353       4.454       2.022     263.475       0.503       8.993       3.480        0.27     113197.  
        56.2        0.92      0.8262      0.0820      0.0909       0.333       4.198       1.837     248.330       0.474       8.171       3.355        0.27     113929.  
        59.0        0.96      0.8355      0.0736      0.0847       0.310       3.911       1.648     231.354       0.442       7.331       3.231        0.27     114693.  
        61.8        1.01      0.8417      0.0650      0.0778       0.285       3.592       1.456     212.527       0.406       6.476       3.107        0.27     115489.  
        64.6        1.05      0.8440      0.0563      0.0702       0.257       3.242       1.260     191.791       0.366       5.605       2.980        0.27     116316.  
        67.4        1.10      0.8403      0.0474      0.0620       0.227       2.861       1.061     169.225       0.323       4.719       2.844        0.27     117174.  
        70.2        1.15      0.8273      0.0383      0.0530       0.194       2.449       0.858     144.858       0.277       3.818       2.687        0.27     118062.  
        73.0        1.19      0.7962      0.0291      0.0435       0.159       2.010       0.652     118.929       0.227       2.901       2.487        0.27     118978.  
        75.8        1.24      0.7144      0.0196      0.0339       0.124       1.565       0.439      92.610       0.177       1.952       2.149        0.28     119924.  
        78.6        1.28      0.5284      0.0098      0.0238       0.087       1.099       0.220      65.010       0.124       0.977       1.533        0.28     120897.  
        81.4        1.33     -0.0023      0.0000      0.0134       0.049       0.617      -0.001      36.491       0.070      -0.002      -0.006        0.28     121897.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1317      0.0742       0.470       4.935       4.248     350.355       0.558      18.897       5.500        0.31     127423.  
         3.4        0.05      0.0813      0.1323      0.0745       0.472       4.955       4.267     351.791       0.560      18.978       5.501        0.31     127447.  
         6.7        0.09      0.1580      0.1325      0.0769       0.487       5.111       4.274     362.846       0.577      19.009       5.342        0.31     127520.  
        10.1        0.14      0.2297      0.1328      0.0795       0.503       5.282       4.282     374.996       0.597      19.048       5.180        0.31     127640.  
        13.5        0.18      0.2966      0.1331      0.0823       0.521       5.469       4.292     388.229       0.618      19.092       5.015        0.31     127808.  
        16.9        0.23      0.3584      0.1334      0.0853       0.540       5.668       4.301     402.363       0.640      19.132       4.849        0.31     128024.  
        20.2        0.27      0.4154      0.1336      0.0885       0.560       5.880       4.310     417.404       0.664      19.169       4.683        0.31     128288.  
        23.6        0.32      0.4676      0.1338      0.0918       0.581       6.103       4.316     433.285       0.690      19.200       4.519        0.31     128599.  
        27.0        0.37      0.5153      0.1339      0.0953       0.603       6.336       4.320     449.790       0.716      19.216       4.356        0.31     128957.  
        30.4        0.41      0.5586      0.1339      0.0989       0.626       6.573       4.318     466.599       0.743      19.208       4.198        0.31     129361.  
        33.7        0.46      0.5978      0.1336      0.1024       0.648       6.806       4.307     483.194       0.769      19.159       4.043        0.31     129812.  
        37.1        0.50      0.6331      0.1327      0.1057       0.669       7.024       4.280     498.632       0.794      19.037       3.893        0.31     130308.  
        40.5        0.55      0.6648      0.1311      0.1084       0.686       7.209       4.228     511.771       0.814      18.805       3.747        0.31     130849.  
        43.8        0.60      0.6932      0.1286      0.1105       0.699       7.346       4.147     521.483       0.830      18.444       3.607        0.31     131434.  
        47.2        0.64      0.7192      0.1250      0.1115       0.706       7.414       4.032     526.318       0.838      17.934       3.475        0.31     132064.  
        50.6        0.69      0.7430      0.1203      0.1113       0.705       7.401       3.881     525.406       0.836      17.261       3.350        0.32     132737.  
        54.0        0.73      0.7645      0.1143      0.1097       0.694       7.291       3.688     517.585       0.824      16.404       3.232        0.32     133452.  
        57.3        0.78      0.7844      0.1069      0.1062       0.672       7.058       3.448     501.063       0.797      15.335       3.121        0.32     134210.  
        60.7        0.82      0.8021      0.0990      0.1018       0.644       6.768       3.192     480.458       0.765      14.200       3.014        0.32     135008.  
        64.1        0.87      0.8170      0.0909      0.0969       0.613       6.439       2.931     457.141       0.728      13.038       2.908        0.32     135847.  
        67.4        0.92      0.8292      0.0826      0.0913       0.578       6.068       2.663     430.799       0.686      11.847       2.804        0.32     136727.  
        70.8        0.96      0.8387      0.0741      0.0850       0.538       5.653       2.390     401.296       0.639      10.630       2.701        0.32     137645.  
        74.2        1.01      0.8451      0.0655      0.0781       0.494       5.191       2.111     368.547       0.587       9.390       2.598        0.32     138601.  
        77.6        1.05      0.8476      0.0566      0.0705       0.446       4.683       1.827     332.469       0.529       8.127       2.493        0.33     139595.  
        80.9        1.10      0.8442      0.0477      0.0621       0.393       4.130       1.538     293.198       0.467       6.841       2.379        0.33     140625.  
        84.3        1.15      0.8316      0.0386      0.0531       0.336       3.532       1.244     250.762       0.399       5.532       2.250        0.33     141691.  
        87.7        1.19      0.8172      0.0294      0.0429       0.271       2.852       0.949     202.439       0.322       4.220       2.126        0.33     142793.  
        91.1        1.24      0.7380      0.0198      0.0332       0.210       2.205       0.638     156.522       0.249       2.838       1.849        0.33     143928.  
        94.4        1.28      0.5540      0.0099      0.0230       0.146       1.530       0.321     108.644       0.173       1.426       1.338        0.33     145098.  
        97.8        1.33     -0.0028      0.0000      0.0125       0.079       0.828      -0.001      58.759       0.094      -0.004      -0.007        0.33     146299.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1327      0.0722       0.726       6.536       5.824     541.290       0.738      25.905       4.880        0.36     148660.  
         3.9        0.05      0.0820      0.1328      0.0743       0.747       6.727       5.832     557.130       0.760      25.941       4.748        0.36     148689.  
         7.9        0.09      0.1592      0.1331      0.0767       0.770       6.937       5.842     574.532       0.784      25.986       4.612        0.36     148773.  
        11.8        0.14      0.2316      0.1334      0.0792       0.796       7.169       5.854     593.716       0.810      26.040       4.472        0.36     148914.  
        15.8        0.18      0.2990      0.1337      0.0820       0.824       7.423       5.869     614.819       0.839      26.105       4.330        0.36     149111.  
        19.7        0.23      0.3613      0.1340      0.0851       0.855       7.697       5.883     637.493       0.870      26.167       4.186        0.36     149363.  
        23.6        0.28      0.4186      0.1343      0.0883       0.887       7.989       5.896     661.704       0.903      26.225       4.041        0.36     149671.  
        27.6        0.32      0.4710      0.1346      0.0917       0.922       8.299       5.907     687.355       0.938      26.274       3.898        0.36     150035.  
        31.5        0.37      0.5188      0.1347      0.0953       0.958       8.623       5.914     714.161       0.974      26.306       3.756        0.36     150453.  
        35.4        0.41      0.5621      0.1347      0.0990       0.994       8.954       5.914     741.591       1.012      26.308       3.617        0.36     150925.  
        39.4        0.46      0.6012      0.1345      0.1026       1.031       9.283       5.903     768.801       1.049      26.255       3.482        0.36     151452.  
