         9x4.1SF                  (9x41SF.dat)                                                                                                                            
         v2020-0506                                                                                                                                                       
         Simulation Date: 05/11/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
         3.4        0.40      0.6236      0.0642      0.0410       0.000       0.012       0.013       0.145       0.001       0.060      41.927        0.04       9163.  
         3.6        0.42      0.6438      0.0599      0.0395       0.000       0.012       0.013       0.140       0.001       0.056      40.579        0.04       9180.  
         3.8        0.45      0.6597      0.0554      0.0379       0.000       0.011       0.012       0.134       0.001       0.052      39.133        0.04       9199.  
         4.1        0.48      0.6672      0.0511      0.0366       0.000       0.011       0.011       0.130       0.001       0.047      37.381        0.04       9218.  
         4.3        0.50      0.6680      0.0468      0.0353       0.000       0.011       0.010       0.125       0.001       0.043      35.456        0.04       9239.  
         4.5        0.53      0.6636      0.0423      0.0339       0.000       0.010       0.009       0.120       0.001       0.039      33.463        0.04       9261.  
         4.7        0.56      0.6534      0.0379      0.0323       0.000       0.010       0.008       0.114       0.001       0.035      31.376        0.04       9284.  
         5.0        0.58      0.6361      0.0333      0.0306       0.000       0.009       0.007       0.108       0.001       0.031      29.156        0.04       9308.  
         5.2        0.61      0.6099      0.0287      0.0287       0.000       0.009       0.006       0.102       0.001       0.027      26.742        0.04       9333.  
         5.4        0.64      0.5724      0.0240      0.0267       0.000       0.008       0.005       0.094       0.001       0.022      24.050        0.04       9359.  
         5.7        0.66      0.5197      0.0192      0.0245       0.000       0.007       0.004       0.087       0.001       0.018      20.964        0.04       9386.  
         5.9        0.69      0.4463      0.0144      0.0223       0.000       0.007       0.003       0.079       0.001       0.013      17.310        0.04       9414.  
         6.1        0.72      0.3439      0.0096      0.0201       0.000       0.006       0.002       0.071       0.001       0.009      12.844        0.04       9443.  
         6.3        0.74      0.2004      0.0048      0.0178       0.000       0.005       0.001       0.063       0.001       0.004       7.219        0.04       9473.  
         6.6        0.77     -0.0006      0.0000      0.0156       0.000       0.005       0.000       0.055       0.001       0.000      -0.020        0.04       9504.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1114      0.0474       0.002       0.057       0.093       1.344       0.006       0.414      31.419        0.07      18069.  
         0.4        0.03      0.0605      0.1097      0.0478       0.002       0.057       0.092       1.355       0.006       0.408      30.681        0.07      18070.  
         0.9        0.05      0.1181      0.1078      0.0482       0.002       0.058       0.090       1.365       0.007       0.401      29.939        0.07      18074.  
         1.3        0.08      0.1728      0.1057      0.0485       0.002       0.058       0.088       1.373       0.007       0.393      29.195        0.07      18079.  
         1.8        0.11      0.2244      0.1035      0.0487       0.002       0.058       0.087       1.380       0.007       0.385      28.443        0.07      18087.  
         2.2        0.13      0.2732      0.1011      0.0488       0.002       0.058       0.085       1.384       0.007       0.376      27.697        0.07      18098.  
         2.7        0.16      0.3191      0.0984      0.0488       0.002       0.058       0.082       1.384       0.007       0.366      26.960        0.07      18110.  
         3.1        0.18      0.3622      0.0954      0.0487       0.002       0.058       0.080       1.379       0.007       0.355      26.226        0.07      18125.  
         3.6        0.21      0.4025      0.0922      0.0484       0.002       0.058       0.077       1.371       0.007       0.343      25.503        0.07      18142.  
         4.0        0.24      0.4403      0.0890      0.0480       0.002       0.058       0.074       1.361       0.006       0.331      24.796        0.07      18161.  
         4.5        0.26      0.4755      0.0857      0.0476       0.002       0.057       0.072       1.348       0.006       0.319      24.103        0.07      18182.  
         4.9        0.29      0.5082      0.0822      0.0470       0.002       0.056       0.069       1.331       0.006       0.306      23.421        0.07      18206.  
         5.4        0.32      0.5386      0.0786      0.0463       0.002       0.055       0.066       1.311       0.006       0.292      22.750        0.07      18232.  
         5.8        0.34      0.5665      0.0750      0.0454       0.002       0.054       0.063       1.287       0.006       0.279      22.090        0.07      18260.  
         6.3        0.37      0.5920      0.0712      0.0445       0.002       0.053       0.060       1.260       0.006       0.265      21.434        0.07      18290.  
         6.7        0.40      0.6148      0.0673      0.0434       0.002       0.052       0.056       1.229       0.006       0.250      20.777        0.07      18323.  
         7.2        0.42      0.6348      0.0633      0.0421       0.002       0.050       0.053       1.194       0.006       0.235      20.113        0.07      18357.  
         7.6        0.45      0.6510      0.0591      0.0408       0.002       0.049       0.049       1.155       0.006       0.220      19.410        0.07      18394.  
         8.1        0.48      0.6589      0.0547      0.0394       0.001       0.047       0.046       1.117       0.005       0.203      18.556        0.07      18433.  
         8.5        0.50      0.6626      0.0501      0.0379       0.001       0.045       0.042       1.074       0.005       0.186      17.677        0.07      18474.  
         9.0        0.53      0.6615      0.0454      0.0362       0.001       0.043       0.038       1.026       0.005       0.169      16.765        0.07      18517.  
         9.4        0.55      0.6546      0.0406      0.0344       0.001       0.041       0.034       0.974       0.005       0.151      15.801        0.07      18563.  
         9.9        0.58      0.6410      0.0357      0.0323       0.001       0.039       0.030       0.916       0.004       0.133      14.769        0.07      18610.  
        10.3        0.61      0.6188      0.0307      0.0302       0.001       0.036       0.026       0.855       0.004       0.114      13.637        0.07      18659.  
        10.8        0.63      0.5853      0.0257      0.0278       0.001       0.033       0.022       0.789       0.004       0.096      12.362        0.07      18711.  
        11.2        0.66      0.5365      0.0206      0.0254       0.001       0.030       0.017       0.720       0.003       0.077      10.879        0.07      18765.  
        11.7        0.69      0.4663      0.0155      0.0228       0.001       0.027       0.013       0.647       0.003       0.058       9.092        0.07      18820.  
        12.1        0.71      0.3649      0.0103      0.0202       0.001       0.024       0.009       0.573       0.003       0.038       6.851        0.07      18878.  
        12.6        0.74      0.2169      0.0052      0.0176       0.001       0.021       0.004       0.498       0.002       0.019       3.927        0.07      18937.  
        13.0        0.77     -0.0018      0.0000      0.0150       0.001       0.018       0.000       0.425       0.002       0.000      -0.031        0.07      18999.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1123      0.0472       0.006       0.127       0.211       4.512       0.014       0.939      21.227        0.11      27104.  
         0.7        0.03      0.0593      0.1105      0.0476       0.006       0.128       0.208       4.549       0.014       0.925      20.727        0.11      27105.  
         1.3        0.05      0.1157      0.1086      0.0479       0.006       0.129       0.204       4.581       0.015       0.909      20.227        0.11      27110.  
         2.0        0.08      0.1692      0.1066      0.0482       0.006       0.130       0.200       4.609       0.015       0.892      19.726        0.11      27118.  
         2.6        0.10      0.2199      0.1043      0.0484       0.006       0.130       0.196       4.630       0.015       0.873      19.222        0.11      27129.  
         3.3        0.13      0.2677      0.1019      0.0486       0.006       0.131       0.192       4.643       0.015       0.852      18.721        0.11      27143.  
         3.9        0.15      0.3128      0.0992      0.0486       0.006       0.131       0.187       4.644       0.015       0.830      18.230        0.11      27161.  
         4.6        0.18      0.3552      0.0962      0.0484       0.006       0.130       0.181       4.627       0.015       0.805      17.746        0.11      27182.  
         5.2        0.20      0.3952      0.0931      0.0481       0.006       0.130       0.175       4.598       0.015       0.779      17.276        0.11      27205.  
         5.9        0.23      0.4329      0.0899      0.0477       0.006       0.128       0.169       4.559       0.015       0.752      16.819        0.11      27232.  
         6.5        0.26      0.4681      0.0865      0.0472       0.006       0.127       0.163       4.511       0.014       0.724      16.369        0.11      27262.  
         7.2        0.28      0.5010      0.0831      0.0465       0.006       0.125       0.156       4.452       0.014       0.695      15.927        0.11      27295.  
         7.8        0.31      0.5316      0.0796      0.0458       0.006       0.123       0.150       4.381       0.014       0.666      15.491        0.11      27332.  
         8.5        0.33      0.5599      0.0759      0.0450       0.006       0.121       0.143       4.299       0.014       0.635      15.061        0.11      27371.  
         9.1        0.36      0.5860      0.0721      0.0440       0.006       0.118       0.136       4.205       0.013       0.604      14.638        0.11      27413.  
         9.8        0.38      0.6099      0.0683      0.0429       0.005       0.115       0.128       4.098       0.013       0.571      14.218        0.11      27459.  
        10.4        0.41      0.6311      0.0643      0.0416       0.005       0.112       0.121       3.979       0.013       0.538      13.792        0.11      27507.  
        11.1        0.43      0.6493      0.0602      0.0402       0.005       0.108       0.113       3.847       0.012       0.504      13.355        0.11      27559.  
        11.7        0.46      0.6623      0.0559      0.0388       0.005       0.104       0.105       3.709       0.012       0.468      12.866        0.11      27614.  
        12.4        0.48      0.6658      0.0513      0.0373       0.005       0.101       0.096       3.569       0.011       0.429      12.253        0.11      27671.  
        13.0        0.51      0.6643      0.0465      0.0357       0.005       0.096       0.087       3.414       0.011       0.389      11.615        0.11      27732.  
        13.7        0.54      0.6571      0.0416      0.0339       0.004       0.091       0.078       3.244       0.010       0.348      10.943        0.11      27796.  
        14.4        0.56      0.6434      0.0367      0.0320       0.004       0.086       0.069       3.058       0.010       0.307      10.226        0.11      27862.  
        15.0        0.59      0.6205      0.0316      0.0299       0.004       0.080       0.059       2.855       0.009       0.264       9.433        0.11      27932.  
        15.7        0.61      0.5869      0.0264      0.0276       0.004       0.074       0.050       2.639       0.008       0.221       8.551        0.11      28004.  
        16.3        0.64      0.5381      0.0212      0.0252       0.003       0.068       0.040       2.408       0.008       0.178       7.527        0.11      28079.  
        17.0        0.66      0.4686      0.0160      0.0226       0.003       0.061       0.030       2.166       0.007       0.134       6.303        0.11      28157.  
        17.6        0.69      0.3687      0.0107      0.0200       0.003       0.054       0.020       1.913       0.006       0.090       4.776        0.11      28238.  
        18.3        0.71      0.2217      0.0054      0.0173       0.002       0.047       0.010       1.653       0.005       0.045       2.769        0.11      28322.  
        18.9        0.74      0.0000      0.0000      0.0146       0.002       0.039       0.000       1.392       0.004       0.000       0.000        0.11      28408.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1126      0.0475       0.014       0.227       0.376      10.765       0.026       1.674      15.861        0.14      36138.  
         0.9        0.03      0.0592      0.1108      0.0478       0.015       0.229       0.370      10.842       0.026       1.648      15.495        0.14      36141.  
         1.7        0.05      0.1156      0.1088      0.0481       0.015       0.230       0.364      10.907       0.026       1.618      15.130        0.14      36147.  
         2.6        0.08      0.1692      0.1067      0.0483       0.015       0.232       0.357      10.960       0.026       1.587      14.763        0.14      36158.  
         3.5        0.10      0.2200      0.1044      0.0485       0.015       0.232       0.349      10.997       0.026       1.552      14.393        0.14      36172.  
         4.4        0.13      0.2680      0.1018      0.0486       0.015       0.233       0.341      11.014       0.026       1.515      14.026        0.14      36192.  
         5.2        0.15      0.3133      0.0991      0.0485       0.015       0.232       0.331      11.001       0.026       1.474      13.665        0.14      36215.  
         6.1        0.18      0.3559      0.0960      0.0483       0.015       0.231       0.321      10.945       0.026       1.428      13.307        0.14      36242.  
         7.0        0.20      0.3961      0.0928      0.0479       0.015       0.230       0.310      10.866       0.026       1.381      12.957        0.14      36274.  
         7.8        0.23      0.4338      0.0895      0.0475       0.014       0.227       0.299      10.764       0.026       1.332      12.615        0.14      36310.  
         8.7        0.26      0.4691      0.0861      0.0469       0.014       0.225       0.288      10.637       0.025       1.281      12.278        0.14      36350.  
         9.6        0.28      0.5021      0.0826      0.0463       0.014       0.222       0.276      10.485       0.025       1.228      11.946        0.14      36395.  
        10.5        0.31      0.5327      0.0789      0.0455       0.014       0.218       0.264      10.307       0.025       1.174      11.618        0.14      36443.  
        11.3        0.33      0.5611      0.0752      0.0446       0.014       0.213       0.252      10.100       0.024       1.119      11.295        0.14      36496.  
        12.2        0.36      0.5871      0.0714      0.0435       0.013       0.208       0.239       9.863       0.024       1.062      10.976        0.14      36553.  
        13.1        0.38      0.6110      0.0674      0.0423       0.013       0.203       0.225       9.595       0.023       1.003      10.660        0.14      36614.  
        13.9        0.41      0.6321      0.0634      0.0410       0.012       0.196       0.212       9.296       0.022       0.943      10.340        0.14      36679.  
        14.8        0.43      0.6501      0.0592      0.0396       0.012       0.190       0.198       8.969       0.021       0.880      10.009        0.14      36748.  
        15.7        0.46      0.6662      0.0556      0.0384       0.012       0.184       0.186       8.700       0.021       0.826       9.686        0.14      36821.  
        16.6        0.49      0.6710      0.0511      0.0370       0.011       0.177       0.171       8.389       0.020       0.760       9.242        0.14      36898.  
        17.4        0.51      0.6712      0.0466      0.0355       0.011       0.170       0.156       8.041       0.019       0.693       8.783        0.14      36979.  
        18.3        0.54      0.6664      0.0419      0.0338       0.010       0.162       0.140       7.652       0.018       0.623       8.305        0.14      37065.  
        19.2        0.56      0.6558      0.0371      0.0318       0.010       0.153       0.124       7.220       0.017       0.552       7.801        0.15      37154.  
        20.0        0.59      0.6378      0.0323      0.0297       0.009       0.142       0.108       6.743       0.016       0.480       7.257        0.15      37247.  
        20.9        0.61      0.6101      0.0273      0.0274       0.008       0.131       0.091       6.222       0.015       0.406       6.653        0.15      37344.  
        21.8        0.64      0.5692      0.0222      0.0249       0.008       0.119       0.074       5.655       0.014       0.330       5.959        0.15      37444.  
        22.7        0.66      0.5094      0.0170      0.0222       0.007       0.107       0.057       5.043       0.012       0.254       5.127        0.15      37549.  
        23.5        0.69      0.4161      0.0118      0.0195       0.006       0.094       0.039       4.431       0.011       0.175       4.033        0.15      37657.  
        24.4        0.72      0.2296      0.0054      0.0169       0.005       0.081       0.018       3.829       0.009       0.081       2.146        0.15      37769.  
        25.3        0.74     -0.0001      0.0000      0.0142       0.004       0.068       0.000       3.224       0.008       0.000      -0.001        0.15      37885.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1128      0.0477       0.028       0.357       0.590      21.138       0.040       2.622      12.650        0.18      45173.  
         1.1        0.03      0.0590      0.1110      0.0480       0.029       0.360       0.580      21.272       0.041       2.580      12.366        0.18      45176.  
         2.2        0.05      0.1152      0.1090      0.0483       0.029       0.361       0.570      21.384       0.041       2.533      12.080        0.18      45184.  
         3.3        0.08      0.1687      0.1068      0.0485       0.029       0.363       0.558      21.469       0.041       2.483      11.793        0.18      45197.  
         4.4        0.10      0.2195      0.1045      0.0486       0.029       0.364       0.546      21.524       0.041       2.429      11.505        0.18      45215.  
         5.4        0.13      0.2675      0.1020      0.0486       0.029       0.364       0.533      21.536       0.041       2.370      11.219        0.18      45239.  
         6.5        0.15      0.3129      0.0991      0.0485       0.029       0.363       0.518      21.473       0.041       2.303      10.935        0.18      45268.  
         7.6        0.18      0.3556      0.0960      0.0482       0.029       0.361       0.501      21.354       0.041       2.231      10.652        0.18      45303.  
         8.7        0.20      0.3958      0.0928      0.0479       0.028       0.358       0.485      21.192       0.040       2.156      10.374        0.18      45342.  
         9.8        0.23      0.4335      0.0894      0.0474       0.028       0.355       0.467      20.985       0.040       2.079      10.100        0.18      45387.  
        10.9        0.26      0.4688      0.0860      0.0468       0.028       0.350       0.449      20.731       0.040       1.999       9.831        0.18      45437.  
        12.0        0.28      0.5018      0.0824      0.0461       0.027       0.345       0.431      20.425       0.039       1.916       9.565        0.18      45493.  
        13.1        0.31      0.5324      0.0788      0.0453       0.027       0.339       0.412      20.062       0.038       1.830       9.303        0.18      45553.  
        14.1        0.33      0.5609      0.0752      0.0445       0.026       0.333       0.393      19.697       0.038       1.748       9.047        0.18      45619.  
        15.2        0.36      0.5871      0.0714      0.0434       0.026       0.325       0.373      19.235       0.037       1.659       8.794        0.18      45690.  
        16.3        0.38      0.6111      0.0674      0.0422       0.025       0.316       0.352      18.706       0.036       1.567       8.543        0.18      45766.  
        17.4        0.41      0.6327      0.0634      0.0409       0.024       0.306       0.331      18.113       0.035       1.473       8.293        0.18      45847.  
        18.5        0.43      0.6513      0.0592      0.0394       0.023       0.295       0.309      17.462       0.033       1.376       8.034        0.18      45933.  
        19.6        0.46      0.6652      0.0549      0.0379       0.023       0.284       0.287      16.779       0.032       1.275       7.749        0.18      46024.  
        20.7        0.48      0.6696      0.0503      0.0365       0.022       0.273       0.263      16.141       0.031       1.170       7.390        0.18      46120.  
        21.8        0.51      0.6684      0.0457      0.0349       0.021       0.261       0.239      15.446       0.029       1.062       7.008        0.18      46221.  
        22.8        0.54      0.6616      0.0409      0.0332       0.020       0.248       0.214      14.679       0.028       0.951       6.606        0.18      46327.  
        23.9        0.56      0.6479      0.0361      0.0313       0.019       0.234       0.188      13.839       0.026       0.838       6.175        0.18      46438.  
        25.0        0.59      0.6257      0.0311      0.0292       0.017       0.218       0.163      12.924       0.025       0.723       5.704        0.18      46554.  
        26.1        0.61      0.5925      0.0261      0.0270       0.016       0.202       0.136      11.939       0.023       0.606       5.176        0.18      46675.  
        27.2        0.64      0.5441      0.0210      0.0246       0.015       0.184       0.110      10.893       0.021       0.488       4.564        0.18      46800.  
        28.3        0.66      0.4743      0.0158      0.0221       0.013       0.166       0.083       9.798       0.019       0.368       3.825        0.18      46931.  
        29.4        0.69      0.3726      0.0106      0.0196       0.012       0.147       0.055       8.670       0.017       0.246       2.894        0.18      47066.  
        30.5        0.71      0.2235      0.0053      0.0170       0.010       0.127       0.028       7.518       0.014       0.123       1.674        0.18      47206.  
        31.5        0.74     -0.0001      0.0000      0.0144       0.009       0.107       0.000       6.360       0.012       0.000       0.000        0.18      47350.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1131      0.0480       0.049       0.517       0.851      36.695       0.058       3.785      10.517        0.21      54208.  
         1.3        0.03      0.0587      0.1112      0.0483       0.050       0.520       0.837      36.921       0.059       3.723      10.282        0.21      54211.  
         2.6        0.05      0.1148      0.1092      0.0485       0.050       0.523       0.822      37.104       0.059       3.656      10.047        0.21      54220.  
         3.9        0.08      0.1682      0.1071      0.0487       0.050       0.525       0.806      37.239       0.059       3.583       9.812        0.21      54236.  
         5.2        0.10      0.2188      0.1047      0.0488       0.050       0.526       0.788      37.319       0.059       3.505       9.576        0.21      54258.  
         6.5        0.13      0.2668      0.1022      0.0488       0.050       0.526       0.769      37.322       0.059       3.419       9.343        0.21      54287.  
         7.8        0.15      0.3122      0.0993      0.0486       0.050       0.524       0.747      37.196       0.059       3.323       9.110        0.21      54322.  
         9.1        0.18      0.3550      0.0962      0.0483       0.050       0.521       0.724      36.975       0.059       3.219       8.877        0.21      54363.  
        10.4        0.20      0.3952      0.0930      0.0479       0.049       0.517       0.699      36.684       0.058       3.111       8.648        0.21      54410.  
        11.7        0.23      0.4330      0.0896      0.0475       0.049       0.512       0.674      36.319       0.058       3.000       8.422        0.21      54464.  
        13.0        0.25      0.4684      0.0862      0.0469       0.048       0.505       0.649      35.875       0.057       2.885       8.200        0.21      54524.  
        14.3        0.28      0.5014      0.0826      0.0462       0.047       0.498       0.622      35.346       0.056       2.766       7.979        0.22      54590.  
        15.6        0.31      0.5320      0.0790      0.0454       0.047       0.489       0.594      34.724       0.055       2.643       7.762        0.22      54662.  
        16.9        0.33      0.5604      0.0752      0.0444       0.046       0.479       0.566      34.003       0.054       2.517       7.547        0.22      54741.  
        18.2        0.36      0.5866      0.0713      0.0434       0.044       0.467       0.537      33.178       0.053       2.387       7.335        0.22      54825.  
        19.5        0.38      0.6106      0.0673      0.0421       0.043       0.454       0.507      32.241       0.051       2.253       7.126        0.22      54916.  
        20.8        0.41      0.6321      0.0632      0.0408       0.042       0.439       0.476      31.194       0.050       2.116       6.916        0.22      55013.  
        22.1        0.43      0.6506      0.0590      0.0393       0.040       0.423       0.444      30.051       0.048       1.974       6.700        0.22      55116.  
        23.5        0.46      0.6644      0.0546      0.0377       0.039       0.406       0.411      28.855       0.046       1.829       6.462        0.22      55225.  
        24.8        0.48      0.6688      0.0501      0.0363       0.037       0.391       0.377      27.751       0.044       1.677       6.162        0.22      55340.  
        26.1        0.51      0.6672      0.0455      0.0347       0.036       0.374       0.342      26.567       0.042       1.521       5.840        0.22      55461.  
        27.4        0.54      0.6598      0.0407      0.0330       0.034       0.356       0.306      25.260       0.040       1.362       5.500        0.22      55588.  
        28.7        0.56      0.6455      0.0359      0.0311       0.032       0.336       0.270      23.827       0.038       1.200       5.136        0.22      55720.  
        30.0        0.59      0.6227      0.0309      0.0291       0.030       0.314       0.233      22.270       0.035       1.035       4.740        0.22      55859.  
        31.3        0.61      0.5888      0.0259      0.0269       0.028       0.290       0.195      20.595       0.033       0.867       4.295        0.22      56003.  
        32.6        0.64      0.5397      0.0208      0.0246       0.025       0.265       0.157      18.813       0.030       0.697       3.779        0.22      56154.  
        33.9        0.66      0.4694      0.0157      0.0221       0.023       0.239       0.118      16.943       0.027       0.525       3.161        0.22      56309.  
        35.2        0.69      0.3678      0.0105      0.0196       0.020       0.211       0.079      15.005       0.024       0.351       2.385        0.22      56471.  
        36.5        0.71      0.2199      0.0052      0.0170       0.017       0.183       0.039      13.025       0.021       0.176       1.375        0.22      56638.  
        37.8        0.74     -0.0006      0.0000      0.0144       0.015       0.155       0.000      11.034       0.018       0.000      -0.004        0.22      56811.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1133      0.0481       0.078       0.706       1.160      58.481       0.080       5.162       9.000        0.25      63242.  
         1.5        0.03      0.0586      0.1115      0.0484       0.079       0.710       1.142      58.836       0.080       5.078       8.801        0.25      63246.  
         3.0        0.05      0.1145      0.1095      0.0487       0.079       0.714       1.121      59.125       0.081       4.987       8.601        0.25      63257.  
         4.6        0.08      0.1677      0.1073      0.0488       0.080       0.716       1.099      59.336       0.081       4.889       8.401        0.25      63275.  
         6.1        0.10      0.2183      0.1050      0.0489       0.080       0.718       1.075      59.460       0.081       4.782       8.201        0.25      63301.  
         7.6        0.13      0.2663      0.1024      0.0489       0.080       0.718       1.049      59.466       0.081       4.666       8.001        0.25      63334.  
         9.1        0.15      0.3116      0.0996      0.0488       0.079       0.716       1.020      59.274       0.081       4.536       7.803        0.25      63375.  
        10.6        0.18      0.3543      0.0965      0.0485       0.079       0.711       0.988      58.918       0.080       4.394       7.605        0.25      63423.  
        12.1        0.20      0.3945      0.0932      0.0481       0.078       0.706       0.955      58.453       0.080       4.247       7.408        0.25      63478.  
        13.7        0.23      0.4322      0.0899      0.0476       0.078       0.699       0.921      57.870       0.079       4.095       7.215        0.25      63540.  
        15.2        0.25      0.4675      0.0864      0.0470       0.077       0.690       0.885      57.162       0.078       3.938       7.024        0.25      63610.  
