         11x12E                   (11x12E.dat)                                 09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1142      0.1186       0.527       4.745       2.609                                                                          
         3.4        0.05      0.0721      0.1190      0.0767       0.341       3.070       2.719                                                                          
         6.8        0.09      0.1400      0.1191      0.0791       0.351       3.163       2.721                                                                          
        10.2        0.14      0.2035      0.1192      0.0816       0.363       3.266       2.723                                                                          
        13.6        0.19      0.2626      0.1193      0.0844       0.375       3.378       2.726                                                                          
        16.9        0.23      0.3176      0.1195      0.0874       0.388       3.497       2.731                                                                          
        20.3        0.28      0.3686      0.1197      0.0905       0.402       3.623       2.736                                                                          
        23.7        0.33      0.4160      0.1199      0.0937       0.417       3.751       2.740                                                                          
        27.1        0.37      0.4604      0.1201      0.0970       0.431       3.880       2.745                                                                          
        30.5        0.42      0.5019      0.1203      0.1002       0.445       4.010       2.749                                                                          
        33.9        0.46      0.5411      0.1205      0.1034       0.460       4.138       2.753                                                                          
        37.3        0.51      0.5786      0.1206      0.1065       0.473       4.262       2.756                                                                          
        40.7        0.56      0.6144      0.1206      0.1095       0.486       4.379       2.756                                                                          
        44.0        0.60      0.6491      0.1204      0.1121       0.498       4.483       2.752                                                                          
        47.4        0.65      0.6829      0.1194      0.1138       0.506       4.552       2.730                                                                          
        50.8        0.70      0.7161      0.1170      0.1138       0.506       4.554       2.673                                                                          
        54.2        0.74      0.7476      0.1131      0.1125       0.500       4.500       2.585                                                                          
        57.6        0.79      0.7739      0.1079      0.1101       0.489       4.407       2.466                                                                          
        61.0        0.84      0.7955      0.1013      0.1065       0.473       4.263       2.316                                                                          
        64.4        0.88      0.8154      0.0934      0.1011       0.449       4.044       2.134                                                                          
        67.8        0.93      0.8320      0.0850      0.0949       0.422       3.799       1.943                                                                          
        71.1        0.98      0.8429      0.0764      0.0884       0.393       3.537       1.745                                                                          
        74.5        1.02      0.8511      0.0676      0.0811       0.361       3.246       1.544                                                                          
        77.9        1.07      0.8557      0.0586      0.0731       0.325       2.926       1.338                                                                          
        81.3        1.12      0.8543      0.0493      0.0643       0.286       2.574       1.126                                                                          
        84.7        1.16      0.8450      0.0398      0.0548       0.243       2.191       0.910                                                                          
        88.1        1.21      0.8223      0.0302      0.0443       0.197       1.774       0.690                                                                          
        91.5        1.25      0.7708      0.0203      0.0331       0.147       1.324       0.465                                                                          
        94.9        1.30      0.6335      0.0103      0.0212       0.094       0.847       0.236                                                                          
        98.2        1.35      0.0092      0.0001      0.0088       0.039       0.350       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1091      0.1678       1.113       8.767       3.257                                                                          
         3.9        0.05      0.0423      0.1137      0.1251       0.830       6.536       3.395                                                                          
         7.7        0.09      0.0847      0.1137      0.1247       0.827       6.518       3.394                                                                          
        11.6        0.14      0.1274      0.1137      0.1245       0.826       6.506       3.395                                                                          
        15.5        0.19      0.1702      0.1138      0.1244       0.825       6.498       3.398                                                                          
        19.4        0.23      0.2131      0.1140      0.1243       0.825       6.497       3.403                                                                          
        23.2        0.28      0.2566      0.1143      0.1242       0.824       6.492       3.412                                                                          
        27.1        0.33      0.3007      0.1147      0.1241       0.823       6.485       3.423                                                                          
        31.0        0.37      0.3449      0.1151      0.1241       0.823       6.484       3.435                                                                          
        34.9        0.42      0.3901      0.1156      0.1239       0.822       6.476       3.449                                                                          
        38.7        0.46      0.4357      0.1161      0.1238       0.821       6.471       3.465                                                                          
        42.6        0.51      0.4822      0.1166      0.1237       0.820       6.462       3.481                                                                          
        46.5        0.56      0.5299      0.1172      0.1233       0.818       6.444       3.497                                                                          
        50.4        0.60      0.5789      0.1176      0.1227       0.814       6.414       3.510                                                                          
        54.2        0.65      0.6289      0.1174      0.1215       0.806       6.348       3.504                                                                          
        58.1        0.70      0.6792      0.1157      0.1188       0.788       6.207       3.454                                                                          
        62.0        0.74      0.7270      0.1126      0.1152       0.764       6.019       3.361                                                                          
        65.8        0.79      0.7630      0.1080      0.1118       0.742       5.842       3.222                                                                          
        69.7        0.84      0.7900      0.1017      0.1077       0.714       5.628       3.036                                                                          
        73.6        0.88      0.8149      0.0939      0.1018       0.675       5.320       2.804                                                                          
        77.5        0.93      0.8353      0.0857      0.0953       0.632       4.982       2.557                                                                          
        81.3        0.98      0.8471      0.0770      0.0887       0.588       4.636       2.298                                                                          
        85.2        1.02      0.8564      0.0681      0.0813       0.539       4.249       2.033                                                                          
        89.1        1.07      0.8625      0.0590      0.0732       0.485       3.824       1.762                                                                          
        93.0        1.12      0.8627      0.0497      0.0643       0.427       3.360       1.484                                                                          
        96.8        1.16      0.8551      0.0403      0.0547       0.363       2.859       1.202                                                                          
       100.7        1.21      0.8349      0.0306      0.0443       0.294       2.313       0.913                                                                          
       104.6        1.25      0.7867      0.0206      0.0329       0.218       1.721       0.616                                                                          
       108.5        1.30      0.6524      0.0105      0.0209       0.138       1.090       0.312                                                                          
       112.3        1.35      0.0094      0.0001      0.0083       0.055       0.436       0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1044      0.2159       2.039      14.280       3.942                                                                          
         4.4        0.05      0.0298      0.1089      0.1699       1.604      11.234       4.115                                                                          
         8.7        0.09      0.0606      0.1088      0.1671       1.578      11.049       4.110                                                                          
        13.1        0.14      0.0923      0.1087      0.1643       1.552      10.868       4.108                                                                          
        17.4        0.19      0.1253      0.1088      0.1615       1.525      10.680       4.110                                                                          
        21.8        0.23      0.1597      0.1090      0.1587       1.498      10.493       4.118                                                                          
        26.1        0.28      0.1959      0.1094      0.1557       1.471      10.301       4.132                                                                          
        30.5        0.33      0.2340      0.1099      0.1528       1.443      10.103       4.150                                                                          
        34.9        0.37      0.2744      0.1105      0.1497       1.414       9.901       4.173                                                                          
        39.2        0.42      0.3173      0.1112      0.1466       1.385       9.696       4.200                                                                          
        43.6        0.46      0.3632      0.1120      0.1434       1.354       9.484       4.233                                                                          
        47.9        0.51      0.4121      0.1130      0.1402       1.324       9.274       4.268                                                                          
        52.3        0.56      0.4649      0.1140      0.1368       1.292       9.048       4.307                                                                          
        56.7        0.60      0.5223      0.1151      0.1331       1.257       8.805       4.347                                                                          
        61.0        0.65      0.5838      0.1157      0.1290       1.218       8.531       4.371                                                                          
        65.4        0.70      0.6474      0.1148      0.1237       1.168       8.181       4.338                                                                          
        69.7        0.74      0.7077      0.1124      0.1181       1.116       7.812       4.245                                                                          
        74.1        0.79      0.7515      0.1082      0.1138       1.075       7.525       4.087                                                                          
        78.4        0.84      0.7837      0.1022      0.1091       1.031       7.219       3.862                                                                          
        82.8        0.88      0.8138      0.0947      0.1027       0.970       6.795       3.576                                                                          
        87.2        0.93      0.8379      0.0865      0.0960       0.906       6.347       3.267                                                                          
        91.5        0.98      0.8506      0.0777      0.0892       0.843       5.900       2.936                                                                          
        95.9        1.02      0.8610      0.0688      0.0817       0.772       5.405       2.599                                                                          
       100.2        1.07      0.8684      0.0597      0.0735       0.694       4.859       2.254                                                                          
       104.6        1.12      0.8700      0.0503      0.0645       0.609       4.266       1.900                                                                          
       109.0        1.16      0.8641      0.0407      0.0548       0.518       3.624       1.539                                                                          
       113.3        1.21      0.8461      0.0310      0.0442       0.418       2.926       1.170                                                                          
       117.7        1.26      0.8007      0.0209      0.0328       0.309       2.166       0.789                                                                          
       122.0        1.30      0.6695      0.0106      0.0206       0.194       1.361       0.400                                                                          
       126.4        1.35      0.0109      0.0001      0.0080       0.075       0.528       0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0997      0.2645       3.426      21.594       4.651                                                                          
         4.8        0.05      0.0229      0.1045      0.2122       2.750      17.329       4.872                                                                          
         9.7        0.09      0.0468      0.1042      0.2072       2.685      16.921       4.861                                                                          
        14.5        0.14      0.0718      0.1041      0.2021       2.619      16.506       4.855                                                                          
        19.4        0.19      0.0984      0.1041      0.1969       2.551      16.079       4.856                                                                          
        24.2        0.23      0.1267      0.1043      0.1914       2.480      15.631       4.865                                                                          
        29.1        0.28      0.1571      0.1047      0.1860       2.409      15.185       4.884                                                                          
        33.9        0.33      0.1900      0.1053      0.1804       2.338      14.734       4.911                                                                          
        38.8        0.37      0.2262      0.1061      0.1745       2.261      14.250       4.949                                                                          
        43.6        0.42      0.2658      0.1071      0.1686       2.185      13.768       4.994                                                                          
        48.4        0.47      0.3094      0.1082      0.1627       2.107      13.281       5.047                                                                          
        53.3        0.51      0.3580      0.1096      0.1566       2.028      12.784       5.110                                                                          
        58.1        0.56      0.4126      0.1111      0.1502       1.946      12.267       5.180                                                                          
        63.0        0.60      0.4748      0.1127      0.1435       1.859      11.716       5.255                                                                          
        67.8        0.65      0.5449      0.1141      0.1364       1.767      11.136       5.323                                                                          
        72.7        0.70      0.6194      0.1142      0.1286       1.666      10.499       5.325                                                                          
        77.5        0.74      0.6896      0.1123      0.1212       1.570       9.898       5.239                                                                          
        82.4        0.79      0.7397      0.1085      0.1160       1.503       9.474       5.063                                                                          
        87.2        0.84      0.7770      0.1029      0.1108       1.436       9.050       4.798                                                                          
