         14x14E                   (14x14E.dat)                                 09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
         6.8        0.17      0.2624      0.0929      0.0601       0.070       1.476       1.023                                                                          
         8.4        0.21      0.3193      0.0930      0.0618       0.072       1.518       1.024                                                                          
        10.1        0.25      0.3729      0.0931      0.0636       0.074       1.562       1.025                                                                          
        11.8        0.30      0.4233      0.0932      0.0655       0.077       1.608       1.027                                                                          
        13.5        0.34      0.4706      0.0934      0.0675       0.079       1.656       1.029                                                                          
        15.2        0.38      0.5149      0.0936      0.0695       0.081       1.706       1.031                                                                          
        16.9        0.42      0.5564      0.0938      0.0716       0.084       1.758       1.033                                                                          
        18.6        0.47      0.5953      0.0940      0.0738       0.086       1.812       1.036                                                                          
        20.3        0.51      0.6316      0.0942      0.0760       0.089       1.866       1.038                                                                          
        22.0        0.55      0.6655      0.0941      0.0781       0.091       1.917       1.037                                                                          
        23.7        0.59      0.6967      0.0933      0.0796       0.093       1.954       1.027                                                                          
        25.3        0.64      0.7256      0.0911      0.0800       0.093       1.963       1.003                                                                          
        27.0        0.68      0.7519      0.0878      0.0794       0.093       1.949       0.967                                                                          
        28.7        0.72      0.7736      0.0836      0.0780       0.091       1.915       0.921                                                                          
        30.4        0.76      0.7893      0.0784      0.0759       0.089       1.863       0.863                                                                          
        32.1        0.81      0.8023      0.0720      0.0725       0.085       1.778       0.793                                                                          
        33.8        0.85      0.8125      0.0654      0.0684       0.080       1.679       0.721                                                                          
        35.5        0.89      0.8140      0.0586      0.0642       0.075       1.576       0.645                                                                          
        37.2        0.93      0.8111      0.0516      0.0595       0.069       1.460       0.568                                                                          
        38.9        0.98      0.8040      0.0445      0.0541       0.063       1.328       0.490                                                                          
        40.6        1.02      0.7927      0.0373      0.0480       0.056       1.178       0.411                                                                          
        42.2        1.06      0.7754      0.0300      0.0411       0.048       1.008       0.330                                                                          
        43.9        1.10      0.7487      0.0227      0.0334       0.039       0.820       0.250                                                                          
        45.6        1.15      0.6912      0.0152      0.0253       0.030       0.621       0.168                                                                          
        47.3        1.19      0.5449      0.0077      0.0168       0.020       0.412       0.085                                                                          
        49.0        1.23      0.0000      0.0000      0.0079       0.009       0.194       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0930      0.0511       0.141       2.229       1.821                                                                          
         2.3        0.04      0.0753      0.0930      0.0525       0.145       2.292       1.822                                                                          
         4.5        0.09      0.1463      0.0931      0.0541       0.150       2.360       1.823                                                                          
         6.8        0.13      0.2131      0.0931      0.0557       0.154       2.432       1.824                                                                          
         9.0        0.17      0.2757      0.0932      0.0575       0.159       2.508       1.825                                                                          
        11.3        0.21      0.3343      0.0933      0.0593       0.164       2.589       1.827                                                                          
        13.5        0.26      0.3890      0.0935      0.0613       0.170       2.674       1.830                                                                          
        15.8        0.30      0.4399      0.0936      0.0633       0.175       2.763       1.833                                                                          
        18.0        0.34      0.4874      0.0938      0.0655       0.181       2.856       1.837                                                                          
        20.3        0.38      0.5314      0.0940      0.0677       0.187       2.953       1.841                                                                          
        22.5        0.43      0.5723      0.0942      0.0700       0.194       3.054       1.845                                                                          
        24.8        0.47      0.6103      0.0944      0.0724       0.200       3.157       1.849                                                                          
        27.1        0.51      0.6455      0.0946      0.0748       0.207       3.263       1.853                                                                          
        29.3        0.55      0.6780      0.0946      0.0771       0.213       3.364       1.852                                                                          
        31.6        0.60      0.7079      0.0938      0.0789       0.218       3.441       1.837                                                                          
        33.8        0.64      0.7356      0.0917      0.0795       0.220       3.468       1.795                                                                          
        36.1        0.68      0.7609      0.0884      0.0790       0.219       3.447       1.731                                                                          
        38.3        0.72      0.7822      0.0841      0.0777       0.215       3.391       1.647                                                                          
        40.6        0.77      0.7987      0.0789      0.0755       0.209       3.296       1.544                                                                          
        42.8        0.81      0.8131      0.0725      0.0720       0.199       3.142       1.420                                                                          
        45.1        0.85      0.8250      0.0659      0.0679       0.188       2.962       1.290                                                                          
        47.3        0.89      0.8301      0.0590      0.0635       0.176       2.770       1.156                                                                          
        49.6        0.94      0.8314      0.0521      0.0586       0.162       2.556       1.020                                                                          
        51.8        0.98      0.8290      0.0450      0.0531       0.147       2.315       0.881                                                                          
        54.1        1.02      0.8208      0.0378      0.0469       0.130       2.048       0.739                                                                          
        56.4        1.06      0.8062      0.0304      0.0401       0.111       1.748       0.595                                                                          
        58.6        1.11      0.7799      0.0230      0.0325       0.090       1.419       0.449                                                                          
        60.9        1.15      0.7219      0.0154      0.0245       0.068       1.070       0.302                                                                          
        63.1        1.19      0.5758      0.0078      0.0161       0.045       0.703       0.153                                                                          
        65.4        1.23      0.0035      0.0000      0.0072       0.020       0.316       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0934      0.0465       0.252       3.173       2.858                                                                          
         2.8        0.04      0.0825      0.0935      0.0482       0.261       3.285       2.860                                                                          
         5.6        0.09      0.1593      0.0935      0.0499       0.270       3.405       2.862                                                                          
         8.5        0.13      0.2305      0.0936      0.0518       0.280       3.533       2.864                                                                          
        11.3        0.17      0.2964      0.0937      0.0538       0.291       3.667       2.867                                                                          
        14.1        0.21      0.3570      0.0938      0.0559       0.302       3.810       2.871                                                                          
        16.9        0.26      0.4129      0.0940      0.0581       0.314       3.960       2.875                                                                          
        19.7        0.30      0.4642      0.0942      0.0604       0.327       4.116       2.880                                                                          
        22.6        0.34      0.5112      0.0943      0.0628       0.340       4.280       2.886                                                                          
        25.4        0.38      0.5543      0.0945      0.0653       0.353       4.450       2.892                                                                          
        28.2        0.43      0.5939      0.0947      0.0678       0.367       4.625       2.898                                                                          
        31.0        0.47      0.6300      0.0949      0.0705       0.381       4.805       2.904                                                                          
        33.8        0.51      0.6632      0.0951      0.0732       0.396       4.989       2.910                                                                          
        36.6        0.55      0.6935      0.0951      0.0758       0.410       5.169       2.910                                                                          
        39.5        0.60      0.7213      0.0945      0.0780       0.422       5.316       2.891                                                                          
        42.3        0.64      0.7472      0.0925      0.0789       0.427       5.380       2.828                                                                          
        45.1        0.68      0.7710      0.0891      0.0787       0.425       5.363       2.727                                                                          
        47.9        0.72      0.7917      0.0848      0.0775       0.419       5.281       2.595                                                                          
        50.7        0.77      0.8088      0.0795      0.0753       0.407       5.131       2.433                                                                          
        53.6        0.81      0.8242      0.0731      0.0717       0.388       4.887       2.237                                                                          
        56.4        0.85      0.8374      0.0664      0.0675       0.365       4.601       2.033                                                                          
        59.2        0.89      0.8454      0.0596      0.0630       0.340       4.292       1.823                                                                          
        62.0        0.94      0.8505      0.0526      0.0579       0.313       3.947       1.610                                                                          
        64.8        0.98      0.8516      0.0455      0.0523       0.283       3.564       1.393                                                                          
        67.7        1.02      0.8469      0.0382      0.0461       0.249       3.142       1.170                                                                          
        70.5        1.06      0.8344      0.0308      0.0393       0.212       2.677       0.943                                                                          
        73.3        1.11      0.8079      0.0233      0.0319       0.172       2.172       0.712                                                                          
        76.1        1.15      0.7500      0.0157      0.0240       0.130       1.634       0.479                                                                          
        78.9        1.19      0.6047      0.0079      0.0156       0.084       1.063       0.242                                                                          
        81.8        1.23      0.0059      0.0000      0.0067       0.036       0.456       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0895      0.0872       0.815       8.562       3.942                                                                          
         3.4        0.04      0.0652      0.0923      0.0602       0.563       5.911       4.065                                                                          
         6.8        0.09      0.1278      0.0923      0.0614       0.574       6.032       4.066                                                                          
        10.2        0.13      0.1876      0.0923      0.0628       0.587       6.169       4.068                                                                          
        13.5        0.17      0.2445      0.0924      0.0643       0.601       6.314       4.070                                                                          
        16.9        0.21      0.2983      0.0925      0.0659       0.616       6.473       4.074                                                                          
        20.3        0.26      0.3495      0.0926      0.0676       0.632       6.640       4.078                                                                          
        23.7        0.30      0.3980      0.0927      0.0694       0.648       6.812       4.085                                                                          
        27.1        0.34      0.4440      0.0929      0.0712       0.666       6.991       4.093                                                                          
        30.5        0.38      0.4880      0.0931      0.0731       0.683       7.173       4.102                                                                          
        33.9        0.43      0.5302      0.0933      0.0749       0.700       7.354       4.112                                                                          
        37.2        0.47      0.5712      0.0936      0.0767       0.717       7.530       4.124                                                                          
        40.6        0.51      0.6111      0.0939      0.0785       0.733       7.702       4.136                                                                          
        44.0        0.55      0.6501      0.0941      0.0801       0.748       7.861       4.146                                                                          
        47.4        0.60      0.6879      0.0938      0.0813       0.760       7.979       4.135                                                                          
        50.8        0.64      0.7243      0.0922      0.0813       0.759       7.978       4.063                                                                          
        54.2        0.68      0.7588      0.0892      0.0801       0.748       7.860       3.931                                                                          
        57.5        0.72      0.7878      0.0852      0.0782       0.731       7.679       3.753                                                                          
        60.9        0.77      0.8090      0.0800      0.0758       0.708       7.438       3.525                                                                          
        64.3        0.81      0.8277      0.0737      0.0720       0.673       7.066       3.246                                                                          
        67.7        0.85      0.8442      0.0670      0.0676       0.632       6.636       2.954                                                                          
        71.1        0.89      0.8536      0.0601      0.0630       0.588       6.181       2.650                                                                          
        74.5        0.94      0.8605      0.0531      0.0578       0.540       5.674       2.341                                                                          
        77.9        0.98      0.8638      0.0460      0.0521       0.487       5.113       2.025                                                                          
        81.2        1.02      0.8612      0.0386      0.0458       0.428       4.498       1.702                                                                          
        84.6        1.06      0.8504      0.0312      0.0390       0.364       3.826       1.373                                                                          
        88.0        1.11      0.8257      0.0236      0.0316       0.295       3.099       1.038                                                                          
        91.4        1.15      0.7707      0.0159      0.0236       0.221       2.321       0.699                                                                          
        94.8        1.19      0.6291      0.0081      0.0153       0.143       1.497       0.355                                                                          
        98.2        1.23      0.0098      0.0001      0.0063       0.059       0.618       0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0855      0.1312       1.947      17.530       5.124                                                                          
         4.0        0.04      0.0366      0.0881      0.1025       1.521      13.692       5.281                                                                          
         7.9        0.09      0.0738      0.0880      0.1015       1.506      13.560       5.276                                                                          
        11.9        0.13      0.1117      0.0879      0.1005       1.492      13.430       5.273                                                                          
        15.8        0.17      0.1504      0.0879      0.0996       1.477      13.302       5.274                                                                          
        19.8        0.21      0.1900      0.0880      0.0986       1.463      13.174       5.278                                                                          
        23.7        0.26      0.2306      0.0882      0.0976       1.449      13.046       5.286                                                                          
        27.7        0.30      0.2724      0.0884      0.0967       1.435      12.919       5.300                                                                          
        31.6        0.34      0.3155      0.0887      0.0957       1.421      12.791       5.318                                                                          
        35.6        0.38      0.3602      0.0891      0.0948       1.406      12.661       5.343                                                                          
        39.5        0.43      0.4069      0.0896      0.0937       1.391      12.523       5.373                                                                          
        43.5        0.47      0.4560      0.0902      0.0926       1.374      12.374       5.409                                                                          
        47.4        0.51      0.5080      0.0909      0.0914       1.356      12.210       5.450                                                                          
        51.4        0.55      0.5632      0.0917      0.0901       1.337      12.034       5.496                                                                          
        55.3        0.60      0.6203      0.0922      0.0885       1.314      11.830       5.526                                                                          
        59.3        0.64      0.6774      0.0914      0.0861       1.278      11.506       5.478                                                                          
        63.2        0.68      0.7320      0.0890      0.0828       1.229      11.067       5.339                                                                          
        67.2        0.72      0.7752      0.0855      0.0798       1.184      10.660       5.126                                                                          
        71.1        0.77      0.8026      0.0806      0.0769       1.141      10.276       4.831                                                                          
        75.1        0.81      0.8266      0.0744      0.0728       1.080       9.724       4.460                                                                          
        79.0        0.85      0.8479      0.0678      0.0681       1.011       9.101       4.068                                                                          
        83.0        0.89      0.8585      0.0609      0.0634       0.941       8.469       3.650                                                                          
        86.9        0.94      0.8668      0.0538      0.0581       0.862       7.765       3.225                                                                          
        90.9        0.98      0.8719      0.0466      0.0523       0.776       6.988       2.793                                                                          
        94.8        1.02      0.8713      0.0392      0.0460       0.682       6.140       2.350                                                                          
        98.8        1.06      0.8625      0.0317      0.0391       0.580       5.218       1.898                                                                          
       102.7        1.11      0.8406      0.0240      0.0316       0.468       4.217       1.437                                                                          
       106.7        1.15      0.7892      0.0162      0.0235       0.349       3.146       0.969                                                                          
       110.6        1.19      0.6505      0.0082      0.0150       0.223       2.004       0.491                                                                          
       114.6        1.23      0.0104      0.0000      0.0059       0.088       0.795       0.003                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0815      0.1762       3.904      30.755       6.385                                                                          
         4.5        0.04      0.0252      0.0842      0.1422       3.150      24.813       6.597                                                                          
         9.0        0.09      0.0514      0.0840      0.1392       3.084      24.298       6.581                                                                          
        13.5        0.13      0.0787      0.0839      0.1362       3.016      23.762       6.571                                                                          
        18.1        0.17      0.1073      0.0839      0.1330       2.946      23.207       6.567                                                                          
        22.6        0.21      0.1376      0.0839      0.1297       2.873      22.635       6.572                                                                          
        27.1        0.26      0.1699      0.0841      0.1263       2.798      22.046       6.585                                                                          
        31.6        0.30      0.2045      0.0844      0.1229       2.722      21.446       6.608                                                                          
        36.1        0.34      0.2417      0.0848      0.1194       2.645      20.840       6.642                                                                          
        40.6        0.38      0.2822      0.0854      0.1159       2.566      20.219       6.687                                                                          
        45.1        0.43      0.3266      0.0861      0.1122       2.486      19.583       6.745                                                                          
        49.6        0.47      0.3758      0.0870      0.1084       2.401      18.918       6.816                                                                          
        54.2        0.51      0.4308      0.0881      0.1044       2.313      18.223       6.899                                                                          
        58.7        0.55      0.4929      0.0893      0.1002       2.221      17.494       6.996                                                                          
        63.2        0.60      0.5621      0.0906      0.0960       2.126      16.751       7.093                                                                          
        67.7        0.64      0.6350      0.0908      0.0913       2.022      15.927       7.112                                                                          
        72.2        0.68      0.7056      0.0891      0.0860       1.905      15.009       6.981                                                                          
        76.7        0.72      0.7604      0.0860      0.0818       1.813      14.283       6.738                                                                          
        81.2        0.77      0.7940      0.0814      0.0785       1.739      13.697       6.373                                                                          
        85.7        0.81      0.8241      0.0753      0.0739       1.637      12.899       5.901                                                                          
        90.3        0.85      0.8507      0.0689      0.0689       1.526      12.024       5.394                                                                          
        94.8        0.89      0.8623      0.0618      0.0641       1.420      11.185       4.844                                                                          
        99.3        0.94      0.8719      0.0547      0.0587       1.301      10.248       4.284                                                                          
       103.8        0.98      0.8787      0.0474      0.0528       1.169       9.210       3.711                                                                          
       108.3        1.02      0.8799      0.0399      0.0463       1.026       8.083       3.126                                                                          
       112.8        1.06      0.8731      0.0323      0.0393       0.871       6.863       2.528                                                                          
       117.3        1.11      0.8540      0.0245      0.0317       0.703       5.538       1.918                                                                          
       121.9        1.15      0.8058      0.0165      0.0235       0.521       4.108       1.293                                                                          
       126.4        1.19      0.6705      0.0083      0.0148       0.328       2.584       0.653                                                                          
       130.9        1.23      0.0122      0.0001      0.0057       0.126       0.989       0.004                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0777      0.2219       6.998      49.003       7.701                                                                          
         5.1        0.04      0.0189      0.0806      0.1816       5.728      40.111       7.985                                                                          
        10.2        0.09      0.0387      0.0803      0.1766       5.571      39.013       7.955                                                                          
        15.2        0.13      0.0596      0.0800      0.1715       5.410      37.885       7.934                                                                          
        20.3        0.17      0.0819      0.0799      0.1662       5.242      36.712       7.925                                                                          
        25.4        0.21      0.1060      0.0800      0.1607       5.069      35.496       7.929                                                                          
        30.5        0.26      0.1321      0.0802      0.1550       4.890      34.242       7.948                                                                          
        35.6        0.30      0.1609      0.0805      0.1492       4.707      32.960       7.984                                                                          
        40.6        0.34      0.1927      0.0811      0.1434       4.522      31.665       8.037                                                                          
        45.7        0.38      0.2282      0.0818      0.1374       4.334      30.349       8.110                                                                          
        50.8        0.43      0.2687      0.0828      0.1312       4.137      28.974       8.205                                                                          
        55.9        0.47      0.3151      0.0840      0.1248       3.936      27.560       8.322                                                                          
        61.0        0.51      0.3697      0.0854      0.1180       3.723      26.068       8.464                                                                          
        66.1        0.55      0.4331      0.0870      0.1112       3.508      24.566       8.625                                                                          
        71.1        0.60      0.5072      0.0888      0.1044       3.293      23.064       8.806                                                                          
        76.2        0.64      0.5909      0.0903      0.0976       3.078      21.553       8.949                                                                          
        81.3        0.68      0.6723      0.0893      0.0905       2.855      19.992       8.853                                                                          
        86.4        0.72      0.7357      0.0866      0.0852       2.687      18.820       8.584                                                                          
        91.5        0.77      0.7780      0.0822      0.0810       2.554      17.883       8.147                                                                          
        96.5        0.81      0.8184      0.0764      0.0755       2.381      16.674       7.569                                                                          
       101.6        0.85      0.8530      0.0699      0.0698       2.203      15.425       6.933                                                                          
       106.7        0.89      0.8656      0.0628      0.0649       2.047      14.332       6.226                                                                          
       111.8        0.94      0.8763      0.0555      0.0594       1.872      13.113       5.505                                                                          
       116.9        0.98      0.8846      0.0481      0.0533       1.680      11.767       4.770                                                                          
       121.9        1.02      0.8873      0.0405      0.0467       1.472      10.311       4.017                                                                          
       127.0        1.06      0.8822      0.0328      0.0396       1.248       8.736       3.249                                                                          
       132.1        1.11      0.8653      0.0249      0.0318       1.003       7.027       2.465                                                                          
       137.2        1.15      0.8201      0.0168      0.0235       0.742       5.193       1.662                                                                          
       142.3        1.19      0.6885      0.0085      0.0147       0.464       3.251       0.843                                                                          
       147.3        1.23      0.0120      0.0001      0.0054       0.172       1.202       0.005                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0739      0.2687      11.627      73.281       9.046                                                                          
         5.7        0.04      0.0147      0.0769      0.2225       9.626      60.666       9.417                                                                          
        11.3        0.09      0.0303      0.0765      0.2157       9.330      58.803       9.366                                                                          
        17.0        0.13      0.0469      0.0763      0.2081       9.004      56.748       9.333                                                                          
        22.6        0.17      0.0646      0.0761      0.2009       8.692      54.781       9.312                                                                          
        28.3        0.21      0.0839      0.0761      0.1933       8.361      52.697       9.315                                                                          
        33.9        0.26      0.1053      0.0763      0.1854       8.021      50.553       9.341                                                                          
        39.6        0.30      0.1292      0.0768      0.1773       7.671      48.348       9.392                                                                          
        45.2        0.34      0.1561      0.0774      0.1690       7.313      46.089       9.470                                                                          
        50.9        0.38      0.1869      0.0783      0.1606       6.949      43.794       9.578                                                                          
        56.5        0.43      0.2228      0.0794      0.1519       6.572      41.422       9.718                                                                          
        62.2        0.47      0.2655      0.0809      0.1428       6.179      38.941       9.895                                                                          
        67.8        0.51      0.3168      0.0826      0.1334       5.770      36.364      10.109                                                                          
        73.5        0.55      0.3784      0.0846      0.1239       5.361      33.790      10.355                                                                          
        79.1        0.60      0.4527      0.0869      0.1145       4.956      31.234      10.634                                                                          
        84.8        0.64      0.5416      0.0893      0.1054       4.562      28.750      10.931                                                                          
        90.4        0.68      0.6307      0.0895      0.0968       4.188      26.393      10.955                                                                          
        96.1        0.72      0.7012      0.0872      0.0901       3.900      24.580      10.675                                                                          
       101.7        0.77      0.7551      0.0831      0.0845       3.654      23.032      10.174                                                                          
