         11x4.6SF                 (11x46SF.dat)                                                                                                                           
         v2020-0506                                                                                                                                                       
         Simulation Date: 05/11/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
         3.5        0.34      0.5792      0.0635      0.0372       0.000       0.030       0.030       0.360       0.003       0.132      37.337        0.04      12742.  
         3.8        0.36      0.6021      0.0599      0.0362       0.000       0.030       0.028       0.350       0.003       0.124      36.229        0.04      12761.  
         4.0        0.39      0.6221      0.0561      0.0350       0.000       0.029       0.026       0.338       0.003       0.116      35.089        0.04      12781.  
         4.3        0.41      0.6378      0.0523      0.0338       0.000       0.028       0.024       0.327       0.003       0.108      33.857        0.04      12803.  
         4.5        0.44      0.6450      0.0483      0.0327       0.000       0.027       0.023       0.316       0.003       0.100      32.340        0.04      12826.  
         4.8        0.46      0.6466      0.0442      0.0315       0.000       0.026       0.021       0.305       0.003       0.092      30.714        0.04      12850.  
         5.1        0.49      0.6432      0.0401      0.0302       0.000       0.025       0.019       0.292       0.003       0.083      29.026        0.04      12876.  
         5.3        0.51      0.6341      0.0358      0.0288       0.000       0.024       0.017       0.278       0.003       0.074      27.252        0.04      12903.  
         5.6        0.53      0.6181      0.0315      0.0272       0.000       0.022       0.015       0.263       0.003       0.065      25.357        0.04      12931.  
         5.8        0.56      0.5935      0.0271      0.0255       0.000       0.021       0.013       0.247       0.002       0.056      23.289        0.04      12960.  
         6.1        0.58      0.5579      0.0227      0.0237       0.000       0.019       0.011       0.229       0.002       0.047      20.981        0.04      12991.  
         6.3        0.61      0.5078      0.0182      0.0218       0.000       0.018       0.009       0.211       0.002       0.038      18.331        0.04      13022.  
         6.6        0.63      0.4377      0.0137      0.0198       0.000       0.016       0.006       0.191       0.002       0.028      15.191        0.04      13055.  
         6.8        0.66      0.3395      0.0092      0.0177       0.000       0.014       0.004       0.171       0.002       0.019      11.348        0.04      13089.  
         7.1        0.68      0.2005      0.0046      0.0155       0.000       0.013       0.002       0.150       0.001       0.010       6.463        0.04      13125.  
         7.3        0.70      0.0001      0.0000      0.0134       0.000       0.011       0.000       0.129       0.001       0.000       0.004        0.04      13161.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1039      0.0413       0.004       0.135       0.194       3.196       0.015       0.862      27.518        0.09      25222.  
         0.5        0.03      0.0628      0.1023      0.0418       0.004       0.137       0.191       3.231       0.015       0.849      26.781        0.09      25224.  
         1.1        0.05      0.1221      0.1005      0.0422       0.004       0.138       0.187       3.264       0.016       0.834      26.044        0.09      25228.  
         1.6        0.08      0.1781      0.0985      0.0426       0.004       0.139       0.184       3.293       0.016       0.817      25.316        0.09      25236.  
         2.1        0.10      0.2307      0.0964      0.0429       0.004       0.140       0.180       3.314       0.016       0.800      24.606        0.09      25246.  
         2.7        0.13      0.2802      0.0938      0.0430       0.004       0.140       0.175       3.322       0.016       0.779      23.904        0.09      25260.  
         3.2        0.15      0.3266      0.0912      0.0430       0.004       0.140       0.170       3.324       0.016       0.757      23.216        0.09      25276.  
         3.7        0.18      0.3699      0.0884      0.0429       0.004       0.140       0.165       3.319       0.016       0.734      22.542        0.09      25296.  
         4.3        0.21      0.4103      0.0856      0.0428       0.004       0.140       0.160       3.309       0.016       0.710      21.879        0.09      25318.  
         4.8        0.23      0.4478      0.0826      0.0426       0.004       0.139       0.154       3.294       0.016       0.686      21.225        0.09      25343.  
         5.3        0.26      0.4824      0.0796      0.0424       0.004       0.138       0.149       3.274       0.016       0.661      20.576        0.09      25372.  
         5.9        0.28      0.5142      0.0765      0.0420       0.004       0.137       0.143       3.247       0.016       0.635      19.938        0.09      25403.  
         6.4        0.31      0.5433      0.0733      0.0416       0.004       0.136       0.137       3.212       0.015       0.608      19.312        0.09      25437.  
         7.0        0.33      0.5698      0.0700      0.0410       0.004       0.134       0.131       3.168       0.015       0.581      18.697        0.09      25474.  
         7.5        0.36      0.5935      0.0666      0.0403       0.004       0.132       0.124       3.116       0.015       0.553      18.083        0.09      25514.  
         8.0        0.39      0.6141      0.0630      0.0395       0.004       0.129       0.118       3.054       0.015       0.523      17.463        0.09      25557.  
         8.6        0.41      0.6310      0.0592      0.0385       0.004       0.126       0.110       2.976       0.014       0.491      16.821        0.09      25603.  
         9.1        0.44      0.6433      0.0550      0.0373       0.004       0.122       0.103       2.884       0.014       0.456      16.140        0.09      25651.  
         9.6        0.46      0.6517      0.0507      0.0360       0.004       0.117       0.095       2.780       0.013       0.421      15.444        0.09      25703.  
        10.2        0.49      0.6561      0.0464      0.0345       0.004       0.113       0.087       2.666       0.013       0.385      14.729        0.09      25757.  
        10.7        0.51      0.6559      0.0420      0.0329       0.003       0.107       0.078       2.540       0.012       0.348      13.988        0.09      25814.  
        11.2        0.54      0.6500      0.0375      0.0311       0.003       0.102       0.070       2.403       0.011       0.311      13.203        0.09      25874.  
        11.8        0.56      0.6374      0.0329      0.0292       0.003       0.095       0.061       2.255       0.011       0.273      12.358        0.09      25937.  
        12.3        0.59      0.6161      0.0283      0.0271       0.003       0.089       0.053       2.096       0.010       0.235      11.425        0.09      26002.  
        12.8        0.62      0.5833      0.0236      0.0250       0.003       0.081       0.044       1.929       0.009       0.196      10.367        0.09      26070.  
        13.4        0.64      0.5352      0.0189      0.0227       0.002       0.074       0.035       1.752       0.008       0.157       9.131        0.09      26141.  
        13.9        0.67      0.4660      0.0142      0.0203       0.002       0.066       0.026       1.567       0.007       0.117       7.644        0.09      26214.  
        14.4        0.69      0.3661      0.0094      0.0178       0.002       0.058       0.018       1.375       0.007       0.078       5.783        0.09      26291.  
        15.0        0.72      0.2188      0.0046      0.0152       0.002       0.050       0.009       1.176       0.006       0.038       3.334        0.09      26370.  
        15.5        0.74     -0.0071     -0.0001      0.0126       0.001       0.041       0.000       0.972       0.005      -0.001      -0.105        0.09      26451.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1040      0.0412       0.014       0.303       0.437      10.748       0.034       1.942      18.428        0.13      37833.  
         0.8        0.02      0.0597      0.1023      0.0415       0.015       0.305       0.430      10.838       0.034       1.911      17.979        0.13      37835.  
         1.5        0.05      0.1164      0.1005      0.0419       0.015       0.308       0.422      10.919       0.035       1.877      17.528        0.13      37841.  
         2.3        0.07      0.1701      0.0985      0.0421       0.015       0.310       0.414      10.987       0.035       1.840      17.076        0.13      37851.  
         3.0        0.10      0.2208      0.0964      0.0423       0.015       0.311       0.405      11.038       0.035       1.800      16.629        0.13      37865.  
         3.8        0.12      0.2687      0.0940      0.0424       0.015       0.312       0.395      11.059       0.035       1.755      16.185        0.13      37883.  
         4.5        0.15      0.3137      0.0915      0.0424       0.015       0.311       0.384      11.056       0.035       1.708      15.749        0.13      37905.  
         5.3        0.17      0.3561      0.0888      0.0423       0.015       0.311       0.373      11.032       0.035       1.658      15.323        0.13      37931.  
         6.1        0.19      0.3959      0.0860      0.0421       0.015       0.310       0.361      10.987       0.035       1.606      14.906        0.13      37961.  
         6.8        0.22      0.4331      0.0831      0.0419       0.015       0.308       0.349      10.920       0.035       1.552      14.494        0.13      37995.  
         7.6        0.24      0.4678      0.0801      0.0415       0.015       0.305       0.336      10.829       0.034       1.496      14.090        0.13      38033.  
         8.3        0.27      0.5001      0.0770      0.0411       0.014       0.302       0.323      10.710       0.034       1.438      13.693        0.13      38075.  
         9.1        0.29      0.5300      0.0738      0.0405       0.014       0.298       0.310      10.565       0.034       1.378      13.302        0.13      38120.  
         9.8        0.32      0.5575      0.0705      0.0398       0.014       0.293       0.296      10.393       0.033       1.317      12.917        0.13      38170.  
        10.6        0.34      0.5827      0.0671      0.0391       0.014       0.287       0.282      10.193       0.032       1.253      12.536        0.13      38224.  
        11.4        0.36      0.6055      0.0636      0.0382       0.013       0.281       0.267       9.963       0.032       1.188      12.158        0.13      38281.  
        12.1        0.39      0.6253      0.0600      0.0372       0.013       0.274       0.252       9.710       0.031       1.121      11.771        0.13      38342.  
        12.9        0.41      0.6413      0.0563      0.0362       0.013       0.266       0.237       9.442       0.030       1.052      11.361        0.13      38407.  
        13.6        0.44      0.6504      0.0523      0.0351       0.012       0.258       0.219       9.144       0.029       0.976      10.882        0.13      38476.  
        14.4        0.46      0.6545      0.0480      0.0338       0.012       0.248       0.202       8.811       0.028       0.896      10.375        0.13      38549.  
        15.1        0.48      0.6540      0.0437      0.0324       0.011       0.238       0.183       8.442       0.027       0.815       9.849        0.13      38626.  
        15.9        0.51      0.6483      0.0392      0.0308       0.011       0.226       0.165       8.036       0.026       0.733       9.299        0.13      38706.  
        16.7        0.53      0.6365      0.0347      0.0291       0.010       0.214       0.146       7.590       0.024       0.649       8.714        0.13      38790.  
        17.4        0.56      0.6152      0.0298      0.0270       0.009       0.198       0.125       7.044       0.022       0.557       8.056        0.13      38878.  
        18.2        0.58      0.5840      0.0250      0.0249       0.009       0.183       0.105       6.491       0.021       0.467       7.329        0.13      38969.  
        18.9        0.61      0.5385      0.0201      0.0226       0.008       0.166       0.084       5.898       0.019       0.375       6.488        0.13      39064.  
        19.7        0.63      0.4726      0.0151      0.0202       0.007       0.148       0.064       5.267       0.017       0.283       5.474        0.13      39163.  
        20.4        0.65      0.3757      0.0101      0.0176       0.006       0.130       0.042       4.597       0.015       0.189       4.192        0.13      39265.  
        21.2        0.68      0.2291      0.0050      0.0149       0.005       0.110       0.021       3.896       0.012       0.094       2.465        0.13      39371.  
        22.0        0.70     -0.0048     -0.0001      0.0122       0.004       0.090       0.000       3.185       0.010      -0.002      -0.050        0.13      39480.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1042      0.0414       0.034       0.541       0.777      25.606       0.061       3.457      13.768        0.17      50445.  
         1.0        0.02      0.0580      0.1024      0.0417       0.035       0.545       0.765      25.782       0.062       3.401      13.450        0.17      50447.  
         2.0        0.05      0.1133      0.1006      0.0419       0.035       0.548       0.751      25.936       0.062       3.339      13.129        0.17      50455.  
         3.0        0.07      0.1657      0.0986      0.0421       0.035       0.551       0.736      26.060       0.062       3.273      12.806        0.17      50467.  
         3.9        0.09      0.2154      0.0965      0.0423       0.035       0.552       0.720      26.145       0.062       3.202      12.487        0.17      50485.  
         4.9        0.12      0.2624      0.0941      0.0423       0.035       0.553       0.702      26.170       0.062       3.123      12.169        0.17      50508.  
         5.9        0.14      0.3068      0.0915      0.0423       0.035       0.552       0.683      26.134       0.062       3.038      11.856        0.17      50536.  
         6.9        0.17      0.3487      0.0889      0.0421       0.035       0.550       0.663      26.052       0.062       2.951      11.549        0.17      50569.  
         7.9        0.19      0.3881      0.0861      0.0419       0.035       0.548       0.643      25.922       0.062       2.859      11.248        0.17      50606.  
         8.9        0.21      0.4251      0.0833      0.0416       0.035       0.544       0.622      25.742       0.061       2.765      10.951        0.17      50649.  
         9.8        0.24      0.4597      0.0803      0.0413       0.034       0.539       0.599      25.508       0.061       2.666      10.658        0.18      50697.  
        10.8        0.26      0.4920      0.0773      0.0408       0.034       0.533       0.577      25.219       0.060       2.564      10.369        0.18      50750.  
        11.8        0.28      0.5219      0.0741      0.0402       0.033       0.526       0.553      24.872       0.059       2.460      10.084        0.18      50808.  
        12.8        0.31      0.5496      0.0708      0.0396       0.033       0.517       0.529      24.464       0.058       2.352       9.802        0.18      50871.  
        13.8        0.33      0.5751      0.0675      0.0388       0.032       0.507       0.504      23.990       0.057       2.241       9.524        0.18      50939.  
        14.8        0.35      0.5984      0.0641      0.0379       0.031       0.495       0.478      23.446       0.056       2.126       9.248        0.18      51011.  
        15.7        0.38      0.6191      0.0605      0.0369       0.031       0.482       0.452      22.831       0.055       2.009       8.971        0.18      51089.  
        16.7        0.40      0.6366      0.0568      0.0358       0.030       0.468       0.424      22.146       0.053       1.886       8.682        0.18      51171.  
        17.7        0.43      0.6482      0.0527      0.0346       0.029       0.452       0.394      21.383       0.051       1.751       8.349        0.18      51259.  
        18.7        0.45      0.6518      0.0483      0.0333       0.028       0.435       0.361      20.567       0.049       1.604       7.953        0.18      51351.  
        19.7        0.47      0.6505      0.0438      0.0318       0.026       0.416       0.327      19.669       0.047       1.454       7.540        0.18      51448.  
        20.7        0.50      0.6436      0.0392      0.0302       0.025       0.395       0.293      18.686       0.045       1.302       7.105        0.18      51549.  
        21.6        0.52      0.6300      0.0346      0.0285       0.024       0.372       0.258      17.616       0.042       1.147       6.639        0.18      51656.  
        22.6        0.54      0.6080      0.0298      0.0266       0.022       0.348       0.222      16.458       0.039       0.989       6.129        0.18      51767.  
        23.6        0.57      0.5754      0.0250      0.0246       0.020       0.321       0.186      15.212       0.036       0.829       5.559        0.18      51883.  
        24.6        0.59      0.5285      0.0201      0.0224       0.019       0.293       0.150      13.881       0.033       0.667       4.901        0.18      52004.  
        25.6        0.61      0.4614      0.0152      0.0202       0.017       0.263       0.113      12.464       0.030       0.503       4.114        0.18      52129.  
        26.6        0.64      0.3647      0.0101      0.0177       0.015       0.232       0.076      10.969       0.026       0.337       3.131        0.18      52258.  
        27.5        0.66      0.2210      0.0051      0.0152       0.013       0.199       0.038       9.410       0.022       0.169       1.830        0.18      52393.  
        28.5        0.68     -0.0007      0.0000      0.0127       0.011       0.166       0.000       7.852       0.019       0.000      -0.006        0.18      52532.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1046      0.0418       0.068       0.853       1.219      50.463       0.096       5.424      10.960        0.22      63056.  
         1.2        0.02      0.0577      0.1028      0.0420       0.068       0.858       1.199      50.758       0.097       5.333      10.714        0.22      63059.  
         2.5        0.05      0.1128      0.1009      0.0422       0.068       0.862       1.177      51.001       0.097       5.235      10.466        0.22      63068.  
         3.7        0.07      0.1651      0.0989      0.0424       0.069       0.865       1.153      51.180       0.098       5.128      10.217        0.22      63084.  
         4.9        0.09      0.2148      0.0967      0.0425       0.069       0.867       1.127      51.276       0.098       5.013       9.969        0.22      63106.  
         6.1        0.12      0.2619      0.0942      0.0424       0.069       0.866       1.099      51.253       0.098       4.886       9.722        0.22      63135.  
         7.4        0.14      0.3064      0.0916      0.0423       0.069       0.864       1.068      51.104       0.098       4.749       9.477        0.22      63169.  
         8.6        0.17      0.3483      0.0888      0.0421       0.068       0.860       1.036      50.866       0.097       4.607       9.236        0.22      63210.  
         9.8        0.19      0.3878      0.0860      0.0418       0.068       0.854       1.003      50.536       0.097       4.459       8.998        0.22      63258.  
        11.1        0.21      0.4249      0.0830      0.0415       0.067       0.847       0.968      50.110       0.096       4.306       8.763        0.22      63311.  
        12.3        0.24      0.4597      0.0800      0.0411       0.066       0.838       0.933      49.577       0.095       4.148       8.531        0.22      63371.  
        13.5        0.26      0.4920      0.0768      0.0405       0.066       0.827       0.896      48.926       0.093       3.983       8.302        0.22      63437.  
        14.7        0.28      0.5221      0.0735      0.0399       0.065       0.814       0.857      48.157       0.092       3.814       8.076        0.22      63509.  
        16.0        0.31      0.5500      0.0702      0.0391       0.063       0.799       0.818      47.262       0.090       3.640       7.853        0.22      63588.  
        17.2        0.33      0.5756      0.0667      0.0383       0.062       0.782       0.778      46.235       0.088       3.460       7.632        0.22      63672.  
        18.4        0.35      0.5990      0.0632      0.0373       0.060       0.762       0.736      45.065       0.086       3.276       7.412        0.22      63763.  
        19.7        0.38      0.6200      0.0595      0.0362       0.059       0.740       0.694      43.748       0.084       3.085       7.192        0.22      63860.  
        20.9        0.40      0.6377      0.0557      0.0350       0.057       0.715       0.649      42.310       0.081       2.889       6.962        0.22      63963.  
        22.1        0.42      0.6497      0.0516      0.0338       0.055       0.689       0.602      40.768       0.078       2.678       6.699        0.22      64072.  
        23.3        0.45      0.6529      0.0473      0.0325       0.053       0.663       0.552      39.219       0.075       2.453       6.378        0.22      64187.  
        24.6        0.47      0.6506      0.0429      0.0311       0.050       0.635       0.500      37.544       0.072       2.223       6.038        0.22      64308.  
        25.8        0.50      0.6425      0.0383      0.0296       0.048       0.603       0.447      35.700       0.068       1.988       5.679        0.22      64435.  
        27.0        0.52      0.6276      0.0337      0.0279       0.045       0.570       0.393      33.697       0.064       1.750       5.295        0.22      64568.  
        28.3        0.54      0.6041      0.0291      0.0261       0.042       0.533       0.339      31.524       0.060       1.507       4.875        0.22      64707.  
        29.5        0.57      0.5699      0.0243      0.0242       0.039       0.494       0.284      29.207       0.056       1.262       4.408        0.22      64851.  
        30.7        0.59      0.5214      0.0196      0.0221       0.036       0.452       0.228      26.740       0.051       1.015       3.871        0.22      65002.  
        32.0        0.61      0.4523      0.0147      0.0200       0.032       0.408       0.172      24.113       0.046       0.763       3.229        0.22      65158.  
        33.2        0.64      0.3538      0.0098      0.0177       0.029       0.361       0.115      21.356       0.041       0.509       2.432        0.22      65320.  
        34.4        0.66      0.2122      0.0049      0.0154       0.025       0.314       0.058      18.570       0.035       0.256       1.407        0.22      65488.  
        35.6        0.68     -0.0011      0.0000      0.0131       0.021       0.267       0.000      15.786       0.030      -0.001      -0.007        0.22      65661.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1049      0.0403       0.113       1.186       1.762      84.160       0.134       7.835       9.494        0.26      75667.  
         1.5        0.02      0.0604      0.1032      0.0405       0.113       1.192       1.733      84.588       0.135       7.706       9.290        0.26      75671.  
         3.0        0.05      0.1182      0.1013      0.0407       0.114       1.196       1.701      84.917       0.135       7.566       9.086        0.26      75682.  
         4.4        0.07      0.1732      0.0993      0.0408       0.114       1.199       1.667      85.136       0.135       7.413       8.879        0.26      75701.  
         5.9        0.09      0.2256      0.0970      0.0408       0.114       1.200       1.629      85.200       0.136       7.246       8.673        0.26      75728.  
         7.4        0.12      0.2753      0.0946      0.0408       0.114       1.199       1.588      85.085       0.135       7.064       8.466        0.26      75763.  
         8.9        0.14      0.3222      0.0919      0.0406       0.114       1.194       1.543      84.736       0.135       6.861       8.257        0.26      75805.  
        10.4        0.17      0.3662      0.0890      0.0404       0.113       1.187       1.495      84.295       0.134       6.650       8.044        0.26      75855.  
        11.9        0.19      0.4071      0.0861      0.0401       0.112       1.180       1.445      83.782       0.133       6.429       7.825        0.26      75912.  
        13.3        0.21      0.4449      0.0830      0.0399       0.112       1.172       1.394      83.169       0.132       6.200       7.602        0.26      75977.  
        14.8        0.24      0.4799      0.0798      0.0395       0.110       1.160       1.341      82.383       0.131       5.963       7.380        0.26      76050.  
        16.3        0.26      0.5124      0.0765      0.0390       0.109       1.146       1.285      81.369       0.129       5.716       7.164        0.26      76130.  
        17.8        0.28      0.5423      0.0731      0.0384       0.107       1.129       1.228      80.143       0.128       5.462       6.950        0.26      76217.  
        19.3        0.31      0.5697      0.0696      0.0377       0.106       1.109       1.169      78.700       0.125       5.201       6.739        0.26      76313.  
        20.8        0.33      0.5944      0.0660      0.0369       0.103       1.085       1.109      77.026       0.123       4.932       6.529        0.26      76415.  
        22.2        0.36      0.6165      0.0623      0.0360       0.101       1.058       1.047      75.108       0.120       4.656       6.321        0.26      76525.  
        23.7        0.38      0.6358      0.0585      0.0350       0.098       1.027       0.983      72.932       0.116       4.371       6.111        0.26      76643.  
        25.2        0.40      0.6515      0.0546      0.0338       0.095       0.994       0.917      70.548       0.112       4.077       5.894        0.26      76768.  
        26.7        0.43      0.6617      0.0505      0.0326       0.091       0.958       0.847      67.993       0.108       3.770       5.653        0.26      76900.  
        28.2        0.45      0.6652      0.0462      0.0313       0.088       0.921       0.776      65.352       0.104       3.451       5.384        0.26      77040.  
        29.7        0.47      0.6627      0.0419      0.0300       0.084       0.882       0.703      62.585       0.100       3.128       5.096        0.26      77187.  
        31.1        0.50      0.6545      0.0375      0.0285       0.080       0.838       0.629      59.509       0.095       2.797       4.793        0.27      77341.  
        32.6        0.52      0.6417      0.0330      0.0268       0.075       0.789       0.554      55.980       0.089       2.462       4.486        0.27      77502.  
        34.1        0.55      0.6180      0.0284      0.0251       0.070       0.737       0.477      52.345       0.083       2.121       4.132        0.27      77671.  
        35.6        0.57      0.5832      0.0238      0.0232       0.065       0.683       0.399      48.452       0.077       1.776       3.737        0.27      77846.  
        37.1        0.59      0.5333      0.0191      0.0212       0.059       0.624       0.321      44.316       0.071       1.426       3.281        0.27      78029.  
        38.6        0.62      0.4625      0.0144      0.0192       0.054       0.563       0.241      39.970       0.064       1.072       2.735        0.27      78218.  
        40.0        0.64      0.3612      0.0096      0.0170       0.048       0.500       0.161      35.476       0.056       0.716       2.057        0.27      78415.  
        41.5        0.66      0.2149      0.0048      0.0148       0.042       0.436       0.081      30.950       0.049       0.358       1.180        0.27      78618.  
        43.0        0.69     -0.0003      0.0000      0.0127       0.036       0.374       0.000      26.516       0.042       0.000      -0.001        0.27      78828.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1050      0.0396       0.176       1.584       2.399     131.203       0.179      10.671       8.294        0.31      88278.  
         1.7        0.02      0.0619      0.1033      0.0398       0.177       1.594       2.361     132.031       0.180      10.501       8.110        0.31      88282.  
         3.5        0.05      0.1211      0.1015      0.0400       0.178       1.602       2.319     132.709       0.181      10.314       7.925        0.31      88296.  
         5.2        0.07      0.1773      0.0995      0.0402       0.179       1.609       2.273     133.221       0.182      10.110       7.738        0.31      88319.  
         7.0        0.10      0.2307      0.0972      0.0403       0.179       1.612       2.222     133.499       0.182       9.885       7.551        0.31      88351.  
         8.7        0.12      0.2813      0.0948      0.0403       0.179       1.612       2.167     133.474       0.182       9.640       7.365        0.31      88391.  
        10.5        0.14      0.3290      0.0921      0.0401       0.178       1.606       2.105     133.012       0.181       9.363       7.178        0.31      88441.  
        12.2        0.17      0.3738      0.0892      0.0399       0.177       1.598       2.040     132.326       0.181       9.072       6.991        0.31      88500.  
        13.9        0.19      0.4155      0.0863      0.0397       0.176       1.587       1.971     131.475       0.179       8.768       6.801        0.31      88568.  
        15.7        0.22      0.4541      0.0831      0.0394       0.175       1.575       1.900     130.459       0.178       8.451       6.606        0.31      88645.  
        17.4        0.24      0.4895      0.0799      0.0390       0.173       1.560       1.826     129.223       0.176       8.122       6.409        0.31      88731.  
