         5.25x5.5E                (525x55E.dat)                                                                                                                           
         v2020-0506                                                                                                                                                       
         Simulation Date: 09/24/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
         3.6        0.73      0.7146      0.1086      0.1109       0.000       0.002       0.003       0.027       0.000       0.012      44.927        0.02       3443.  
         3.9        0.78      0.7285      0.1011      0.1076       0.000       0.002       0.002       0.026       0.000       0.011      43.110        0.02       3463.  
         4.1        0.82      0.7396      0.0935      0.1038       0.000       0.002       0.002       0.025       0.000       0.010      41.335        0.02       3483.  
         4.3        0.87      0.7484      0.0857      0.0992       0.000       0.002       0.002       0.024       0.000       0.009      39.622        0.02       3505.  
         4.5        0.91      0.7567      0.0778      0.0937       0.000       0.002       0.002       0.022       0.000       0.008      38.063        0.02       3527.  
         4.8        0.96      0.7620      0.0697      0.0876       0.000       0.002       0.002       0.021       0.000       0.008      36.504        0.02       3551.  
         5.0        1.00      0.7635      0.0615      0.0808       0.000       0.002       0.001       0.019       0.000       0.007      34.909        0.02       3575.  
         5.2        1.05      0.7599      0.0531      0.0733       0.000       0.001       0.001       0.018       0.000       0.006      33.238        0.02       3601.  
         5.4        1.09      0.7499      0.0445      0.0650       0.000       0.001       0.001       0.016       0.000       0.005      31.432        0.02       3627.  
         5.7        1.14      0.7297      0.0359      0.0560       0.000       0.001       0.001       0.013       0.000       0.004      29.364        0.02       3654.  
         5.9        1.19      0.6907      0.0271      0.0465       0.000       0.001       0.001       0.011       0.000       0.003      26.725        0.02       3682.  
         6.1        1.23      0.6148      0.0182      0.0364       0.000       0.001       0.000       0.009       0.000       0.002      22.906        0.02       3711.  
         6.3        1.28      0.4526      0.0091      0.0258       0.000       0.001       0.000       0.006       0.000       0.001      16.261        0.02       3741.  
         6.6        1.32     -0.0035      0.0000      0.0148       0.000       0.000       0.000       0.004       0.000       0.000      -0.120        0.02       3772.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1342      0.0724       0.000       0.006       0.013       0.139       0.001       0.058      42.513        0.04       6579.  
         0.5        0.05      0.0812      0.1343      0.0753       0.000       0.006       0.013       0.144       0.001       0.058      40.909        0.04       6580.  
         0.9        0.09      0.1562      0.1345      0.0784       0.000       0.006       0.013       0.150       0.001       0.058      39.335        0.04       6583.  
         1.4        0.14      0.2252      0.1346      0.0816       0.000       0.007       0.013       0.156       0.001       0.058      37.810        0.04       6590.  
         1.8        0.18      0.2887      0.1346      0.0850       0.000       0.007       0.013       0.163       0.001       0.058      36.342        0.04       6598.  
         2.3        0.23      0.3468      0.1346      0.0884       0.000       0.007       0.013       0.169       0.001       0.058      34.930        0.04       6609.  
         2.7        0.27      0.4000      0.1345      0.0919       0.000       0.007       0.013       0.176       0.001       0.058      33.573        0.04       6623.  
         3.2        0.32      0.4486      0.1342      0.0954       0.000       0.008       0.013       0.183       0.001       0.058      32.271        0.04       6638.  
         3.6        0.36      0.4929      0.1336      0.0988       0.000       0.008       0.013       0.189       0.001       0.058      31.026        0.04       6657.  
         4.1        0.41      0.5332      0.1327      0.1020       0.000       0.008       0.013       0.195       0.001       0.057      29.837        0.04       6677.  
         4.5        0.46      0.5697      0.1313      0.1050       0.000       0.008       0.013       0.201       0.001       0.057      28.689        0.04       6700.  
         5.0        0.50      0.6023      0.1294      0.1077       0.000       0.009       0.013       0.206       0.001       0.056      27.573        0.04       6726.  
         5.4        0.55      0.6312      0.1270      0.1100       0.000       0.009       0.012       0.211       0.001       0.055      26.487        0.04       6753.  
         5.9        0.59      0.6562      0.1241      0.1120       0.000       0.009       0.012       0.214       0.001       0.053      25.417        0.04       6783.  
         6.3        0.64      0.6780      0.1205      0.1133       0.000       0.009       0.012       0.217       0.001       0.052      24.389        0.04       6815.  
         6.8        0.68      0.6974      0.1156      0.1133       0.000       0.009       0.011       0.217       0.001       0.050      23.414        0.04       6850.  
         7.2        0.73      0.7142      0.1088      0.1110       0.000       0.009       0.011       0.212       0.001       0.047      22.479        0.04       6886.  
         7.7        0.77      0.7282      0.1013      0.1077       0.000       0.009       0.010       0.206       0.001       0.044      21.572        0.04       6925.  
         8.2        0.82      0.7394      0.0937      0.1039       0.000       0.008       0.009       0.199       0.001       0.040      20.686        0.04       6965.  
         8.6        0.87      0.7482      0.0859      0.0994       0.000       0.008       0.008       0.190       0.001       0.037      19.830        0.04       7008.  
         9.1        0.91      0.7566      0.0780      0.0939       0.000       0.008       0.008       0.180       0.001       0.034      19.050        0.04       7053.  
         9.5        0.96      0.7620      0.0699      0.0878       0.000       0.007       0.007       0.168       0.001       0.030      18.272        0.04       7100.  
        10.0        1.00      0.7635      0.0617      0.0810       0.000       0.007       0.006       0.155       0.001       0.027      17.476        0.04       7149.  
        10.4        1.05      0.7601      0.0533      0.0735       0.000       0.006       0.005       0.141       0.001       0.023      16.643        0.04       7200.  
        10.9        1.09      0.7502      0.0448      0.0652       0.000       0.005       0.004       0.125       0.001       0.019      15.742        0.04       7252.  
        11.3        1.14      0.7305      0.0361      0.0563       0.000       0.005       0.003       0.108       0.001       0.016      14.714        0.04       7307.  
        11.8        1.18      0.6918      0.0273      0.0467       0.000       0.004       0.003       0.089       0.000       0.012      13.398        0.04       7363.  
        12.2        1.23      0.6163      0.0183      0.0365       0.000       0.003       0.002       0.070       0.000       0.008      11.495        0.04       7421.  
        12.7        1.28      0.4539      0.0092      0.0259       0.000       0.002       0.001       0.049       0.000       0.004       8.164        0.04       7481.  
        13.1        1.32     -0.0006      0.0000      0.0149       0.000       0.001       0.000       0.028       0.000       0.000      -0.011        0.05       7542.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1342      0.0724       0.001       0.013       0.029       0.468       0.001       0.130      28.342        0.06       9868.  
         0.7        0.05      0.0820      0.1343      0.0753       0.001       0.014       0.029       0.487       0.002       0.130      27.263        0.06       9870.  
         1.4        0.09      0.1576      0.1345      0.0785       0.001       0.014       0.029       0.507       0.002       0.130      26.204        0.06       9875.  
         2.1        0.14      0.2271      0.1346      0.0817       0.001       0.015       0.029       0.528       0.002       0.130      25.179        0.06       9885.  
         2.7        0.18      0.2910      0.1346      0.0851       0.001       0.015       0.029       0.550       0.002       0.130      24.191        0.06       9898.  
         3.4        0.23      0.3494      0.1346      0.0886       0.001       0.016       0.029       0.572       0.002       0.130      23.243        0.06       9915.  
         4.1        0.28      0.4029      0.1345      0.0921       0.001       0.017       0.029       0.595       0.002       0.130      22.331        0.06       9935.  
         4.8        0.32      0.4516      0.1342      0.0956       0.001       0.017       0.029       0.618       0.002       0.130      21.457        0.06       9959.  
         5.5        0.37      0.4961      0.1336      0.0991       0.001       0.018       0.029       0.640       0.002       0.129      20.622        0.06       9987.  
         6.2        0.41      0.5365      0.1326      0.1023       0.001       0.019       0.029       0.661       0.002       0.128      19.825        0.06      10019.  
         6.9        0.46      0.5729      0.1312      0.1053       0.001       0.019       0.029       0.680       0.002       0.127      19.054        0.06      10054.  
         7.5        0.51      0.6054      0.1292      0.1080       0.001       0.020       0.028       0.697       0.002       0.125      18.304        0.06      10093.  
         8.2        0.55      0.6341      0.1268      0.1103       0.001       0.020       0.028       0.713       0.002       0.123      17.575        0.06      10135.  
         8.9        0.60      0.6589      0.1238      0.1123       0.001       0.020       0.027       0.725       0.002       0.120      16.857        0.06      10180.  
         9.6        0.64      0.6807      0.1199      0.1134       0.001       0.021       0.026       0.733       0.002       0.116      16.169        0.06      10229.  
        10.3        0.69      0.6998      0.1149      0.1132       0.001       0.021       0.025       0.731       0.002       0.111      15.516        0.06      10282.  
        11.0        0.74      0.7164      0.1077      0.1106       0.001       0.020       0.023       0.714       0.002       0.104      14.892        0.06      10338.  
        11.7        0.78      0.7302      0.1002      0.1072       0.001       0.020       0.022       0.693       0.002       0.097      14.284        0.06      10397.  
        12.3        0.83      0.7410      0.0924      0.1032       0.001       0.019       0.020       0.667       0.002       0.090      13.691        0.06      10459.  
        13.0        0.87      0.7497      0.0845      0.0985       0.001       0.018       0.018       0.636       0.002       0.082      13.124        0.06      10524.  
        13.7        0.92      0.7579      0.0765      0.0928       0.001       0.017       0.017       0.600       0.002       0.074      12.603        0.07      10593.  
        14.4        0.97      0.7626      0.0683      0.0865       0.001       0.016       0.015       0.559       0.002       0.066      12.077        0.07      10664.  
        15.1        1.01      0.7632      0.0599      0.0794       0.001       0.014       0.013       0.513       0.002       0.058      11.538        0.07      10739.  
        15.8        1.06      0.7587      0.0515      0.0718       0.001       0.013       0.011       0.464       0.001       0.050      10.970        0.07      10816.  
        16.5        1.10      0.7483      0.0435      0.0642       0.001       0.012       0.009       0.415       0.001       0.042      10.369        0.07      10897.  
        17.1        1.15      0.7278      0.0354      0.0558       0.000       0.010       0.008       0.361       0.001       0.034       9.683        0.07      10980.  
        17.8        1.20      0.6911      0.0274      0.0474       0.000       0.009       0.006       0.306       0.001       0.027       8.840        0.07      11065.  
        18.5        1.24      0.6142      0.0184      0.0372       0.000       0.007       0.004       0.241       0.001       0.018       7.566        0.07      11154.  
        19.2        1.29      0.4499      0.0093      0.0266       0.000       0.005       0.002       0.172       0.001       0.009       5.344        0.07      11245.  
        19.9        1.33     -0.0005      0.0000      0.0155       0.000       0.003       0.000       0.100       0.000       0.000      -0.006        0.07      11339.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1342      0.0724       0.001       0.023       0.052       1.108       0.003       0.231      21.257        0.08      13157.  
         0.9        0.05      0.0826      0.1343      0.0754       0.002       0.024       0.052       1.154       0.003       0.231      20.441        0.08      13160.  
         1.8        0.09      0.1587      0.1345      0.0785       0.002       0.025       0.052       1.202       0.003       0.232      19.641        0.08      13167.  
         2.8        0.14      0.2287      0.1346      0.0818       0.002       0.026       0.052       1.253       0.003       0.232      18.866        0.08      13180.  
         3.7        0.19      0.2929      0.1346      0.0852       0.002       0.028       0.052       1.305       0.003       0.232      18.120        0.08      13198.  
         4.6        0.23      0.3516      0.1346      0.0887       0.002       0.029       0.052       1.358       0.003       0.232      17.404        0.08      13221.  
         5.5        0.28      0.4053      0.1345      0.0923       0.002       0.030       0.052       1.413       0.003       0.232      16.716        0.08      13248.  
         6.5        0.32      0.4542      0.1342      0.0959       0.002       0.031       0.052       1.468       0.004       0.231      16.057        0.08      13281.  
         7.4        0.37      0.4987      0.1336      0.0993       0.002       0.032       0.052       1.521       0.004       0.230      15.427        0.08      13319.  
         8.3        0.42      0.5392      0.1326      0.1025       0.002       0.033       0.051       1.570       0.004       0.228      14.826        0.08      13362.  
         9.2        0.46      0.5756      0.1311      0.1055       0.002       0.034       0.051       1.616       0.004       0.226      14.245        0.08      13409.  
        10.1        0.51      0.6080      0.1291      0.1082       0.002       0.035       0.050       1.657       0.004       0.222      13.679        0.08      13461.  
        11.1        0.56      0.6366      0.1266      0.1106       0.002       0.036       0.049       1.693       0.004       0.218      13.128        0.08      13519.  
        12.0        0.60      0.6611      0.1235      0.1125       0.002       0.036       0.048       1.723       0.004       0.213      12.586        0.08      13580.  
        12.9        0.65      0.6828      0.1195      0.1136       0.002       0.037       0.046       1.739       0.004       0.206      12.070        0.09      13647.  
        13.8        0.70      0.7018      0.1141      0.1131       0.002       0.037       0.044       1.731       0.004       0.197      11.579        0.09      13718.  
        14.7        0.74      0.7182      0.1069      0.1104       0.002       0.036       0.041       1.691       0.004       0.184      11.109        0.09      13793.  
        15.7        0.79      0.7316      0.0995      0.1072       0.002       0.035       0.039       1.641       0.004       0.171      10.650        0.09      13873.  
        16.6        0.83      0.7422      0.0919      0.1033       0.002       0.033       0.036       1.582       0.004       0.158      10.205        0.09      13957.  
        17.5        0.88      0.7512      0.0844      0.0989       0.002       0.032       0.033       1.515       0.004       0.145       9.785        0.09      14046.  
        18.4        0.93      0.7591      0.0770      0.0940       0.002       0.030       0.030       1.439       0.003       0.133       9.394        0.09      14138.  
        19.4        0.97      0.7639      0.0694      0.0884       0.002       0.029       0.027       1.353       0.003       0.119       9.003        0.09      14235.  
        20.3        1.02      0.7650      0.0616      0.0821       0.002       0.027       0.024       1.258       0.003       0.106       8.606        0.09      14336.  
        21.2        1.07      0.7615      0.0535      0.0749       0.002       0.024       0.021       1.147       0.003       0.092       8.194        0.09      14441.  
        22.1        1.11      0.7513      0.0450      0.0666       0.001       0.022       0.017       1.020       0.002       0.078       7.747        0.09      14549.  
        23.0        1.16      0.7302      0.0363      0.0576       0.001       0.019       0.014       0.882       0.002       0.063       7.228        0.09      14662.  
        24.0        1.20      0.6893      0.0274      0.0480       0.001       0.016       0.011       0.734       0.002       0.047       6.561        0.09      14778.  
        24.9        1.25      0.6103      0.0184      0.0378       0.001       0.012       0.007       0.578       0.001       0.032       5.594        0.09      14897.  
        25.8        1.30      0.4430      0.0092      0.0271       0.001       0.009       0.004       0.415       0.001       0.016       3.915        0.09      15020.  
        26.7        1.34     -0.0033      0.0000      0.0161       0.000       0.005       0.000       0.247       0.001       0.000      -0.028        0.09      15147.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1342      0.0724       0.003       0.037       0.081       2.165       0.004       0.361      17.006        0.10      16446.  
         1.1        0.05      0.0821      0.1343      0.0753       0.003       0.038       0.081       2.253       0.004       0.361      16.357        0.10      16449.  
         2.3        0.09      0.1578      0.1345      0.0785       0.003       0.040       0.081       2.347       0.004       0.362      15.720        0.10      16459.  
         3.4        0.14      0.2275      0.1346      0.0818       0.003       0.041       0.081       2.445       0.005       0.362      15.104        0.10      16475.  
         4.6        0.18      0.2914      0.1347      0.0852       0.003       0.043       0.081       2.547       0.005       0.362      14.510        0.10      16497.  
         5.7        0.23      0.3499      0.1346      0.0886       0.004       0.045       0.081       2.650       0.005       0.362      13.940        0.10      16525.  
         6.9        0.28      0.4034      0.1345      0.0922       0.004       0.047       0.081       2.756       0.005       0.362      13.392        0.10      16559.  
         8.0        0.32      0.4522      0.1342      0.0957       0.004       0.048       0.081       2.863       0.005       0.361      12.867        0.10      16600.  
         9.2        0.37      0.4966      0.1337      0.0992       0.004       0.050       0.081       2.967       0.006       0.360      12.365        0.10      16646.  
        10.3        0.41      0.5370      0.1327      0.1024       0.004       0.052       0.080       3.063       0.006       0.357      11.886        0.11      16699.  
        11.5        0.46      0.5734      0.1312      0.1054       0.004       0.053       0.079       3.153       0.006       0.353      11.422        0.11      16758.  
        12.6        0.51      0.6059      0.1293      0.1081       0.004       0.055       0.078       3.234       0.006       0.348      10.971        0.11      16822.  
        13.7        0.55      0.6345      0.1268      0.1105       0.004       0.056       0.077       3.305       0.006       0.341      10.532        0.11      16893.  
        14.9        0.60      0.6592      0.1238      0.1125       0.005       0.057       0.075       3.364       0.006       0.333      10.100        0.11      16969.  
        16.0        0.64      0.6809      0.1199      0.1136       0.005       0.057       0.073       3.397       0.006       0.323       9.687        0.11      17051.  
        17.2        0.69      0.7000      0.1148      0.1133       0.005       0.057       0.069       3.389       0.006       0.309       9.296        0.11      17139.  
        18.3        0.74      0.7166      0.1078      0.1109       0.004       0.056       0.065       3.316       0.006       0.290       8.921        0.11      17232.  
        19.5        0.78      0.7302      0.1006      0.1079       0.004       0.055       0.061       3.228       0.006       0.271       8.556        0.11      17331.  
        20.6        0.83      0.7411      0.0933      0.1044       0.004       0.053       0.056       3.122       0.006       0.251       8.201        0.11      17435.  
        21.8        0.88      0.7502      0.0857      0.1000       0.004       0.051       0.052       2.992       0.006       0.231       7.865        0.11      17544.  
        22.9        0.92      0.7585      0.0780      0.0947       0.004       0.048       0.047       2.833       0.005       0.210       7.554        0.11      17659.  
        24.0        0.97      0.7636      0.0701      0.0888       0.004       0.045       0.042       2.656       0.005       0.189       7.243        0.11      17778.  
        25.2        1.01      0.7649      0.0620      0.0822       0.003       0.042       0.038       2.458       0.005       0.167       6.926        0.11      17903.  
        26.3        1.06      0.7615      0.0538      0.0748       0.003       0.038       0.033       2.237       0.004       0.145       6.595        0.11      18033.  
        27.5        1.11      0.7516      0.0452      0.0665       0.003       0.034       0.027       1.989       0.004       0.122       6.238        0.11      18167.  
        28.6        1.15      0.7311      0.0365      0.0575       0.002       0.029       0.022       1.719       0.003       0.098       5.825        0.11      18306.  
        29.8        1.20      0.6912      0.0276      0.0478       0.002       0.024       0.017       1.429       0.003       0.074       5.295        0.11      18449.  
        30.9        1.24      0.6136      0.0185      0.0375       0.002       0.019       0.011       1.123       0.002       0.050       4.527        0.11      18597.  
        32.1        1.29      0.4482      0.0093      0.0268       0.001       0.014       0.006       0.802       0.002       0.025       3.189        0.11      18749.  
        33.2        1.34     -0.0015      0.0000      0.0157       0.001       0.008       0.000       0.471       0.001       0.000      -0.010        0.11      18906.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1342      0.0724       0.005       0.053       0.117       3.740       0.006       0.520      14.175        0.12      19736.  
         1.4        0.05      0.0818      0.1343      0.0753       0.005       0.055       0.117       3.892       0.006       0.520      13.636        0.12      19739.  
         2.7        0.09      0.1573      0.1345      0.0784       0.005       0.057       0.117       4.054       0.006       0.521      13.108        0.13      19751.  
         4.1        0.14      0.2267      0.1346      0.0817       0.006       0.059       0.117       4.223       0.007       0.522      12.595        0.13      19769.  
         5.5        0.18      0.2904      0.1347      0.0851       0.006       0.062       0.117       4.398       0.007       0.522      12.102        0.13      19795.  
         6.8        0.23      0.3488      0.1347      0.0886       0.006       0.064       0.117       4.576       0.007       0.522      11.628        0.13      19829.  
         8.2        0.28      0.4022      0.1346      0.0921       0.006       0.067       0.117       4.759       0.008       0.521      11.172        0.13      19870.  
         9.6        0.32      0.4509      0.1343      0.0956       0.007       0.070       0.117       4.943       0.008       0.520      10.735        0.13      19918.  
        10.9        0.37      0.4952      0.1337      0.0991       0.007       0.072       0.117       5.122       0.008       0.518      10.318        0.13      19974.  
        12.3        0.41      0.5356      0.1328      0.1024       0.007       0.075       0.116       5.290       0.008       0.515       9.919        0.13      20036.  
        13.7        0.46      0.5719      0.1314      0.1054       0.007       0.077       0.114       5.446       0.009       0.509       9.533        0.13      20106.  
        15.1        0.50      0.6043      0.1295      0.1081       0.007       0.079       0.113       5.587       0.009       0.502       9.157        0.13      20183.  
        16.4        0.55      0.6329      0.1271      0.1105       0.008       0.080       0.111       5.712       0.009       0.492       8.791        0.13      20267.  
        17.8        0.60      0.6576      0.1241      0.1125       0.008       0.082       0.108       5.816       0.009       0.481       8.432        0.13      20358.  
        19.2        0.64      0.6794      0.1202      0.1137       0.008       0.083       0.105       5.874       0.009       0.466       8.089        0.13      20456.  
        20.5        0.69      0.6988      0.1152      0.1134       0.008       0.083       0.100       5.860       0.009       0.446       7.765        0.13      20560.  
        21.9        0.73      0.7155      0.1082      0.1110       0.008       0.081       0.094       5.735       0.009       0.419       7.454        0.13      20671.  
        23.3        0.78      0.7293      0.1010      0.1080       0.007       0.079       0.088       5.580       0.009       0.391       7.151        0.13      20789.  
        24.6        0.83      0.7404      0.0936      0.1044       0.007       0.076       0.082       5.396       0.009       0.363       6.856        0.13      20913.  
        26.0        0.87      0.7495      0.0861      0.1001       0.007       0.073       0.075       5.172       0.008       0.333       6.575        0.13      21043.  
        27.4        0.92      0.7579      0.0783      0.0948       0.007       0.069       0.068       4.897       0.008       0.303       6.316        0.13      21179.  
        28.7        0.96      0.7632      0.0704      0.0888       0.006       0.065       0.061       4.590       0.007       0.273       6.058        0.13      21322.  
        30.1        1.01      0.7647      0.0623      0.0822       0.006       0.060       0.054       4.248       0.007       0.241       5.794        0.13      21470.  
        31.5        1.06      0.7616      0.0540      0.0748       0.005       0.054       0.047       3.868       0.006       0.209       5.519        0.13      21624.  
        32.8        1.10      0.7520      0.0455      0.0666       0.005       0.048       0.040       3.439       0.005       0.176       5.222        0.13      21784.  
        34.2        1.15      0.7320      0.0367      0.0575       0.004       0.042       0.032       2.970       0.005       0.142       4.880        0.13      21949.  
        35.6        1.19      0.6929      0.0277      0.0477       0.003       0.035       0.024       2.467       0.004       0.107       4.442        0.13      22120.  
        36.9        1.24      0.6164      0.0186      0.0374       0.003       0.027       0.016       1.933       0.003       0.072       3.805        0.13      22296.  
        38.3        1.28      0.4522      0.0094      0.0266       0.002       0.019       0.008       1.375       0.002       0.036       2.692        0.13      22478.  
        39.7        1.33     -0.0025      0.0000      0.0154       0.001       0.011       0.000       0.798       0.001       0.000      -0.014        0.14      22664.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1342      0.0724       0.008       0.072       0.159       5.939       0.008       0.708      12.150        0.15      23025.  
         1.6        0.05      0.0815      0.1343      0.0753       0.008       0.075       0.159       6.179       0.008       0.708      11.690        0.15      23029.  
         3.2        0.09      0.1568      0.1345      0.0784       0.009       0.078       0.159       6.435       0.009       0.709      11.238        0.15      23042.  
         4.8        0.14      0.2259      0.1346      0.0817       0.009       0.081       0.160       6.704       0.009       0.710      10.799        0.15      23064.  
         6.4        0.18      0.2895      0.1347      0.0851       0.009       0.084       0.160       6.981       0.010       0.710      10.377        0.15      23094.  
         8.0        0.23      0.3477      0.1347      0.0885       0.010       0.088       0.160       7.265       0.010       0.710       9.971        0.15      23133.  
         9.5        0.27      0.4010      0.1346      0.0921       0.010       0.091       0.160       7.555       0.010       0.710       9.582        0.15      23180.  
        11.1        0.32      0.4496      0.1343      0.0956       0.011       0.095       0.159       7.846       0.011       0.709       9.209        0.15      23236.  
        12.7        0.37      0.4939      0.1338      0.0991       0.011       0.098       0.159       8.131       0.011       0.706       8.853        0.15      23300.  
        14.3        0.41      0.5343      0.1329      0.1023       0.011       0.101       0.158       8.398       0.011       0.701       8.512        0.15      23373.  
        15.9        0.46      0.5707      0.1315      0.1054       0.012       0.104       0.156       8.646       0.012       0.694       8.182        0.15      23454.  
