         13x5.5E                  (13x55E.dat)                                 09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
         4.1        0.34      0.5858      0.0505      0.0289       0.001       0.053       0.045                                                                          
         4.4        0.36      0.5986      0.0470      0.0280       0.001       0.052       0.042                                                                          
         4.6        0.38      0.6092      0.0435      0.0270       0.001       0.050       0.039                                                                          
         4.9        0.40      0.6170      0.0399      0.0258       0.001       0.048       0.036                                                                          
         5.1        0.42      0.6221      0.0362      0.0244       0.001       0.045       0.032                                                                          
         5.4        0.44      0.6239      0.0325      0.0230       0.001       0.042       0.029                                                                          
         5.7        0.46      0.6228      0.0287      0.0213       0.001       0.039       0.026                                                                          
         5.9        0.48      0.6165      0.0248      0.0194       0.001       0.036       0.022                                                                          
         6.2        0.50      0.6018      0.0208      0.0174       0.001       0.032       0.019                                                                          
         6.4        0.52      0.5749      0.0168      0.0154       0.000       0.028       0.015                                                                          
         6.7        0.55      0.5285      0.0128      0.0132       0.000       0.024       0.011                                                                          
         6.9        0.57      0.4475      0.0086      0.0109       0.000       0.020       0.008                                                                          
         7.2        0.59      0.2976      0.0043      0.0086       0.000       0.016       0.004                                                                          
         7.5        0.61     -0.0023      0.0000      0.0063       0.000       0.012       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0893      0.0330       0.008       0.244       0.320                                                                          
         0.5        0.02      0.0555      0.0877      0.0331       0.008       0.245       0.314                                                                          
         1.0        0.04      0.1086      0.0861      0.0333       0.008       0.246       0.309                                                                          
         1.5        0.06      0.1593      0.0844      0.0333       0.008       0.246       0.302                                                                          
         2.1        0.08      0.2075      0.0825      0.0334       0.008       0.247       0.296                                                                          
         2.6        0.10      0.2532      0.0806      0.0334       0.008       0.247       0.289                                                                          
         3.1        0.13      0.2965      0.0785      0.0333       0.008       0.246       0.281                                                                          
         3.6        0.15      0.3373      0.0763      0.0332       0.008       0.245       0.273                                                                          
         4.1        0.17      0.3756      0.0740      0.0331       0.008       0.244       0.265                                                                          
         4.6        0.19      0.4115      0.0715      0.0328       0.008       0.242       0.256                                                                          
         5.1        0.21      0.4448      0.0689      0.0325       0.008       0.240       0.247                                                                          
         5.7        0.23      0.4756      0.0662      0.0321       0.008       0.237       0.237                                                                          
         6.2        0.25      0.5038      0.0634      0.0317       0.007       0.234       0.227                                                                          
         6.7        0.27      0.5293      0.0604      0.0311       0.007       0.230       0.216                                                                          
         7.2        0.29      0.5520      0.0572      0.0304       0.007       0.225       0.205                                                                          
         7.7        0.31      0.5703      0.0539      0.0297       0.007       0.220       0.193                                                                          
         8.2        0.34      0.5858      0.0505      0.0290       0.007       0.214       0.181                                                                          
         8.7        0.36      0.5987      0.0471      0.0281       0.007       0.207       0.169                                                                          
         9.3        0.38      0.6093      0.0436      0.0270       0.006       0.200       0.156                                                                          
         9.8        0.40      0.6172      0.0400      0.0258       0.006       0.191       0.143                                                                          
        10.3        0.42      0.6223      0.0363      0.0245       0.006       0.181       0.130                                                                          
        10.8        0.44      0.6240      0.0325      0.0230       0.005       0.170       0.117                                                                          
        11.3        0.46      0.6229      0.0287      0.0213       0.005       0.157       0.103                                                                          
        11.8        0.48      0.6167      0.0248      0.0194       0.005       0.144       0.089                                                                          
        12.4        0.50      0.6020      0.0209      0.0175       0.004       0.129       0.075                                                                          
        12.9        0.52      0.5750      0.0169      0.0154       0.004       0.114       0.060                                                                          
        13.4        0.55      0.5286      0.0128      0.0132       0.003       0.097       0.046                                                                          
        13.9        0.57      0.4476      0.0086      0.0109       0.003       0.080       0.031                                                                          
        14.4        0.59      0.2981      0.0044      0.0086       0.002       0.063       0.016                                                                          
        14.9        0.61     -0.0037      0.0000      0.0063       0.001       0.047       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0894      0.0323       0.026       0.537       0.721                                                                          
         0.8        0.02      0.0568      0.0878      0.0325       0.026       0.539       0.708                                                                          
         1.5        0.04      0.1109      0.0862      0.0326       0.026       0.542       0.695                                                                          
         2.3        0.06      0.1624      0.0845      0.0327       0.026       0.544       0.681                                                                          
         3.1        0.08      0.2112      0.0826      0.0328       0.026       0.546       0.666                                                                          
         3.9        0.10      0.2574      0.0807      0.0329       0.026       0.546       0.651                                                                          
         4.6        0.13      0.3010      0.0786      0.0329       0.026       0.546       0.634                                                                          
         5.4        0.15      0.3422      0.0764      0.0328       0.026       0.545       0.616                                                                          
         6.2        0.17      0.3808      0.0741      0.0326       0.026       0.543       0.597                                                                          
         6.9        0.19      0.4170      0.0716      0.0324       0.026       0.539       0.578                                                                          
         7.7        0.21      0.4504      0.0691      0.0322       0.025       0.535       0.557                                                                          
         8.5        0.23      0.4804      0.0664      0.0319       0.025       0.530       0.535                                                                          
         9.3        0.25      0.5073      0.0635      0.0315       0.025       0.524       0.512                                                                          
        10.0        0.27      0.5311      0.0605      0.0311       0.025       0.516       0.488                                                                          
        10.8        0.29      0.5520      0.0573      0.0305       0.024       0.507       0.462                                                                          
        11.6        0.31      0.5700      0.0541      0.0298       0.024       0.496       0.436                                                                          
        12.3        0.34      0.5857      0.0507      0.0291       0.023       0.483       0.409                                                                          
        13.1        0.36      0.5989      0.0473      0.0282       0.022       0.468       0.381                                                                          
        13.9        0.38      0.6095      0.0438      0.0271       0.021       0.451       0.353                                                                          
        14.7        0.40      0.6174      0.0402      0.0259       0.021       0.431       0.324                                                                          
        15.4        0.42      0.6226      0.0365      0.0246       0.019       0.408       0.294                                                                          
        16.2        0.44      0.6243      0.0327      0.0231       0.018       0.383       0.264                                                                          
        17.0        0.46      0.6231      0.0289      0.0214       0.017       0.355       0.233                                                                          
        17.7        0.48      0.6175      0.0250      0.0195       0.015       0.324       0.201                                                                          
        18.5        0.50      0.6031      0.0210      0.0175       0.014       0.291       0.169                                                                          
        19.3        0.52      0.5757      0.0169      0.0154       0.012       0.256       0.137                                                                          
        20.1        0.55      0.5281      0.0128      0.0132       0.010       0.220       0.103                                                                          
        20.8        0.57      0.4455      0.0086      0.0110       0.009       0.182       0.070                                                                          
        21.6        0.59      0.2943      0.0043      0.0087       0.007       0.144       0.035                                                                          
        22.4        0.61     -0.0015      0.0000      0.0065       0.005       0.107       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0897      0.0318       0.060       0.939       1.286                                                                          
         1.0        0.02      0.0578      0.0882      0.0320       0.060       0.946       1.264                                                                          
         2.1        0.04      0.1129      0.0865      0.0322       0.060       0.951       1.241                                                                          
         3.1        0.06      0.1653      0.0848      0.0323       0.061       0.955       1.216                                                                          
         4.1        0.08      0.2150      0.0830      0.0324       0.061       0.957       1.189                                                                          
         5.1        0.10      0.2621      0.0810      0.0324       0.061       0.958       1.161                                                                          
         6.2        0.13      0.3066      0.0789      0.0324       0.061       0.958       1.131                                                                          
         7.2        0.15      0.3486      0.0767      0.0323       0.061       0.955       1.099                                                                          
         8.2        0.17      0.3882      0.0744      0.0322       0.060       0.951       1.066                                                                          
         9.3        0.19      0.4252      0.0719      0.0320       0.060       0.944       1.031                                                                          
        10.3        0.21      0.4596      0.0693      0.0317       0.059       0.936       0.994                                                                          
        11.3        0.23      0.4906      0.0666      0.0314       0.059       0.926       0.955                                                                          
        12.4        0.25      0.5186      0.0637      0.0310       0.058       0.915       0.914                                                                          
        13.4        0.27      0.5437      0.0607      0.0305       0.057       0.901       0.871                                                                          
        14.4        0.29      0.5660      0.0575      0.0299       0.056       0.883       0.825                                                                          
        15.4        0.31      0.5855      0.0543      0.0292       0.055       0.863       0.778                                                                          
        16.5        0.34      0.6026      0.0509      0.0284       0.053       0.839       0.730                                                                          
        17.5        0.36      0.6173      0.0475      0.0275       0.051       0.811       0.681                                                                          
        18.5        0.38      0.6289      0.0440      0.0264       0.050       0.780       0.630                                                                          
        19.6        0.40      0.6376      0.0403      0.0252       0.047       0.746       0.578                                                                          
        20.6        0.42      0.6435      0.0366      0.0239       0.045       0.706       0.525                                                                          
        21.6        0.44      0.6460      0.0328      0.0224       0.042       0.662       0.471                                                                          
        22.7        0.46      0.6452      0.0290      0.0208       0.039       0.613       0.416                                                                          
        23.7        0.48      0.6396      0.0251      0.0189       0.035       0.559       0.359                                                                          
        24.7        0.50      0.6245      0.0211      0.0170       0.032       0.502       0.302                                                                          
        25.7        0.52      0.5963      0.0170      0.0150       0.028       0.442       0.244                                                                          
        26.8        0.55      0.5479      0.0129      0.0128       0.024       0.379       0.185                                                                          
        27.8        0.57      0.4636      0.0087      0.0106       0.020       0.313       0.124                                                                          
        28.8        0.59      0.3072      0.0043      0.0083       0.016       0.246       0.062                                                                          
        29.9        0.61     -0.0026      0.0000      0.0061       0.011       0.181       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0902      0.0310       0.114       1.433       2.020                                                                          
         1.3        0.02      0.0595      0.0887      0.0313       0.115       1.445       1.986                                                                          
         2.6        0.04      0.1162      0.0870      0.0315       0.115       1.452       1.949                                                                          
         3.9        0.06      0.1701      0.0853      0.0316       0.116       1.458       1.910                                                                          
         5.2        0.08      0.2213      0.0834      0.0317       0.116       1.462       1.868                                                                          
         6.4        0.11      0.2698      0.0814      0.0317       0.116       1.463       1.824                                                                          
         7.7        0.13      0.3157      0.0793      0.0317       0.116       1.462       1.777                                                                          
         9.0        0.15      0.3591      0.0771      0.0316       0.116       1.458       1.727                                                                          
        10.3        0.17      0.4000      0.0748      0.0314       0.115       1.450       1.675                                                                          
        11.6        0.19      0.4383      0.0723      0.0312       0.114       1.440       1.620                                                                          
        12.9        0.21      0.4740      0.0697      0.0309       0.113       1.426       1.561                                                                          
        14.2        0.23      0.5067      0.0670      0.0305       0.112       1.410       1.500                                                                          
        15.5        0.25      0.5366      0.0641      0.0301       0.110       1.390       1.436                                                                          
        16.7        0.27      0.5638      0.0611      0.0296       0.108       1.365       1.368                                                                          
        18.0        0.29      0.5883      0.0579      0.0289       0.106       1.336       1.297                                                                          
        19.3        0.32      0.6102      0.0546      0.0282       0.103       1.301       1.223                                                                          
        20.6        0.34      0.6297      0.0512      0.0273       0.100       1.262       1.147                                                                          
        21.9        0.36      0.6463      0.0478      0.0264       0.097       1.219       1.070                                                                          
        23.2        0.38      0.6597      0.0442      0.0254       0.093       1.170       0.991                                                                          
        24.5        0.40      0.6697      0.0406      0.0242       0.089       1.117       0.909                                                                          
        25.8        0.42      0.6764      0.0369      0.0229       0.084       1.057       0.826                                                                          
        27.0        0.44      0.6797      0.0331      0.0215       0.079       0.991       0.741                                                                          
        28.3        0.46      0.6791      0.0292      0.0199       0.073       0.917       0.654                                                                          
        29.6        0.48      0.6725      0.0253      0.0181       0.066       0.837       0.566                                                                          
        30.9        0.50      0.6561      0.0212      0.0163       0.060       0.753       0.475                                                                          
        32.2        0.53      0.6268      0.0171      0.0143       0.053       0.662       0.384                                                                          
        33.5        0.55      0.5768      0.0130      0.0123       0.045       0.566       0.290                                                                          
        34.8        0.57      0.4899      0.0087      0.0101       0.037       0.466       0.195                                                                          
        36.1        0.59      0.3274      0.0044      0.0079       0.029       0.363       0.098                                                                          
        37.3        0.61     -0.0035      0.0000      0.0057       0.021       0.262      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0906      0.0314       0.199       2.089       2.921                                                                          
         1.5        0.02      0.0601      0.0891      0.0311       0.197       2.071       2.875                                                                          
         3.1        0.04      0.1176      0.0875      0.0313       0.198       2.079       2.822                                                                          
         4.6        0.06      0.1724      0.0857      0.0314       0.198       2.085       2.765                                                                          
         6.2        0.08      0.2245      0.0839      0.0314       0.199       2.088       2.705                                                                          
         7.7        0.11      0.2740      0.0819      0.0314       0.199       2.087       2.641                                                                          
         9.3        0.13      0.3209      0.0798      0.0313       0.198       2.083       2.573                                                                          
        10.8        0.15      0.3654      0.0776      0.0312       0.198       2.075       2.501                                                                          
        12.4        0.17      0.4074      0.0752      0.0310       0.196       2.062       2.425                                                                          
        13.9        0.19      0.4470      0.0727      0.0308       0.195       2.045       2.345                                                                          
        15.5        0.21      0.4840      0.0701      0.0304       0.193       2.024       2.261                                                                          
        17.0        0.23      0.5181      0.0674      0.0301       0.190       1.998       2.173                                                                          
        18.6        0.25      0.5496      0.0645      0.0296       0.187       1.967       2.080                                                                          
        20.1        0.27      0.5785      0.0614      0.0290       0.184       1.929       1.982                                                                          
        21.6        0.29      0.6048      0.0582      0.0283       0.179       1.883       1.878                                                                          
        23.2        0.32      0.6284      0.0549      0.0276       0.174       1.832       1.772                                                                          
        24.7        0.34      0.6496      0.0516      0.0267       0.169       1.774       1.663                                                                          
        26.3        0.36      0.6681      0.0481      0.0257       0.163       1.710       1.552                                                                          
        27.8        0.38      0.6834      0.0445      0.0247       0.156       1.639       1.437                                                                          
        29.4        0.40      0.6949      0.0409      0.0235       0.149       1.562       1.319                                                                          
        30.9        0.42      0.7027      0.0371      0.0222       0.141       1.477       1.198                                                                          
        32.5        0.44      0.7067      0.0333      0.0208       0.132       1.383       1.075                                                                          
        34.0        0.46      0.7062      0.0294      0.0193       0.122       1.280       0.949                                                                          
        35.6        0.48      0.6989      0.0254      0.0176       0.111       1.170       0.821                                                                          
        37.1        0.50      0.6824      0.0214      0.0158       0.100       1.050       0.690                                                                          
        38.7        0.53      0.6528      0.0173      0.0139       0.088       0.923       0.557                                                                          
        40.2        0.55      0.6023      0.0131      0.0118       0.075       0.788       0.421                                                                          
        41.7        0.57      0.5131      0.0088      0.0097       0.061       0.644       0.283                                                                          
        43.3        0.59      0.3462      0.0044      0.0075       0.047       0.499       0.142                                                                          
        44.8        0.61     -0.0015      0.0000      0.0053       0.034       0.355       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0907      0.0336       0.338       3.043       3.983                                                                          
         1.8        0.02      0.0568      0.0893      0.0331       0.332       2.990       3.921                                                                          
         3.6        0.04      0.1120      0.0877      0.0329       0.331       2.978       3.850                                                                          
         5.4        0.06      0.1654      0.0860      0.0328       0.329       2.965       3.773                                                                          
         7.2        0.08      0.2169      0.0841      0.0326       0.328       2.950       3.692                                                                          
         9.0        0.11      0.2663      0.0821      0.0324       0.326       2.933       3.606                                                                          
        10.8        0.13      0.3138      0.0801      0.0322       0.323       2.911       3.515                                                                          
        12.6        0.15      0.3593      0.0779      0.0319       0.320       2.885       3.418                                                                          
        14.4        0.17      0.4028      0.0755      0.0315       0.317       2.853       3.316                                                                          
        16.2        0.19      0.4442      0.0731      0.0311       0.313       2.816       3.209                                                                          
        18.0        0.21      0.4835      0.0705      0.0306       0.308       2.773       3.095                                                                          
        19.8        0.23      0.5200      0.0678      0.0301       0.303       2.727       2.976                                                                          
        21.7        0.25      0.5536      0.0649      0.0296       0.297       2.676       2.850                                                                          
        23.5        0.27      0.5843      0.0619      0.0289       0.291       2.619       2.717                                                                          
        25.3        0.29      0.6119      0.0587      0.0282       0.284       2.553       2.576                                                                          
        27.1        0.32      0.6366      0.0554      0.0274       0.276       2.481       2.431                                                                          
        28.9        0.34      0.6588      0.0520      0.0265       0.267       2.401       2.282                                                                          
        30.7        0.36      0.6785      0.0485      0.0255       0.257       2.311       2.129                                                                          
        32.5        0.38      0.6951      0.0449      0.0245       0.246       2.212       1.972                                                                          
        34.3        0.40      0.7080      0.0413      0.0233       0.234       2.105       1.811                                                                          
        36.1        0.42      0.7173      0.0375      0.0220       0.221       1.988       1.646                                                                          
        37.9        0.44      0.7225      0.0336      0.0205       0.206       1.859       1.476                                                                          
        39.7        0.46      0.7226      0.0297      0.0190       0.191       1.719       1.303                                                                          
        41.5        0.48      0.7165      0.0257      0.0173       0.174       1.567       1.127                                                                          
        43.3        0.50      0.7016      0.0216      0.0155       0.156       1.405       0.948                                                                          
        45.1        0.53      0.6734      0.0174      0.0136       0.137       1.231       0.765                                                                          
        46.9        0.55      0.6239      0.0132      0.0116       0.116       1.045       0.579                                                                          
        48.7        0.57      0.5354      0.0089      0.0094       0.094       0.851       0.389                                                                          
        50.5        0.59      0.3644      0.0045      0.0072       0.073       0.653       0.196                                                                          
        52.3        0.61     -0.0021      0.0000      0.0051       0.051       0.458      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0911      0.0357       0.536       4.221       5.221                                                                          
         2.1        0.02      0.0540      0.0896      0.0349       0.523       4.124       5.140                                                                          
         4.1        0.04      0.1072      0.0881      0.0345       0.518       4.081       5.050                                                                          
         6.2        0.06      0.1594      0.0863      0.0342       0.513       4.038       4.950                                                                          
         8.3        0.08      0.2101      0.0845      0.0338       0.507       3.997       4.845                                                                          
        10.3        0.11      0.2596      0.0826      0.0334       0.502       3.951       4.734                                                                          
        12.4        0.13      0.3074      0.0805      0.0330       0.496       3.904       4.615                                                                          
        14.4        0.15      0.3536      0.0783      0.0326       0.489       3.852       4.490                                                                          
        16.5        0.17      0.3983      0.0760      0.0321       0.481       3.793       4.358                                                                          
        18.6        0.19      0.4415      0.0736      0.0315       0.473       3.727       4.218                                                                          
        20.6        0.21      0.4828      0.0710      0.0309       0.464       3.654       4.071                                                                          
        22.7        0.23      0.5215      0.0683      0.0303       0.454       3.580       3.916                                                                          
        24.8        0.25      0.5569      0.0654      0.0296       0.445       3.504       3.752                                                                          
        26.8        0.27      0.5892      0.0624      0.0290       0.434       3.422       3.579                                                                          
        28.9        0.29      0.6180      0.0592      0.0282       0.423       3.332       3.394                                                                          
        30.9        0.32      0.6436      0.0559      0.0274       0.411       3.235       3.203                                                                          
        33.0        0.34      0.6668      0.0524      0.0265       0.397       3.126       3.006                                                                          
        35.1        0.36      0.6875      0.0489      0.0254       0.382       3.006       2.805                                                                          
        37.1        0.38      0.7053      0.0453      0.0243       0.365       2.874       2.598                                                                          
        39.2        0.40      0.7195      0.0416      0.0231       0.347       2.730       2.386                                                                          
        41.3        0.42      0.7297      0.0378      0.0218       0.327       2.576       2.169                                                                          
        43.3        0.44      0.7360      0.0340      0.0204       0.306       2.407       1.947                                                                          
        45.4        0.46      0.7374      0.0300      0.0188       0.282       2.223       1.720                                                                          
        47.4        0.48      0.7326      0.0260      0.0171       0.257       2.025       1.488                                                                          
        49.5        0.50      0.7191      0.0218      0.0153       0.230       1.811       1.252                                                                          
        51.6        0.53      0.6927      0.0177      0.0134       0.201       1.584       1.013                                                                          
        53.6        0.55      0.6446      0.0134      0.0113       0.170       1.340       0.766                                                                          
        55.7        0.57      0.5565      0.0090      0.0092       0.138       1.084       0.516                                                                          
        57.8        0.59      0.3819      0.0045      0.0070       0.105       0.825       0.260                                                                          
        59.8        0.61     -0.0032      0.0000      0.0048       0.072       0.571      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0916      0.0380       0.811       5.679       6.648                                                                          
         2.3        0.02      0.0515      0.0902      0.0369       0.787       5.513       6.547                                                                          
         4.6        0.04      0.1028      0.0886      0.0363       0.774       5.423       6.432                                                                          
         7.0        0.06      0.1536      0.0869      0.0357       0.762       5.339       6.307                                                                          
         9.3        0.08      0.2037      0.0851      0.0352       0.751       5.257       6.175                                                                          
        11.6        0.11      0.2528      0.0832      0.0346       0.739       5.174       6.034                                                                          
        13.9        0.13      0.3009      0.0811      0.0340       0.726       5.087       5.885                                                                          
        16.3        0.15      0.3480      0.0789      0.0334       0.713       4.994       5.727                                                                          
        18.6        0.17      0.3940      0.0766      0.0327       0.699       4.895       5.560                                                                          
        20.9        0.19      0.4386      0.0742      0.0320       0.684       4.789       5.384                                                                          
        23.2        0.21      0.4819      0.0716      0.0313       0.668       4.677       5.199                                                                          
        25.5        0.23      0.5224      0.0689      0.0305       0.652       4.567       5.003                                                                          
        27.9        0.25      0.5595      0.0661      0.0298       0.637       4.459       4.795                                                                          
        30.2        0.27      0.5931      0.0630      0.0291       0.621       4.347       4.575                                                                          
        32.5        0.29      0.6230      0.0598      0.0283       0.604       4.227       4.339                                                                          
        34.8        0.32      0.6495      0.0564      0.0274       0.585       4.100       4.095                                                                          
        37.1        0.34      0.6736      0.0530      0.0265       0.565       3.958       3.844                                                                          
        39.5        0.36      0.6954      0.0494      0.0254       0.543       3.801       3.587                                                                          
        41.8        0.38      0.7143      0.0458      0.0243       0.518       3.630       3.323                                                                          
        44.1        0.40      0.7295      0.0421      0.0230       0.492       3.446       3.052                                                                          
        46.4        0.42      0.7407      0.0382      0.0217       0.464       3.248       2.775                                                                          
        48.8        0.44      0.7481      0.0343      0.0203       0.433       3.033       2.492                                                                          
        51.1        0.46      0.7507      0.0304      0.0187       0.400       2.798       2.203                                                                          
        53.4        0.48      0.7473      0.0263      0.0170       0.363       2.544       1.907                                                                          
        55.7        0.50      0.7353      0.0221      0.0152       0.324       2.271       1.605                                                                          
        58.0        0.53      0.7103      0.0179      0.0132       0.283       1.979       1.297                                                                          
        60.4        0.55      0.6636      0.0135      0.0111       0.238       1.667       0.982                                                                          
        62.7        0.57      0.5760      0.0091      0.0090       0.192       1.342       0.661                                                                          
        65.0        0.59      0.3986      0.0046      0.0068       0.145       1.013       0.333                                                                          
        67.3        0.61     -0.0028      0.0000      0.0046       0.099       0.693      -0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0923      0.0410       1.202       7.575       8.270                                                                          
         2.6        0.02      0.0484      0.0909      0.0395       1.159       7.303       8.147                                                                          
         5.2        0.04      0.0973      0.0893      0.0387       1.133       7.138       8.005                                                                          
         7.7        0.06      0.1463      0.0876      0.0378       1.108       6.982       7.852                                                                          
        10.3        0.08      0.1953      0.0858      0.0370       1.084       6.830       7.690                                                                          
        12.9        0.11      0.2441      0.0839      0.0362       1.059       6.676       7.517                                                                          
        15.5        0.13      0.2928      0.0819      0.0353       1.034       6.518       7.333                                                                          
        18.1        0.15      0.3412      0.0797      0.0344       1.008       6.352       7.139                                                                          
        20.6        0.17      0.3890      0.0774      0.0335       0.981       6.184       6.934                                                                          
        23.2        0.19      0.4355      0.0750      0.0326       0.955       6.020       6.717                                                                          
        25.8        0.21      0.4807      0.0724      0.0317       0.929       5.854       6.488                                                                          
        28.4        0.23      0.5228      0.0697      0.0309       0.904       5.699       6.246                                                                          
        31.0        0.25      0.5614      0.0668      0.0301       0.881       5.552       5.989                                                                          
        33.5        0.27      0.5963      0.0638      0.0293       0.857       5.403       5.715                                                                          
        36.1        0.29      0.6272      0.0605      0.0284       0.833       5.249       5.422                                                                          
        38.7        0.32      0.6544      0.0571      0.0275       0.807       5.086       5.117                                                                          
        41.3        0.34      0.6794      0.0536      0.0266       0.778       4.906       4.804                                                                          
        43.9        0.36      0.7022      0.0500      0.0255       0.747       4.707       4.483                                                                          
        46.4        0.38      0.7222      0.0464      0.0243       0.712       4.489       4.153                                                                          
