         5.5x4.7E                 (55x47E.dat)                                 09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        13.7        0.66      0.7388      0.0783      0.0698       0.002       0.028       0.037                                                                          
        14.5        0.69      0.7498      0.0719      0.0666       0.002       0.027       0.034                                                                          
        15.2        0.73      0.7554      0.0652      0.0632       0.002       0.026       0.030                                                                          
        16.0        0.77      0.7570      0.0585      0.0593       0.002       0.024       0.027                                                                          
        16.8        0.80      0.7559      0.0516      0.0549       0.001       0.022       0.024                                                                          
        17.5        0.84      0.7519      0.0446      0.0499       0.001       0.020       0.021                                                                          
        18.3        0.88      0.7430      0.0375      0.0443       0.001       0.018       0.017                                                                          
        19.0        0.91      0.7295      0.0303      0.0379       0.001       0.015       0.014                                                                          
        19.8        0.95      0.7001      0.0229      0.0311       0.001       0.013       0.011                                                                          
        20.6        0.99      0.6366      0.0154      0.0240       0.001       0.010       0.007                                                                          
        21.3        1.02      0.4864      0.0078      0.0165       0.000       0.007       0.004                                                                          
        22.1        1.06     -0.0019      0.0000      0.0093       0.000       0.004       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1158      0.0650       0.003       0.041       0.084                                                                          
         1.0        0.04      0.0638      0.1159      0.0664       0.003       0.042       0.084                                                                          
         1.9        0.07      0.1250      0.1159      0.0678       0.003       0.043       0.084                                                                          
         2.9        0.11      0.1835      0.1159      0.0693       0.004       0.044       0.084                                                                          
         3.8        0.15      0.2392      0.1159      0.0709       0.004       0.045       0.084                                                                          
         4.8        0.18      0.2924      0.1158      0.0724       0.004       0.046       0.084                                                                          
         5.7        0.22      0.3430      0.1156      0.0740       0.004       0.047       0.084                                                                          
         6.7        0.26      0.3911      0.1153      0.0755       0.004       0.048       0.084                                                                          
         7.6        0.29      0.4367      0.1147      0.0769       0.004       0.049       0.084                                                                          
         8.6        0.33      0.4798      0.1139      0.0781       0.004       0.050       0.083                                                                          
         9.5        0.37      0.5204      0.1126      0.0791       0.004       0.050       0.082                                                                          
        10.5        0.40      0.5586      0.1107      0.0797       0.004       0.051       0.081                                                                          
        11.4        0.44      0.5943      0.1081      0.0799       0.004       0.051       0.079                                                                          
        12.4        0.48      0.6271      0.1048      0.0795       0.004       0.051       0.076                                                                          
        13.3        0.51      0.6568      0.1008      0.0785       0.004       0.050       0.073                                                                          
        14.3        0.55      0.6832      0.0961      0.0772       0.004       0.049       0.070                                                                          
        15.2        0.59      0.7058      0.0908      0.0753       0.004       0.048       0.066                                                                          
        16.2        0.62      0.7239      0.0846      0.0727       0.004       0.046       0.062                                                                          
        17.1        0.66      0.7388      0.0784      0.0698       0.004       0.045       0.057                                                                          
        18.1        0.69      0.7499      0.0719      0.0667       0.003       0.043       0.052                                                                          
        19.0        0.73      0.7555      0.0653      0.0632       0.003       0.040       0.048                                                                          
        20.0        0.77      0.7571      0.0585      0.0594       0.003       0.038       0.043                                                                          
        21.0        0.80      0.7560      0.0517      0.0550       0.003       0.035       0.038                                                                          
        21.9        0.84      0.7520      0.0447      0.0500       0.003       0.032       0.033                                                                          
        22.9        0.88      0.7431      0.0375      0.0443       0.002       0.028       0.027                                                                          
        23.8        0.91      0.7296      0.0303      0.0380       0.002       0.024       0.022                                                                          
        24.8        0.95      0.7002      0.0229      0.0311       0.002       0.020       0.017                                                                          
        25.7        0.99      0.6366      0.0154      0.0240       0.001       0.015       0.011                                                                          
        26.7        1.02      0.4860      0.0078      0.0164       0.001       0.010       0.006                                                                          
        27.6        1.06     -0.0015      0.0000      0.0093       0.000       0.006       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1158      0.0650       0.006       0.060       0.122                                                                          
         1.1        0.04      0.0638      0.1159      0.0664       0.006       0.061       0.122                                                                          
         2.3        0.07      0.1249      0.1159      0.0679       0.006       0.062       0.122                                                                          
         3.4        0.11      0.1833      0.1159      0.0694       0.006       0.064       0.122                                                                          
         4.6        0.15      0.2391      0.1159      0.0709       0.006       0.065       0.122                                                                          
         5.7        0.18      0.2922      0.1158      0.0725       0.006       0.067       0.122                                                                          
         6.9        0.22      0.3428      0.1156      0.0740       0.006       0.068       0.121                                                                          
         8.0        0.26      0.3908      0.1153      0.0755       0.007       0.069       0.121                                                                          
         9.1        0.29      0.4364      0.1148      0.0769       0.007       0.071       0.120                                                                          
        10.3        0.33      0.4795      0.1139      0.0782       0.007       0.072       0.120                                                                          
        11.4        0.37      0.5202      0.1126      0.0792       0.007       0.073       0.118                                                                          
        12.6        0.40      0.5584      0.1108      0.0798       0.007       0.073       0.116                                                                          
        13.7        0.44      0.5941      0.1082      0.0800       0.007       0.073       0.114                                                                          
        14.9        0.48      0.6269      0.1050      0.0796       0.007       0.073       0.110                                                                          
        16.0        0.51      0.6567      0.1009      0.0786       0.007       0.072       0.106                                                                          
        17.1        0.55      0.6830      0.0962      0.0773       0.007       0.071       0.101                                                                          
        18.3        0.59      0.7057      0.0909      0.0753       0.007       0.069       0.095                                                                          
        19.4        0.62      0.7239      0.0848      0.0728       0.006       0.067       0.089                                                                          
        20.6        0.66      0.7388      0.0785      0.0699       0.006       0.064       0.082                                                                          
        21.7        0.69      0.7499      0.0720      0.0667       0.006       0.061       0.076                                                                          
        22.9        0.73      0.7556      0.0654      0.0633       0.006       0.058       0.069                                                                          
        24.0        0.77      0.7572      0.0586      0.0595       0.005       0.055       0.062                                                                          
        25.1        0.80      0.7561      0.0517      0.0551       0.005       0.051       0.054                                                                          
        26.3        0.84      0.7521      0.0447      0.0500       0.004       0.046       0.047                                                                          
        27.4        0.88      0.7433      0.0376      0.0444       0.004       0.041       0.039                                                                          
        28.6        0.91      0.7297      0.0303      0.0380       0.003       0.035       0.032                                                                          
        29.7        0.95      0.7005      0.0230      0.0312       0.003       0.029       0.024                                                                          
        30.9        0.99      0.6369      0.0155      0.0240       0.002       0.022       0.016                                                                          
        32.0        1.02      0.4863      0.0078      0.0165       0.001       0.015       0.008                                                                          
        33.1        1.06     -0.0012      0.0000      0.0093       0.001       0.009       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1158      0.0651       0.009       0.081       0.165                                                                          
         1.3        0.04      0.0638      0.1159      0.0665       0.009       0.083       0.165                                                                          
         2.7        0.07      0.1248      0.1159      0.0680       0.009       0.085       0.166                                                                          
         4.0        0.11      0.1832      0.1160      0.0695       0.010       0.087       0.166                                                                          
         5.3        0.15      0.2389      0.1159      0.0710       0.010       0.089       0.166                                                                          
         6.7        0.18      0.2920      0.1158      0.0725       0.010       0.091       0.165                                                                          
         8.0        0.22      0.3426      0.1157      0.0741       0.010       0.093       0.165                                                                          
         9.3        0.26      0.3906      0.1154      0.0756       0.010       0.095       0.165                                                                          
        10.7        0.29      0.4363      0.1148      0.0770       0.011       0.096       0.164                                                                          
        12.0        0.33      0.4794      0.1140      0.0783       0.011       0.098       0.163                                                                          
        13.3        0.37      0.5200      0.1127      0.0793       0.011       0.099       0.161                                                                          
        14.7        0.40      0.5582      0.1109      0.0799       0.011       0.100       0.158                                                                          
        16.0        0.44      0.5939      0.1083      0.0801       0.011       0.100       0.155                                                                          
        17.3        0.48      0.6268      0.1051      0.0797       0.011       0.100       0.150                                                                          
        18.7        0.51      0.6566      0.1010      0.0788       0.011       0.098       0.144                                                                          
        20.0        0.55      0.6830      0.0963      0.0774       0.011       0.097       0.138                                                                          
        21.3        0.59      0.7057      0.0910      0.0755       0.010       0.094       0.130                                                                          
        22.7        0.62      0.7239      0.0849      0.0729       0.010       0.091       0.121                                                                          
        24.0        0.66      0.7389      0.0786      0.0700       0.010       0.088       0.112                                                                          
        25.3        0.69      0.7500      0.0721      0.0668       0.009       0.084       0.103                                                                          
        26.7        0.73      0.7557      0.0655      0.0634       0.009       0.079       0.094                                                                          
        28.0        0.77      0.7573      0.0587      0.0595       0.008       0.074       0.084                                                                          
        29.3        0.80      0.7562      0.0518      0.0551       0.008       0.069       0.074                                                                          
        30.7        0.84      0.7522      0.0448      0.0501       0.007       0.063       0.064                                                                          
        32.0        0.88      0.7434      0.0376      0.0444       0.006       0.056       0.054                                                                          
        33.3        0.91      0.7298      0.0304      0.0381       0.005       0.048       0.043                                                                          
        34.7        0.95      0.7006      0.0230      0.0312       0.004       0.039       0.033                                                                          
        36.0        0.99      0.6371      0.0155      0.0240       0.003       0.030       0.022                                                                          
        37.3        1.02      0.4866      0.0078      0.0165       0.002       0.021       0.011                                                                          
        38.7        1.06     -0.0014      0.0000      0.0093       0.001       0.012       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1158      0.0651       0.014       0.106       0.216                                                                          
         1.5        0.04      0.0637      0.1159      0.0666       0.014       0.109       0.216                                                                          
         3.0        0.07      0.1247      0.1159      0.0680       0.014       0.111       0.216                                                                          
