         5.1x5.0E                 (51x50E.dat)                                 04/19/17                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1448      0.0920       0.001       0.014       0.028                                                                          
         0.6        0.04      0.0639      0.1448      0.0940       0.001       0.015       0.028                                                                          
         1.2        0.08      0.1251      0.1448      0.0961       0.001       0.015       0.028                                                                          
         1.8        0.12      0.1835      0.1448      0.0983       0.001       0.015       0.028                                                                          
         2.4        0.17      0.2391      0.1448      0.1006       0.001       0.016       0.028                                                                          
         3.0        0.21      0.2919      0.1447      0.1029       0.001       0.016       0.028                                                                          
         3.6        0.25      0.3420      0.1446      0.1053       0.001       0.017       0.028                                                                          
         4.2        0.29      0.3894      0.1443      0.1077       0.001       0.017       0.028                                                                          
         4.8        0.33      0.4342      0.1439      0.1101       0.001       0.017       0.028                                                                          
         5.4        0.37      0.4766      0.1431      0.1122       0.001       0.018       0.028                                                                          
         6.0        0.42      0.5169      0.1419      0.1140       0.001       0.018       0.028                                                                          
         6.6        0.46      0.5549      0.1401      0.1154       0.001       0.018       0.027                                                                          
         7.2        0.50      0.5909      0.1377      0.1161       0.001       0.018       0.027                                                                          
         7.8        0.54      0.6243      0.1346      0.1164       0.001       0.018       0.026                                                                          
         8.4        0.58      0.6547      0.1305      0.1159       0.001       0.018       0.025                                                                          
         9.0        0.62      0.6812      0.1254      0.1147       0.001       0.018       0.024                                                                          
         9.6        0.66      0.7042      0.1191      0.1123       0.001       0.018       0.023                                                                          
        10.2        0.71      0.7247      0.1112      0.1083       0.001       0.017       0.022                                                                          
        10.8        0.75      0.7426      0.1031      0.1038       0.001       0.016       0.020                                                                          
        11.4        0.79      0.7547      0.0946      0.0989       0.001       0.016       0.018                                                                          
        12.0        0.83      0.7620      0.0860      0.0937       0.001       0.015       0.017                                                                          
        12.6        0.87      0.7658      0.0771      0.0878       0.001       0.014       0.015                                                                          
        13.2        0.91      0.7660      0.0680      0.0811       0.001       0.013       0.013                                                                          
        13.8        0.96      0.7626      0.0588      0.0736       0.001       0.012       0.011                                                                          
        14.4        1.00      0.7548      0.0494      0.0652       0.000       0.010       0.010                                                                          
        15.0        1.04      0.7404      0.0399      0.0559       0.000       0.009       0.008                                                                          
        15.6        1.08      0.7121      0.0302      0.0458       0.000       0.007       0.006                                                                          
        16.2        1.12      0.6482      0.0204      0.0352       0.000       0.006       0.004                                                                          
        16.8        1.16      0.4948      0.0103      0.0242       0.000       0.004       0.002                                                                          
        17.4        1.20     -0.0017      0.0000      0.0128       0.000       0.002       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1448      0.0920       0.002       0.026       0.050                                                                          
         0.9        0.04      0.0678      0.1448      0.0942       0.002       0.026       0.050                                                                          
         1.7        0.09      0.1324      0.1448      0.0964       0.002       0.027       0.050                                                                          
         2.6        0.13      0.1939      0.1448      0.0988       0.002       0.028       0.050                                                                          
         3.4        0.18      0.2523      0.1448      0.1012       0.002       0.028       0.050                                                                          
         4.3        0.22      0.3076      0.1447      0.1037       0.002       0.029       0.050                                                                          
         5.1        0.26      0.3598      0.1445      0.1063       0.002       0.030       0.050                                                                          
         6.0        0.31      0.4090      0.1442      0.1088       0.002       0.030       0.050                                                                          
         6.8        0.35      0.4553      0.1436      0.1112       0.002       0.031       0.050                                                                          
         7.7        0.40      0.4990      0.1425      0.1133       0.002       0.032       0.049                                                                          
         8.5        0.44      0.5403      0.1409      0.1150       0.002       0.032       0.049                                                                          
         9.4        0.48      0.5794      0.1386      0.1160       0.002       0.032       0.048                                                                          
        10.2        0.53      0.6157      0.1355      0.1164       0.002       0.033       0.047                                                                          
        11.1        0.57      0.6488      0.1315      0.1161       0.002       0.033       0.045                                                                          
        11.9        0.62      0.6777      0.1263      0.1150       0.002       0.032       0.044                                                                          
        12.8        0.66      0.7025      0.1197      0.1127       0.002       0.032       0.041                                                                          
        13.6        0.71      0.7245      0.1114      0.1085       0.002       0.030       0.038                                                                          
        14.5        0.75      0.7435      0.1028      0.1036       0.002       0.029       0.035                                                                          
        15.3        0.79      0.7557      0.0938      0.0985       0.002       0.028       0.032                                                                          
        16.2        0.84      0.7630      0.0845      0.0928       0.002       0.026       0.029                                                                          
        17.0        0.88      0.7662      0.0750      0.0863       0.002       0.024       0.026                                                                          
        17.9        0.93      0.7654      0.0653      0.0790       0.001       0.022       0.023                                                                          
        18.7        0.97      0.7604      0.0554      0.0707       0.001       0.020       0.019                                                                          
        19.6        1.01      0.7496      0.0454      0.0614       0.001       0.017       0.016                                                                          
        20.4        1.06      0.7319      0.0360      0.0520       0.001       0.015       0.012                                                                          
        21.3        1.10      0.6947      0.0268      0.0425       0.001       0.012       0.009                                                                          
        22.1        1.15      0.6816      0.0249      0.0420       0.001       0.012       0.009                                                                          
        23.0        1.19      0.5987      0.0167      0.0333       0.001       0.009       0.006                                                                          
        23.8        1.23      0.4164      0.0081      0.0239       0.000       0.007       0.003                                                                          
        24.7        1.28     -0.0590     -0.0009      0.0190       0.000       0.005       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1448      0.0918       0.003       0.040       0.078                                                                          
         1.0        0.04      0.0651      0.1448      0.0938       0.003       0.041       0.078                                                                          
         2.0        0.08      0.1273      0.1448      0.0960       0.003       0.042       0.078                                                                          
         3.1        0.13      0.1866      0.1449      0.0983       0.003       0.043       0.078                                                                          
         4.1        0.17      0.2431      0.1449      0.1006       0.003       0.044       0.078                                                                          
         5.1        0.21      0.2966      0.1448      0.1030       0.004       0.045       0.078                                                                          
         6.1        0.25      0.3472      0.1446      0.1055       0.004       0.046       0.078                                                                          
         7.1        0.30      0.3951      0.1444      0.1079       0.004       0.047       0.078                                                                          
         8.2        0.34      0.4404      0.1439      0.1103       0.004       0.048       0.078                                                                          
         9.2        0.38      0.4840      0.1431      0.1123       0.004       0.049       0.077                                                                          
        10.2        0.42      0.5242      0.1418      0.1142       0.004       0.050       0.076                                                                          
        11.2        0.46      0.5623      0.1399      0.1155       0.004       0.051       0.075                                                                          
        12.2        0.51      0.5983      0.1374      0.1163       0.004       0.051       0.074                                                                          
        13.2        0.55      0.6312      0.1340      0.1164       0.004       0.051       0.072                                                                          
        14.3        0.59      0.6611      0.1297      0.1159       0.004       0.051       0.070                                                                          
        15.3        0.63      0.6866      0.1242      0.1145       0.004       0.050       0.067                                                                          
        16.3        0.68      0.7093      0.1175      0.1118       0.004       0.049       0.063                                                                          
        17.3        0.72      0.7297      0.1093      0.1074       0.004       0.047       0.059                                                                          
        18.3        0.76      0.7472      0.1009      0.1025       0.004       0.045       0.054                                                                          
        19.4        0.80      0.7574      0.0921      0.0975       0.003       0.043       0.050                                                                          
        20.4        0.84      0.7637      0.0832      0.0920       0.003       0.040       0.045                                                                          
        21.4        0.89      0.7665      0.0742      0.0858       0.003       0.038       0.040                                                                          
        22.4        0.93      0.7681      0.0670      0.0810       0.003       0.035       0.036                                                                          
        23.4        0.97      0.7658      0.0588      0.0745       0.003       0.033       0.032                                                                          
        24.5        1.01      0.7586      0.0499      0.0666       0.002       0.029       0.027                                                                          
        25.5        1.05      0.7441      0.0403      0.0572       0.002       0.025       0.022                                                                          
        26.5        1.10      0.7144      0.0306      0.0469       0.002       0.021       0.016                                                                          
        27.5        1.14      0.6511      0.0206      0.0360       0.001       0.016       0.011                                                                          
        28.5        1.18      0.4998      0.0104      0.0245       0.001       0.011       0.006                                                                          
        29.6        1.22     -0.0040      0.0000      0.0126       0.000       0.006       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1450      0.0912       0.005       0.057       0.112                                                                          
         1.2        0.04      0.0653      0.1450      0.0932       0.006       0.059       0.112                                                                          
         2.4        0.08      0.1277      0.1450      0.0954       0.006       0.060       0.112                                                                          
         3.7        0.13      0.1871      0.1450      0.0977       0.006       0.062       0.113                                                                          
         4.9        0.17      0.2435      0.1450      0.1001       0.006       0.063       0.113                                                                          
         6.1        0.21      0.2970      0.1450      0.1025       0.006       0.065       0.112                                                                          
         7.3        0.25      0.3476      0.1448      0.1050       0.006       0.066       0.112                                                                          
         8.5        0.29      0.3954      0.1446      0.1075       0.006       0.068       0.112                                                                          
         9.7        0.34      0.4404      0.1441      0.1100       0.007       0.069       0.112                                                                          
        11.0        0.38      0.4830      0.1433      0.1122       0.007       0.071       0.111                                                                          
        12.2        0.42      0.5237      0.1421      0.1140       0.007       0.072       0.110                                                                          
        13.4        0.46      0.5615      0.1402      0.1154       0.007       0.073       0.109                                                                          
        14.6        0.50      0.5972      0.1377      0.1162       0.007       0.073       0.107                                                                          
        15.8        0.55      0.6299      0.1343      0.1165       0.007       0.073       0.104                                                                          
        17.0        0.59      0.6594      0.1301      0.1160       0.007       0.073       0.101                                                                          
        18.3        0.63      0.6849      0.1247      0.1147       0.007       0.072       0.097                                                                          
        19.5        0.67      0.7076      0.1183      0.1123       0.007       0.071       0.092                                                                          
        20.7        0.71      0.7280      0.1104      0.1083       0.006       0.068       0.086                                                                          
        21.9        0.76      0.7457      0.1024      0.1038       0.006       0.065       0.079                                                                          
        23.1        0.80      0.7568      0.0947      0.0999       0.006       0.063       0.073                                                                          
        24.3        0.84      0.7643      0.0864      0.0950       0.006       0.060       0.067                                                                          
        25.6        0.88      0.7684      0.0776      0.0891       0.005       0.056       0.060                                                                          
        26.8        0.92      0.7689      0.0687      0.0825       0.005       0.052       0.053                                                                          
        28.0        0.97      0.7659      0.0594      0.0750       0.004       0.047       0.046                                                                          
        29.2        1.01      0.7580      0.0500      0.0665       0.004       0.042       0.039                                                                          
        30.4        1.05      0.7438      0.0404      0.0571       0.003       0.036       0.031                                                                          
        31.6        1.09      0.7149      0.0306      0.0468       0.003       0.029       0.024                                                                          
        32.9        1.13      0.6531      0.0207      0.0359       0.002       0.023       0.016                                                                          
        34.1        1.18      0.5026      0.0104      0.0244       0.001       0.015       0.008                                                                          
        35.3        1.22     -0.0024      0.0000      0.0125       0.001       0.008       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1450      0.0910       0.009       0.078       0.153                                                                          
         1.4        0.04      0.0652      0.1450      0.0931       0.009       0.080       0.153                                                                          
         2.8        0.08      0.1275      0.1451      0.0953       0.009       0.082       0.153                                                                          
         4.2        0.13      0.1867      0.1451      0.0976       0.009       0.084       0.153                                                                          
         5.7        0.17      0.2431      0.1451      0.1000       0.010       0.086       0.153                                                                          
         7.1        0.21      0.2965      0.1450      0.1024       0.010       0.088       0.153                                                                          
         8.5        0.25      0.3469      0.1449      0.1049       0.010       0.090       0.153                                                                          
         9.9        0.29      0.3946      0.1447      0.1074       0.010       0.092       0.153                                                                          
        11.3        0.33      0.4395      0.1442      0.1099       0.010       0.094       0.152                                                                          
        12.7        0.38      0.4819      0.1434      0.1121       0.011       0.096       0.151                                                                          
        14.2        0.42      0.5219      0.1422      0.1141       0.011       0.098       0.150                                                                          
        15.6        0.46      0.5598      0.1404      0.1155       0.011       0.099       0.148                                                                          
        17.0        0.50      0.5956      0.1379      0.1163       0.011       0.100       0.146                                                                          
        18.4        0.54      0.6284      0.1346      0.1166       0.011       0.100       0.142                                                                          
        19.8        0.59      0.6581      0.1305      0.1162       0.011       0.100       0.138                                                                          
        21.2        0.63      0.6838      0.1252      0.1150       0.011       0.099       0.132                                                                          
        22.6        0.67      0.7065      0.1189      0.1127       0.011       0.097       0.126                                                                          
        24.1        0.71      0.7269      0.1114      0.1090       0.010       0.093       0.118                                                                          
        25.5        0.75      0.7447      0.1035      0.1047       0.010       0.090       0.109                                                                          
        26.9        0.80      0.7561      0.0952      0.1001       0.010       0.086       0.100                                                                          
        28.3        0.84      0.7638      0.0866      0.0950       0.009       0.081       0.091                                                                          
        29.7        0.88      0.7681      0.0779      0.0892       0.008       0.076       0.082                                                                          
        31.1        0.92      0.7686      0.0689      0.0826       0.008       0.071       0.073                                                                          
        32.6        0.96      0.7655      0.0597      0.0751       0.007       0.064       0.063                                                                          
        34.0        1.00      0.7578      0.0502      0.0666       0.006       0.057       0.053                                                                          
        35.4        1.05      0.7438      0.0406      0.0572       0.005       0.049       0.043                                                                          
        36.8        1.09      0.7157      0.0308      0.0468       0.004       0.040       0.033                                                                          
        38.2        1.13      0.6548      0.0208      0.0359       0.003       0.031       0.022                                                                          
        39.6        1.17      0.5049      0.0105      0.0244       0.002       0.021       0.011                                                                          
        41.0        1.21     -0.0007      0.0000      0.0125       0.001       0.011       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1450      0.0912       0.013       0.102       0.200                                                                          
         1.6        0.04      0.0649      0.1450      0.0933       0.013       0.104       0.200                                                                          
         3.2        0.08      0.1268      0.1451      0.0955       0.014       0.107       0.200                                                                          
