         7x7E                     (7x7E.dat)                                   09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
         0.6        0.04      0.0658      0.1293      0.0843       0.001       0.029       0.040                                                                          
         1.1        0.09      0.1286      0.1294      0.0863       0.001       0.029       0.040                                                                          
         1.7        0.13      0.1883      0.1294      0.0885       0.001       0.030       0.040                                                                          
         2.3        0.17      0.2450      0.1295      0.0907       0.001       0.031       0.040                                                                          
         2.8        0.21      0.2987      0.1295      0.0930       0.001       0.032       0.040                                                                          
         3.4        0.26      0.3495      0.1295      0.0954       0.001       0.033       0.040                                                                          
         4.0        0.30      0.3973      0.1294      0.0978       0.001       0.033       0.040                                                                          
         4.6        0.34      0.4425      0.1293      0.1003       0.001       0.034       0.040                                                                          
         5.1        0.39      0.4850      0.1291      0.1028       0.001       0.035       0.039                                                                          
         5.7        0.43      0.5250      0.1287      0.1051       0.001       0.036       0.039                                                                          
         6.3        0.47      0.5626      0.1280      0.1074       0.001       0.037       0.039                                                                          
         6.8        0.51      0.5978      0.1269      0.1093       0.001       0.037       0.039                                                                          
         7.4        0.56      0.6308      0.1250      0.1106       0.001       0.038       0.038                                                                          
         8.0        0.60      0.6614      0.1222      0.1109       0.001       0.038       0.037                                                                          
         8.5        0.64      0.6894      0.1182      0.1103       0.001       0.038       0.036                                                                          
         9.1        0.69      0.7146      0.1130      0.1086       0.001       0.037       0.035                                                                          
         9.7        0.73      0.7368      0.1065      0.1054       0.001       0.036       0.033                                                                          
        10.2        0.77      0.7550      0.0986      0.1009       0.001       0.034       0.030                                                                          
        10.8        0.82      0.7692      0.0905      0.0959       0.001       0.033       0.028                                                                          
        11.4        0.86      0.7791      0.0822      0.0905       0.001       0.031       0.025                                                                          
        11.9        0.90      0.7841      0.0737      0.0846       0.001       0.029       0.023                                                                          
        12.5        0.94      0.7836      0.0649      0.0782       0.001       0.027       0.020                                                                          
        13.1        0.99      0.7791      0.0560      0.0710       0.001       0.024       0.017                                                                          
        13.7        1.03      0.7705      0.0470      0.0628       0.001       0.021       0.014                                                                          
        14.2        1.07      0.7555      0.0379      0.0538       0.001       0.018       0.012                                                                          
        14.8        1.12      0.7275      0.0286      0.0439       0.000       0.015       0.009                                                                          
        15.4        1.16      0.6679      0.0192      0.0334       0.000       0.011       0.006                                                                          
        15.9        1.20      0.5241      0.0097      0.0223       0.000       0.008       0.003                                                                          
        16.5        1.24     -0.0028      0.0000      0.0114       0.000       0.004       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0816       0.003       0.063       0.089                                                                          
         0.9        0.04      0.0665      0.1294      0.0835       0.003       0.064       0.089                                                                          
         1.7        0.09      0.1299      0.1295      0.0855       0.003       0.066       0.089                                                                          
         2.6        0.13      0.1903      0.1295      0.0876       0.003       0.067       0.089                                                                          
         3.4        0.17      0.2476      0.1296      0.0898       0.003       0.069       0.089                                                                          
         4.3        0.21      0.3020      0.1296      0.0920       0.003       0.071       0.089                                                                          
         5.1        0.26      0.3534      0.1295      0.0943       0.003       0.072       0.089                                                                          
         6.0        0.30      0.4020      0.1295      0.0967       0.004       0.074       0.089                                                                          
         6.8        0.34      0.4478      0.1293      0.0991       0.004       0.076       0.089                                                                          
         7.7        0.39      0.4907      0.1291      0.1016       0.004       0.078       0.089                                                                          
         8.5        0.43      0.5309      0.1286      0.1040       0.004       0.080       0.089                                                                          
         9.4        0.47      0.5684      0.1279      0.1062       0.004       0.081       0.088                                                                          
        10.2        0.51      0.6037      0.1268      0.1082       0.004       0.083       0.087                                                                          
        11.1        0.56      0.6370      0.1250      0.1094       0.004       0.084       0.086                                                                          
        11.9        0.60      0.6685      0.1221      0.1097       0.004       0.084       0.084                                                                          
        12.8        0.64      0.6961      0.1181      0.1092       0.004       0.084       0.081                                                                          
        13.7        0.69      0.7191      0.1129      0.1078       0.004       0.083       0.078                                                                          
        14.5        0.73      0.7397      0.1063      0.1048       0.004       0.080       0.073                                                                          
        15.4        0.77      0.7583      0.0986      0.1004       0.004       0.077       0.068                                                                          
        16.2        0.82      0.7723      0.0906      0.0956       0.003       0.073       0.062                                                                          
        17.1        0.86      0.7797      0.0822      0.0905       0.003       0.069       0.057                                                                          
        17.9        0.90      0.7837      0.0737      0.0847       0.003       0.065       0.051                                                                          
        18.8        0.94      0.7838      0.0650      0.0783       0.003       0.060       0.045                                                                          
        19.6        0.99      0.7793      0.0561      0.0710       0.003       0.054       0.039                                                                          
        20.5        1.03      0.7705      0.0471      0.0629       0.002       0.048       0.032                                                                          
        21.3        1.07      0.7547      0.0379      0.0539       0.002       0.041       0.026                                                                          
        22.2        1.12      0.7267      0.0286      0.0440       0.002       0.034       0.020                                                                          
        23.0        1.16      0.6679      0.0193      0.0334       0.001       0.026       0.013                                                                          
        23.9        1.20      0.5227      0.0097      0.0223       0.001       0.017       0.007                                                                          
        24.7        1.24     -0.0019      0.0000      0.0113       0.000       0.009       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0817       0.007       0.111       0.158                                                                          
         1.1        0.04      0.0664      0.1294      0.0836       0.007       0.114       0.158                                                                          
         2.3        0.09      0.1298      0.1295      0.0856       0.007       0.117       0.158                                                                          
         3.4        0.13      0.1901      0.1295      0.0877       0.008       0.120       0.159                                                                          
         4.6        0.17      0.2474      0.1296      0.0899       0.008       0.123       0.159                                                                          
         5.7        0.21      0.3017      0.1296      0.0921       0.008       0.126       0.159                                                                          
         6.8        0.26      0.3532      0.1295      0.0944       0.008       0.129       0.159                                                                          
         8.0        0.30      0.4018      0.1295      0.0968       0.008       0.132       0.158                                                                          
         9.1        0.34      0.4475      0.1293      0.0992       0.009       0.135       0.158                                                                          
        10.2        0.39      0.4905      0.1291      0.1016       0.009       0.139       0.158                                                                          
        11.4        0.43      0.5306      0.1287      0.1040       0.009       0.142       0.157                                                                          
        12.5        0.47      0.5682      0.1280      0.1063       0.009       0.145       0.157                                                                          
        13.7        0.51      0.6035      0.1269      0.1082       0.009       0.148       0.155                                                                          
        14.8        0.56      0.6368      0.1250      0.1095       0.009       0.149       0.153                                                                          
        15.9        0.60      0.6683      0.1222      0.1098       0.010       0.150       0.150                                                                          
        17.1        0.64      0.6959      0.1182      0.1093       0.009       0.149       0.145                                                                          
        18.2        0.69      0.7189      0.1130      0.1079       0.009       0.147       0.138                                                                          
        19.3        0.73      0.7396      0.1064      0.1050       0.009       0.143       0.130                                                                          
        20.5        0.77      0.7583      0.0987      0.1005       0.009       0.137       0.121                                                                          
        21.6        0.82      0.7723      0.0907      0.0957       0.008       0.130       0.111                                                                          
        22.8        0.86      0.7797      0.0823      0.0906       0.008       0.124       0.101                                                                          
        23.9        0.90      0.7838      0.0738      0.0848       0.007       0.116       0.090                                                                          
        25.0        0.94      0.7838      0.0651      0.0784       0.007       0.107       0.080                                                                          
        26.2        0.99      0.7794      0.0562      0.0711       0.006       0.097       0.069                                                                          
        27.3        1.03      0.7706      0.0471      0.0630       0.005       0.086       0.058                                                                          
        28.4        1.07      0.7548      0.0380      0.0539       0.005       0.074       0.046                                                                          
        29.6        1.12      0.7269      0.0287      0.0440       0.004       0.060       0.035                                                                          
        30.7        1.16      0.6681      0.0193      0.0334       0.003       0.046       0.024                                                                          
        31.9        1.20      0.5231      0.0097      0.0223       0.002       0.030       0.012                                                                          
        33.0        1.24     -0.0016      0.0000      0.0114       0.001       0.015       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0818       0.014       0.174       0.247                                                                          
         1.4        0.04      0.0663      0.1294      0.0837       0.014       0.178       0.247                                                                          
         2.8        0.09      0.1296      0.1295      0.0857       0.014       0.183       0.248                                                                          
         4.3        0.13      0.1899      0.1295      0.0878       0.015       0.187       0.248                                                                          
         5.7        0.17      0.2472      0.1296      0.0899       0.015       0.192       0.248                                                                          
         7.1        0.21      0.3015      0.1296      0.0922       0.016       0.196       0.248                                                                          
         8.5        0.26      0.3529      0.1296      0.0945       0.016       0.201       0.248                                                                          
        10.0        0.30      0.4015      0.1295      0.0969       0.016       0.206       0.248                                                                          
        11.4        0.34      0.4472      0.1294      0.0993       0.017       0.212       0.247                                                                          
        12.8        0.39      0.4901      0.1291      0.1017       0.017       0.217       0.247                                                                          
        14.2        0.43      0.5303      0.1287      0.1041       0.018       0.222       0.246                                                                          
        15.6        0.47      0.5679      0.1281      0.1064       0.018       0.227       0.245                                                                          
        17.1        0.51      0.6032      0.1270      0.1084       0.018       0.231       0.243                                                                          
        18.5        0.56      0.6365      0.1252      0.1097       0.019       0.234       0.239                                                                          
        19.9        0.60      0.6680      0.1223      0.1100       0.019       0.234       0.234                                                                          
        21.3        0.64      0.6956      0.1184      0.1095       0.019       0.233       0.226                                                                          
        22.7        0.69      0.7187      0.1132      0.1081       0.018       0.230       0.216                                                                          
        24.2        0.73      0.7395      0.1066      0.1051       0.018       0.224       0.204                                                                          
        25.6        0.77      0.7582      0.0989      0.1007       0.017       0.214       0.189                                                                          
        27.0        0.82      0.7723      0.0908      0.0959       0.016       0.204       0.174                                                                          
        28.4        0.86      0.7798      0.0825      0.0907       0.015       0.193       0.158                                                                          
        29.9        0.90      0.7838      0.0739      0.0850       0.014       0.181       0.141                                                                          
        31.3        0.94      0.7840      0.0652      0.0785       0.013       0.167       0.125                                                                          
        32.7        0.99      0.7795      0.0563      0.0713       0.012       0.152       0.108                                                                          
        34.1        1.03      0.7708      0.0472      0.0631       0.011       0.134       0.090                                                                          
        35.5        1.07      0.7550      0.0380      0.0540       0.009       0.115       0.073                                                                          
        37.0        1.12      0.7272      0.0288      0.0441       0.007       0.094       0.055                                                                          
        38.4        1.16      0.6684      0.0193      0.0335       0.006       0.071       0.037                                                                          
        39.8        1.20      0.5235      0.0098      0.0224       0.004       0.048       0.019                                                                          
        41.2        1.24     -0.0019      0.0000      0.0114       0.002       0.024       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0819       0.024       0.251       0.356                                                                          
         1.7        0.04      0.0663      0.1294      0.0838       0.024       0.257       0.356                                                                          
         3.4        0.09      0.1295      0.1295      0.0858       0.025       0.263       0.356                                                                          
         5.1        0.13      0.1898      0.1295      0.0879       0.026       0.270       0.357                                                                          
         6.8        0.17      0.2470      0.1296      0.0900       0.026       0.276       0.357                                                                          
         8.5        0.21      0.3013      0.1296      0.0923       0.027       0.283       0.357                                                                          
        10.2        0.26      0.3527      0.1296      0.0946       0.028       0.290       0.357                                                                          
        11.9        0.30      0.4012      0.1295      0.0970       0.028       0.297       0.357                                                                          
        13.7        0.34      0.4469      0.1294      0.0994       0.029       0.305       0.356                                                                          
        15.4        0.39      0.4898      0.1292      0.1018       0.030       0.312       0.356                                                                          
        17.1        0.43      0.5300      0.1288      0.1043       0.030       0.320       0.355                                                                          
        18.8        0.47      0.5676      0.1281      0.1065       0.031       0.327       0.353                                                                          
        20.5        0.51      0.6030      0.1271      0.1085       0.032       0.333       0.350                                                                          
        22.2        0.56      0.6364      0.1253      0.1098       0.032       0.337       0.345                                                                          
        23.9        0.60      0.6679      0.1225      0.1102       0.032       0.338       0.337                                                                          
        25.6        0.64      0.6955      0.1185      0.1097       0.032       0.337       0.326                                                                          
        27.3        0.69      0.7186      0.1133      0.1083       0.032       0.332       0.312                                                                          
        29.0        0.73      0.7394      0.1067      0.1053       0.031       0.323       0.294                                                                          
        30.7        0.77      0.7582      0.0990      0.1008       0.029       0.309       0.273                                                                          
        32.4        0.82      0.7723      0.0910      0.0960       0.028       0.295       0.250                                                                          
        34.1        0.86      0.7798      0.0826      0.0909       0.027       0.279       0.227                                                                          
        35.8        0.90      0.7840      0.0740      0.0851       0.025       0.261       0.204                                                                          
        37.5        0.94      0.7841      0.0653      0.0786       0.023       0.241       0.180                                                                          
        39.3        0.99      0.7796      0.0564      0.0714       0.021       0.219       0.155                                                                          
        41.0        1.03      0.7709      0.0473      0.0632       0.018       0.194       0.130                                                                          
        42.7        1.07      0.7551      0.0381      0.0541       0.016       0.166       0.105                                                                          
        44.4        1.12      0.7271      0.0287      0.0441       0.013       0.135       0.079                                                                          
        46.1        1.16      0.6686      0.0193      0.0335       0.010       0.103       0.053                                                                          
        47.8        1.20      0.5238      0.0098      0.0224       0.007       0.069       0.027                                                                          
        49.5        1.24     -0.0019      0.0000      0.0114       0.003       0.035       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0820       0.038       0.342       0.485                                                                          
         2.0        0.04      0.0662      0.1294      0.0839       0.039       0.350       0.485                                                                          
         4.0        0.09      0.1293      0.1295      0.0859       0.040       0.359       0.485                                                                          
         6.0        0.13      0.1895      0.1295      0.0880       0.041       0.367       0.485                                                                          
         8.0        0.17      0.2466      0.1296      0.0902       0.042       0.376       0.486                                                                          
        10.0        0.21      0.3009      0.1296      0.0924       0.043       0.386       0.486                                                                          
        11.9        0.26      0.3522      0.1296      0.0947       0.044       0.396       0.486                                                                          
        13.9        0.30      0.4007      0.1296      0.0971       0.045       0.406       0.486                                                                          
        15.9        0.34      0.4464      0.1295      0.0995       0.046       0.416       0.485                                                                          
        17.9        0.39      0.4893      0.1292      0.1020       0.047       0.426       0.484                                                                          
        19.9        0.43      0.5295      0.1289      0.1044       0.048       0.436       0.483                                                                          
        21.9        0.47      0.5671      0.1282      0.1067       0.049       0.446       0.481                                                                          
        23.9        0.51      0.6026      0.1272      0.1087       0.050       0.454       0.477                                                                          
        25.9        0.56      0.6360      0.1254      0.1100       0.051       0.459       0.470                                                                          
        27.9        0.60      0.6676      0.1227      0.1104       0.051       0.461       0.460                                                                          
        29.9        0.64      0.6951      0.1187      0.1099       0.051       0.459       0.445                                                                          
        31.9        0.69      0.7183      0.1136      0.1085       0.050       0.453       0.426                                                                          
        33.8        0.73      0.7392      0.1070      0.1056       0.049       0.441       0.401                                                                          
        35.8        0.77      0.7582      0.0992      0.1011       0.047       0.422       0.372                                                                          
        37.8        0.82      0.7723      0.0912      0.0962       0.045       0.402       0.342                                                                          
        39.8        0.86      0.7799      0.0828      0.0911       0.042       0.380       0.310                                                                          
        41.8        0.90      0.7840      0.0742      0.0853       0.040       0.356       0.278                                                                          
        43.8        0.94      0.7842      0.0655      0.0788       0.037       0.329       0.245                                                                          
        45.8        0.99      0.7798      0.0565      0.0715       0.033       0.299       0.212                                                                          
        47.8        1.03      0.7711      0.0474      0.0633       0.029       0.264       0.178                                                                          
        49.8        1.07      0.7553      0.0382      0.0542       0.025       0.226       0.143                                                                          
        51.8        1.12      0.7275      0.0288      0.0442       0.020       0.185       0.108                                                                          
        53.8        1.16      0.6689      0.0194      0.0336       0.016       0.140       0.073                                                                          
        55.7        1.20      0.5241      0.0098      0.0224       0.010       0.094       0.037                                                                          
        57.7        1.24     -0.0018      0.0000      0.0114       0.005       0.048       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0822       0.057       0.448       0.633                                                                          
         2.3        0.04      0.0661      0.1294      0.0841       0.058       0.459       0.633                                                                          
         4.6        0.09      0.1292      0.1295      0.0861       0.060       0.469       0.634                                                                          
         6.8        0.13      0.1893      0.1295      0.0882       0.061       0.481       0.634                                                                          
         9.1        0.17      0.2464      0.1296      0.0904       0.063       0.493       0.634                                                                          
        11.4        0.21      0.3006      0.1296      0.0926       0.064       0.505       0.635                                                                          
        13.7        0.26      0.3519      0.1297      0.0949       0.066       0.518       0.635                                                                          
        15.9        0.30      0.4004      0.1296      0.0973       0.067       0.531       0.635                                                                          
        18.2        0.34      0.4461      0.1295      0.0997       0.069       0.544       0.634                                                                          
        20.5        0.39      0.4890      0.1293      0.1022       0.071       0.557       0.633                                                                          
        22.8        0.43      0.5293      0.1290      0.1046       0.072       0.571       0.631                                                                          
        25.1        0.47      0.5670      0.1284      0.1069       0.074       0.583       0.628                                                                          
        27.3        0.52      0.6025      0.1274      0.1089       0.075       0.594       0.623                                                                          
        29.6        0.56      0.6360      0.1256      0.1103       0.076       0.601       0.615                                                                          
        31.9        0.60      0.6677      0.1229      0.1106       0.077       0.603       0.601                                                                          
        34.2        0.64      0.6951      0.1189      0.1102       0.076       0.601       0.582                                                                          
        36.4        0.69      0.7184      0.1138      0.1088       0.075       0.593       0.557                                                                          
        38.7        0.73      0.7394      0.1071      0.1058       0.073       0.577       0.524                                                                          
        41.0        0.77      0.7584      0.0994      0.1013       0.070       0.552       0.486                                                                          
        43.3        0.82      0.7724      0.0913      0.0964       0.067       0.526       0.447                                                                          
        45.5        0.86      0.7800      0.0829      0.0912       0.063       0.497       0.406                                                                          
        47.8        0.90      0.7842      0.0743      0.0854       0.059       0.466       0.364                                                                          
        50.1        0.94      0.7843      0.0655      0.0789       0.055       0.430       0.321                                                                          
        52.4        0.99      0.7799      0.0565      0.0716       0.050       0.390       0.277                                                                          
        54.7        1.03      0.7712      0.0474      0.0633       0.044       0.345       0.232                                                                          
        56.9        1.07      0.7558      0.0382      0.0542       0.038       0.296       0.187                                                                          
        59.2        1.12      0.7284      0.0288      0.0442       0.031       0.241       0.141                                                                          
        61.5        1.16      0.6707      0.0194      0.0336       0.023       0.183       0.095                                                                          
        63.8        1.20      0.5272      0.0098      0.0224       0.016       0.122       0.048                                                                          
        66.0        1.25     -0.0027      0.0000      0.0111       0.008       0.061       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1293      0.0823       0.081       0.568       0.801                                                                          
         2.6        0.04      0.0659      0.1293      0.0842       0.083       0.581       0.801                                                                          
         5.1        0.09      0.1289      0.1295      0.0862       0.085       0.595       0.802                                                                          
         7.7        0.13      0.1889      0.1295      0.0883       0.087       0.610       0.803                                                                          
        10.2        0.17      0.2460      0.1296      0.0905       0.089       0.625       0.803                                                                          
        12.8        0.21      0.3002      0.1297      0.0928       0.091       0.640       0.803                                                                          
        15.4        0.26      0.3514      0.1297      0.0951       0.094       0.656       0.803                                                                          
        17.9        0.30      0.3999      0.1297      0.0975       0.096       0.673       0.803                                                                          
        20.5        0.34      0.4455      0.1296      0.0999       0.098       0.690       0.803                                                                          
        23.1        0.39      0.4885      0.1294      0.1024       0.101       0.707       0.802                                                                          
        25.6        0.43      0.5287      0.1291      0.1048       0.103       0.724       0.800                                                                          
        28.2        0.47      0.5663      0.1285      0.1072       0.106       0.740       0.796                                                                          
        30.7        0.52      0.6019      0.1275      0.1092       0.108       0.754       0.790                                                                          
        33.3        0.56      0.6356      0.1259      0.1106       0.109       0.763       0.780                                                                          
        35.9        0.60      0.6674      0.1231      0.1109       0.109       0.766       0.763                                                                          
        38.4        0.64      0.6951      0.1192      0.1105       0.109       0.763       0.739                                                                          
        41.0        0.69      0.7186      0.1141      0.1091       0.108       0.753       0.707                                                                          
        43.6        0.73      0.7399      0.1075      0.1060       0.105       0.732       0.666                                                                          
        46.1        0.77      0.7594      0.0997      0.1015       0.100       0.700       0.617                                                                          
        48.7        0.82      0.7740      0.0916      0.0965       0.095       0.666       0.567                                                                          
        51.2        0.86      0.7824      0.0832      0.0913       0.090       0.630       0.515                                                                          
        53.8        0.90      0.7875      0.0746      0.0854       0.084       0.589       0.462                                                                          
        56.4        0.94      0.7890      0.0658      0.0788       0.078       0.544       0.408                                                                          
        58.9        0.99      0.7858      0.0568      0.0714       0.070       0.493       0.352                                                                          
        61.5        1.03      0.7783      0.0476      0.0631       0.062       0.435       0.295                                                                          
        64.1        1.07      0.7639      0.0384      0.0539       0.053       0.372       0.238                                                                          
        66.6        1.12      0.7373      0.0290      0.0439       0.043       0.303       0.180                                                                          
        69.2        1.16      0.6800      0.0196      0.0333       0.033       0.230       0.121                                                                          
        71.7        1.20      0.5371      0.0099      0.0222       0.022       0.153       0.061                                                                          
        74.3        1.25      0.0014      0.0000      0.0109       0.011       0.075       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1295      0.0805       0.109       0.686       0.990                                                                          
         2.8        0.04      0.0674      0.1296      0.0825       0.111       0.703       0.991                                                                          
         5.7        0.09      0.1315      0.1297      0.0845       0.114       0.720       0.992                                                                          
         8.5        0.13      0.1924      0.1298      0.0867       0.117       0.739       0.993                                                                          
        11.4        0.17      0.2502      0.1299      0.0890       0.120       0.758       0.993                                                                          
        14.2        0.21      0.3049      0.1299      0.0914       0.124       0.778       0.994                                                                          
        17.1        0.26      0.3566      0.1300      0.0938       0.127       0.799       0.994                                                                          
        19.9        0.30      0.4052      0.1300      0.0963       0.130       0.820       0.994                                                                          
        22.7        0.34      0.4510      0.1299      0.0988       0.134       0.842       0.993                                                                          
        25.6        0.39      0.4938      0.1297      0.1014       0.137       0.864       0.992                                                                          
        28.4        0.43      0.5339      0.1294      0.1039       0.140       0.885       0.990                                                                          
        31.3        0.47      0.5715      0.1288      0.1063       0.144       0.906       0.985                                                                          
        34.1        0.51      0.6067      0.1279      0.1085       0.147       0.924       0.978                                                                          
        36.9        0.56      0.6400      0.1263      0.1100       0.149       0.938       0.966                                                                          
        39.8        0.60      0.6713      0.1237      0.1106       0.150       0.943       0.946                                                                          
        42.6        0.64      0.6986      0.1198      0.1103       0.149       0.940       0.917                                                                          
        45.5        0.69      0.7222      0.1147      0.1090       0.147       0.928       0.877                                                                          
        48.3        0.73      0.7438      0.1081      0.1060       0.143       0.903       0.827                                                                          
        51.2        0.77      0.7636      0.1003      0.1014       0.137       0.864       0.767                                                                          
