         21.5x10WPN               (215x10WPN.dat)                              09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0846      0.0290       0.086       2.716       2.313                                                                          
         0.9        0.02      0.0624      0.0834      0.0294       0.087       2.755       2.280                                                                          
         1.8        0.04      0.1217      0.0821      0.0297       0.088       2.782       2.245                                                                          
         2.7        0.07      0.1779      0.0807      0.0300       0.089       2.805       2.207                                                                          
         3.6        0.09      0.2311      0.0792      0.0302       0.090       2.825       2.166                                                                          
         4.5        0.11      0.2813      0.0776      0.0304       0.090       2.842       2.121                                                                          
         5.4        0.13      0.3286      0.0759      0.0305       0.091       2.854       2.074                                                                          
         6.3        0.15      0.3731      0.0740      0.0306       0.091       2.861       2.023                                                                          
         7.2        0.18      0.4148      0.0720      0.0306       0.091       2.862       1.968                                                                          
         8.1        0.20      0.4536      0.0699      0.0305       0.091       2.857       1.911                                                                          
         9.0        0.22      0.4899      0.0676      0.0304       0.090       2.843       1.848                                                                          
         9.9        0.24      0.5234      0.0652      0.0301       0.090       2.822       1.781                                                                          
        10.8        0.26      0.5543      0.0626      0.0298       0.089       2.790       1.710                                                                          
        11.7        0.29      0.5826      0.0597      0.0293       0.087       2.746       1.632                                                                          
        12.6        0.31      0.6081      0.0566      0.0287       0.085       2.685       1.547                                                                          
        13.5        0.33      0.6307      0.0534      0.0279       0.083       2.615       1.459                                                                          
        14.4        0.35      0.6506      0.0500      0.0271       0.080       2.535       1.368                                                                          
        15.2        0.37      0.6674      0.0466      0.0261       0.078       2.447       1.274                                                                          
        16.1        0.40      0.6812      0.0431      0.0251       0.075       2.348       1.179                                                                          
        17.0        0.42      0.6912      0.0396      0.0239       0.071       2.241       1.081                                                                          
        17.9        0.44      0.6979      0.0359      0.0227       0.067       2.120       0.982                                                                          
        18.8        0.46      0.7008      0.0322      0.0212       0.063       1.987       0.880                                                                          
        19.7        0.48      0.6993      0.0284      0.0196       0.058       1.839       0.776                                                                          
        20.6        0.51      0.6915      0.0245      0.0179       0.053       1.679       0.670                                                                          
        21.5        0.53      0.6743      0.0206      0.0161       0.048       1.507       0.562                                                                          
        22.4        0.55      0.6436      0.0166      0.0142       0.042       1.326       0.453                                                                          
        23.3        0.57      0.5909      0.0125      0.0121       0.036       1.135       0.342                                                                          
        24.2        0.59      0.5012      0.0084      0.0100       0.030       0.932       0.229                                                                          
        25.1        0.62      0.3379      0.0042      0.0077       0.023       0.718       0.115                                                                          
        26.0        0.64     -0.0070     -0.0001      0.0053       0.016       0.495      -0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0839      0.0370       0.371       7.798       5.158                                                                          
         1.3        0.02      0.0512      0.0829      0.0356       0.357       7.496       5.095                                                                          
         2.7        0.04      0.1026      0.0816      0.0350       0.351       7.377       5.020                                                                          
         4.0        0.07      0.1539      0.0803      0.0344       0.345       7.253       4.938                                                                          
         5.4        0.09      0.2052      0.0789      0.0338       0.339       7.125       4.850                                                                          
         6.7        0.11      0.2561      0.0773      0.0332       0.333       6.996       4.755                                                                          
         8.1        0.13      0.3064      0.0757      0.0326       0.327       6.868       4.653                                                                          
         9.4        0.15      0.3554      0.0739      0.0320       0.321       6.744       4.544                                                                          
        10.8        0.18      0.4027      0.0720      0.0315       0.315       6.628       4.427                                                                          
        12.1        0.20      0.4473      0.0699      0.0310       0.310       6.521       4.301                                                                          
        13.5        0.22      0.4892      0.0677      0.0305       0.305       6.417       4.165                                                                          
        14.8        0.24      0.5284      0.0654      0.0299       0.300       6.307       4.020                                                                          
        16.1        0.26      0.5652      0.0628      0.0294       0.294       6.182       3.864                                                                          
        17.5        0.29      0.5995      0.0601      0.0287       0.287       6.035       3.693                                                                          
        18.8        0.31      0.6310      0.0570      0.0278       0.279       5.859       3.504                                                                          
        20.2        0.33      0.6591      0.0538      0.0269       0.270       5.673       3.308                                                                          
        21.5        0.35      0.6812      0.0505      0.0261       0.261       5.493       3.103                                                                          
        22.9        0.37      0.7004      0.0471      0.0251       0.252       5.293       2.894                                                                          
        24.2        0.40      0.7170      0.0436      0.0241       0.241       5.069       2.679                                                                          
        25.6        0.42      0.7306      0.0400      0.0229       0.229       4.820       2.460                                                                          
        26.9        0.44      0.7410      0.0364      0.0216       0.216       4.546       2.235                                                                          
        28.2        0.46      0.7476      0.0326      0.0202       0.202       4.245       2.005                                                                          
        29.6        0.48      0.7487      0.0288      0.0186       0.187       3.920       1.770                                                                          
        30.9        0.51      0.7419      0.0249      0.0170       0.170       3.574       1.530                                                                          
        32.3        0.53      0.7262      0.0209      0.0152       0.152       3.201       1.285                                                                          
        33.6        0.55      0.6971      0.0169      0.0133       0.133       2.801       1.036                                                                          
        35.0        0.57      0.6460      0.0127      0.0113       0.113       2.375       0.783                                                                          
        36.3        0.59      0.5558      0.0085      0.0091       0.092       1.923       0.525                                                                          
        37.7        0.62      0.3837      0.0043      0.0069       0.069       1.448       0.263                                                                          
        39.0        0.64     -0.0077     -0.0001      0.0045       0.045       0.955      -0.003                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0835      0.0458       1.088      17.144       9.125                                                                          
         1.8        0.02      0.0420      0.0825      0.0433       1.029      16.209       9.020                                                                          
         3.6        0.04      0.0859      0.0813      0.0417       0.991      15.615       8.891                                                                          
         5.4        0.07      0.1318      0.0801      0.0401       0.953      15.023       8.753                                                                          
         7.2        0.09      0.1798      0.0787      0.0386       0.917      14.441       8.605                                                                          
         9.0        0.11      0.2295      0.0773      0.0371       0.881      13.879       8.446                                                                          
        10.8        0.13      0.2805      0.0757      0.0357       0.847      13.352       8.275                                                                          
        12.6        0.15      0.3319      0.0740      0.0344       0.817      12.867       8.090                                                                          
        14.4        0.18      0.3828      0.0722      0.0332       0.790      12.441       7.892                                                                          
        16.2        0.20      0.4315      0.0702      0.0323       0.766      12.076       7.677                                                                          
        18.0        0.22      0.4778      0.0681      0.0314       0.746      11.753       7.445                                                                          
        19.7        0.24      0.5218      0.0658      0.0306       0.726      11.440       7.195                                                                          
        21.5        0.26      0.5637      0.0633      0.0297       0.705      11.116       6.923                                                                          
        23.3        0.29      0.6036      0.0606      0.0288       0.683      10.764       6.626                                                                          
        25.1        0.31      0.6403      0.0576      0.0277       0.659      10.378       6.293                                                                          
        26.9        0.33      0.6736      0.0544      0.0267       0.634       9.984       5.944                                                                          
        28.7        0.35      0.6977      0.0510      0.0258       0.612       9.647       5.578                                                                          
        30.5        0.37      0.7191      0.0476      0.0248       0.589       9.276       5.202                                                                          
        32.3        0.40      0.7381      0.0441      0.0237       0.562       8.861       4.817                                                                          
        34.1        0.42      0.7545      0.0405      0.0224       0.533       8.401       4.423                                                                          
        35.9        0.44      0.7680      0.0368      0.0211       0.501       7.897       4.020                                                                          
        37.7        0.46      0.7778      0.0330      0.0196       0.466       7.345       3.607                                                                          
        39.5        0.48      0.7816      0.0291      0.0181       0.429       6.761       3.185                                                                          
        41.3        0.51      0.7774      0.0252      0.0164       0.390       6.146       2.755                                                                          
        43.1        0.53      0.7646      0.0212      0.0146       0.348       5.481       2.315                                                                          
        44.9        0.55      0.7384      0.0171      0.0127       0.303       4.770       1.868                                                                          
        46.7        0.57      0.6901      0.0129      0.0107       0.255       4.014       1.412                                                                          
        48.5        0.59      0.6017      0.0087      0.0086       0.204       3.209       0.948                                                                          
        50.3        0.62      0.4246      0.0043      0.0063       0.150       2.365       0.476                                                                          
        52.1        0.64     -0.0085     -0.0001      0.0040       0.095       1.496      -0.006                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0849      0.0438       2.032      25.610      14.503                                                                          
         2.2        0.02      0.0433      0.0838      0.0427       1.979      24.950      14.311                                                                          
         4.5        0.04      0.0885      0.0826      0.0411       1.909      24.057      14.109                                                                          
         6.7        0.07      0.1357      0.0813      0.0396       1.838      23.171      13.891                                                                          
         9.0        0.09      0.1847      0.0800      0.0381       1.770      22.307      13.657                                                                          
        11.2        0.11      0.2353      0.0785      0.0367       1.704      21.482      13.405                                                                          
        13.5        0.13      0.2869      0.0769      0.0354       1.643      20.714      13.133                                                                          
        15.7        0.15      0.3386      0.0752      0.0342       1.588      20.019      12.840                                                                          
        18.0        0.18      0.3894      0.0733      0.0332       1.540      19.409      12.524                                                                          
        20.2        0.20      0.4379      0.0713      0.0323       1.498      18.884      12.182                                                                          
        22.4        0.22      0.4840      0.0692      0.0315       1.460      18.409      11.812                                                                          
        24.7        0.24      0.5279      0.0668      0.0307       1.423      17.937      11.413                                                                          
        26.9        0.26      0.5697      0.0643      0.0298       1.384      17.447      10.982                                                                          
        29.2        0.29      0.6096      0.0615      0.0289       1.341      16.909      10.511                                                                          
        31.4        0.31      0.6464      0.0585      0.0279       1.294      16.311       9.985                                                                          
        33.7        0.33      0.6797      0.0552      0.0268       1.245      15.699       9.431                                                                          
        35.9        0.35      0.7046      0.0518      0.0259       1.203      15.159       8.851                                                                          
        38.1        0.37      0.7271      0.0483      0.0249       1.155      14.560       8.257                                                                          
        40.4        0.40      0.7473      0.0448      0.0238       1.102      13.894       7.648                                                                          
        42.6        0.42      0.7651      0.0411      0.0225       1.044      13.158       7.025                                                                          
        44.9        0.44      0.7801      0.0374      0.0211       0.980      12.351       6.387                                                                          
        47.1        0.46      0.7916      0.0336      0.0196       0.910      11.474       5.734                                                                          
        49.4        0.48      0.7969      0.0297      0.0180       0.837      10.548       5.066                                                                          
        51.6        0.51      0.7946      0.0257      0.0164       0.759       9.566       4.382                                                                          
        53.9        0.53      0.7841      0.0216      0.0145       0.675       8.506       3.685                                                                          
        56.1        0.55      0.7608      0.0174      0.0126       0.585       7.371       2.974                                                                          
        58.3        0.57      0.7158      0.0132      0.0105       0.489       6.161       2.249                                                                          
        60.6        0.59      0.6309      0.0088      0.0083       0.387       4.874       1.510                                                                          
        62.8        0.62      0.4538      0.0044      0.0060       0.279       3.523       0.757                                                                          
        65.1        0.64     -0.0086      0.0000      0.0036       0.169       2.133      -0.008                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0877      0.0350       2.807      29.486      21.578                                                                          
         2.7        0.02      0.0546      0.0866      0.0349       2.800      29.412      21.289                                                                          
         5.4        0.04      0.1090      0.0853      0.0345       2.765      29.045      20.979                                                                          
         8.1        0.07      0.1629      0.0839      0.0340       2.730      28.672      20.645                                                                          
        10.8        0.09      0.2162      0.0825      0.0336       2.694      28.299      20.284                                                                          
        13.5        0.11      0.2686      0.0809      0.0332       2.659      27.929      19.893                                                                          
        16.2        0.13      0.3197      0.0792      0.0327       2.624      27.564      19.471                                                                          
        18.8        0.15      0.3690      0.0773      0.0323       2.590      27.207      19.015                                                                          
        21.5        0.18      0.4162      0.0753      0.0319       2.557      26.855      18.525                                                                          
        24.2        0.20      0.4610      0.0732      0.0315       2.523      26.498      17.997                                                                          
        26.9        0.22      0.5034      0.0709      0.0310       2.486      26.114      17.431                                                                          
        29.6        0.24      0.5437      0.0684      0.0305       2.444      25.674      16.824                                                                          
        32.3        0.26      0.5817      0.0657      0.0299       2.395      25.156      16.168                                                                          
        35.0        0.29      0.6175      0.0629      0.0291       2.337      24.548      15.461                                                                          
        37.7        0.31      0.6508      0.0597      0.0283       2.267      23.809      14.674                                                                          
        40.4        0.33      0.6807      0.0563      0.0273       2.192      23.021      13.851                                                                          
        43.1        0.35      0.7059      0.0528      0.0264       2.115      22.220      12.997                                                                          
        45.8        0.37      0.7288      0.0493      0.0253       2.030      21.328      12.123                                                                          
        48.5        0.40      0.7495      0.0457      0.0241       1.936      20.340      11.229                                                                          
        51.2        0.42      0.7679      0.0419      0.0228       1.832      19.247      10.313                                                                          
        53.9        0.44      0.7836      0.0381      0.0214       1.718      18.050       9.377                                                                          
        56.5        0.46      0.7959      0.0342      0.0199       1.595      16.749       8.417                                                                          
        59.2        0.48      0.8021      0.0302      0.0183       1.464      15.381       7.435                                                                          
        61.9        0.51      0.8015      0.0262      0.0165       1.326      13.924       6.433                                                                          
        64.6        0.53      0.7931      0.0220      0.0147       1.176      12.350       5.411                                                                          
        67.3        0.55      0.7724      0.0178      0.0127       1.015      10.658       4.366                                                                          
        70.0        0.57      0.7310      0.0134      0.0105       0.843       8.854       3.301                                                                          
        72.7        0.59      0.6500      0.0090      0.0082       0.661       6.941       2.216                                                                          
        75.4        0.62      0.4764      0.0045      0.0059       0.470       4.936       1.113                                                                          
        78.1        0.64     -0.0096     -0.0001      0.0034       0.272       2.858      -0.013                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0905      0.0306       3.891      35.035      30.297                                                                          
         3.1        0.02      0.0638      0.0893      0.0309       3.930      35.388      29.903                                                                          
         6.3        0.04      0.1247      0.0880      0.0311       3.964      35.690      29.468                                                                          
         9.4        0.07      0.1827      0.0866      0.0314       3.992      35.947      28.993                                                                          
        12.6        0.09      0.2379      0.0851      0.0315       4.015      36.152      28.477                                                                          
        15.7        0.11      0.2904      0.0834      0.0317       4.031      36.297      27.917                                                                          
        18.9        0.13      0.3402      0.0816      0.0317       4.040      36.371      27.311                                                                          
        22.0        0.15      0.3874      0.0796      0.0317       4.039      36.362      26.654                                                                          
        25.2        0.18      0.4322      0.0775      0.0316       4.027      36.256      25.944                                                                          
        28.3        0.20      0.4746      0.0752      0.0315       4.005      36.063      25.188                                                                          
        31.4        0.22      0.5147      0.0728      0.0312       3.972      35.764      24.378                                                                          
        34.6        0.24      0.5525      0.0702      0.0308       3.925      35.343      23.512                                                                          
        37.7        0.26      0.5881      0.0675      0.0303       3.864      34.788      22.581                                                                          
        40.9        0.29      0.6214      0.0645      0.0297       3.786      34.084      21.578                                                                          
        44.0        0.31      0.6522      0.0612      0.0289       3.685      33.181      20.474                                                                          
        47.2        0.33      0.6803      0.0577      0.0280       3.572      32.159      19.317                                                                          
        50.3        0.35      0.7058      0.0541      0.0271       3.446      31.029      18.128                                                                          
        53.5        0.37      0.7291      0.0505      0.0260       3.306      29.768      16.910                                                                          
        56.6        0.40      0.7503      0.0468      0.0247       3.151      28.368      15.662                                                                          
        59.7        0.42      0.7693      0.0430      0.0234       2.979      26.825      14.385                                                                          
        62.9        0.44      0.7857      0.0391      0.0219       2.791      25.133      13.077                                                                          
        66.0        0.46      0.7987      0.0351      0.0203       2.588      23.303      11.739                                                                          
        69.2        0.48      0.8054      0.0310      0.0187       2.376      21.388      10.371                                                                          
        72.3        0.51      0.8061      0.0268      0.0169       2.147      19.328       8.972                                                                          
        75.5        0.53      0.7993      0.0225      0.0149       1.900      17.110       7.547                                                                          
        78.6        0.55      0.7805      0.0182      0.0128       1.636      14.731       6.091                                                                          
        81.8        0.57      0.7415      0.0138      0.0106       1.354      12.193       4.606                                                                          
        84.9        0.60      0.6634      0.0092      0.0083       1.055       9.503       3.093                                                                          
        88.1        0.62      0.4911      0.0046      0.0058       0.742       6.682       1.552                                                                          
        91.2        0.64     -0.0116     -0.0001      0.0033       0.418       3.759      -0.020                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0935      0.0323       6.140      48.374      40.867                                                                          
         3.6        0.02      0.0624      0.0923      0.0326       6.199      48.836      40.361                                                                          
         7.2        0.04      0.1221      0.0910      0.0329       6.247      49.212      39.797                                                                          
        10.8        0.07      0.1792      0.0896      0.0331       6.284      49.508      39.168                                                                          
        14.4        0.09      0.2338      0.0880      0.0332       6.311      49.720      38.475                                                                          
        18.0        0.11      0.2858      0.0863      0.0333       6.326      49.839      37.719                                                                          
        21.6        0.13      0.3353      0.0844      0.0333       6.328      49.854      36.895                                                                          
        25.2        0.15      0.3825      0.0823      0.0332       6.316      49.761      36.004                                                                          
        28.8        0.18      0.4272      0.0802      0.0331       6.291      49.558      35.047                                                                          
        32.4        0.20      0.4697      0.0778      0.0329       6.249      49.229      34.021                                                                          
        35.9        0.22      0.5099      0.0753      0.0326       6.189      48.761      32.926                                                                          
        39.5        0.24      0.5480      0.0726      0.0321       6.110      48.138      31.754                                                                          
        43.1        0.26      0.5838      0.0697      0.0316       6.009      47.342      30.496                                                                          
        46.7        0.29      0.6172      0.0666      0.0310       5.884      46.354      29.143                                                                          
        50.3        0.31      0.6483      0.0633      0.0301       5.726      45.108      27.659                                                                          
        53.9        0.33      0.6767      0.0597      0.0292       5.546      43.690      26.098                                                                          
        57.5        0.35      0.7027      0.0560      0.0281       5.346      42.120      24.495                                                                          
        61.1        0.37      0.7267      0.0523      0.0270       5.125      40.373      22.852                                                                          
        64.7        0.40      0.7486      0.0484      0.0257       4.879      38.441      21.169                                                                          
        68.3        0.42      0.7684      0.0445      0.0242       4.609      36.313      19.445                                                                          
        71.9        0.44      0.7857      0.0404      0.0227       4.314      33.987      17.681                                                                          
        75.5        0.46      0.7994      0.0363      0.0210       3.998      31.493      15.875                                                                          
        79.1        0.49      0.8066      0.0321      0.0193       3.669      28.902      14.032                                                                          
        82.7        0.51      0.8084      0.0278      0.0174       3.312      26.095      12.146                                                                          
        86.3        0.53      0.8029      0.0234      0.0154       2.928      23.068      10.219                                                                          
        89.9        0.55      0.7858      0.0189      0.0132       2.517      19.827       8.252                                                                          
        93.5        0.57      0.7490      0.0143      0.0109       2.078      16.372       6.245                                                                          
        97.1        0.60      0.6729      0.0096      0.0085       1.613      12.706       4.193                                                                          
       100.7        0.62      0.5018      0.0048      0.0059       1.126       8.869       2.105                                                                          
       104.2        0.64     -0.0143     -0.0001      0.0033       0.621       4.891      -0.032                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0990      0.0372      10.063      70.468      54.798                                                                          
         4.0        0.02      0.0577      0.0990      0.0378      10.225      71.601      54.772                                                                          
         8.1        0.04      0.1134      0.0985      0.0382      10.352      72.492      54.529                                                                          
        12.1        0.07      0.1673      0.0978      0.0386      10.450      73.177      54.120                                                                          
        16.1        0.09      0.2193      0.0966      0.0388      10.497      73.509      53.463                                                                          
        20.2        0.11      0.2695      0.0946      0.0386      10.457      73.228      52.355                                                                          
        24.2        0.13      0.3179      0.0922      0.0383      10.368      72.609      51.034                                                                          
        28.3        0.15      0.3644      0.0897      0.0379      10.267      71.897      49.649                                                                          
        32.3        0.18      0.4090      0.0871      0.0375      10.147      71.055      48.183                                                                          
        36.3        0.20      0.4517      0.0842      0.0370      10.001      70.035      46.623                                                                          
        40.4        0.22      0.4921      0.0814      0.0364       9.851      68.983      45.028                                                                          
        44.4        0.24      0.5303      0.0784      0.0358       9.686      67.832      43.375                                                                          
        48.4        0.26      0.5656      0.0753      0.0352       9.522      66.680      41.692                                                                          
        52.5        0.29      0.5994      0.0720      0.0344       9.299      65.120      39.832                                                                          
        56.5        0.31      0.6313      0.0683      0.0333       9.019      63.159      37.779                                                                          
        60.6        0.33      0.6610      0.0643      0.0321       8.696      60.899      35.601                                                                          
        64.6        0.35      0.6891      0.0602      0.0308       8.332      58.349      33.337                                                                          
        68.6        0.37      0.7162      0.0559      0.0292       7.911      55.402      30.963                                                                          
        72.7        0.40      0.7407      0.0517      0.0276       7.482      52.392      28.599                                                                          
        76.7        0.42      0.7636      0.0473      0.0259       7.008      49.073      26.160                                                                          
        80.7        0.44      0.7836      0.0428      0.0241       6.510      45.586      23.694                                                                          
        84.8        0.46      0.7980      0.0384      0.0223       6.023      42.175      21.259                                                                          
        88.8        0.48      0.8064      0.0340      0.0204       5.519      38.646      18.790                                                                          
        92.8        0.51      0.8098      0.0294      0.0184       4.974      34.834      16.268                                                                          
        96.9        0.53      0.8060      0.0247      0.0162       4.387      30.722      13.686                                                                          
       100.9        0.55      0.7910      0.0200      0.0139       3.760      26.327      11.050                                                                          
       105.0        0.57      0.7562      0.0151      0.0114       3.091      21.649       8.353                                                                          
       109.0        0.59      0.6829      0.0102      0.0089       2.401      16.812       5.641                                                                          
       113.0        0.62      0.5122      0.0051      0.0062       1.668      11.680       2.834                                                                          
       117.1        0.64     -0.0152     -0.0001      0.0033       0.907       6.348      -0.044                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0974      0.0374      13.877      87.460      66.541                                                                          
         4.5        0.02      0.0562      0.0974      0.0378      14.050      88.554      66.511                                                                          
         8.9        0.04      0.1108      0.0973      0.0384      14.255      89.842      66.479                                                                          
        13.4        0.07      0.1633      0.0972      0.0390      14.496      91.364      66.441                                                                          
        17.8        0.09      0.2137      0.0972      0.0398      14.764      93.049      66.389                                                                          
        22.3        0.11      0.2619      0.0970      0.0405      15.027      94.709      66.264                                                                          
        26.7        0.13      0.3084      0.0963      0.0410      15.205      95.833      65.784                                                                          
        31.2        0.15      0.3532      0.0951      0.0412      15.301      96.433      64.983                                                                          
        35.6        0.17      0.3961      0.0931      0.0411      15.261      96.183      63.609                                                                          
        40.1        0.20      0.4374      0.0907      0.0408      15.139      95.414      61.940                                                                          
        44.5        0.22      0.4771      0.0878      0.0402      14.940      94.163      60.001                                                                          
        49.0        0.24      0.5146      0.0849      0.0397      14.723      92.792      57.986                                                                          
        53.5        0.26      0.5503      0.0817      0.0390      14.462      91.147      55.833                                                                          
        57.9        0.28      0.5838      0.0784      0.0382      14.176      89.344      53.594                                                                          
        62.4        0.31      0.6153      0.0749      0.0373      13.835      87.195      51.186                                                                          
        66.8        0.33      0.6446      0.0712      0.0362      13.450      84.769      48.658                                                                          
        71.3        0.35      0.6718      0.0675      0.0351      13.046      82.224      46.111                                                                          
        75.7        0.37      0.6963      0.0635      0.0339      12.588      79.339      43.404                                                                          
        80.2        0.39      0.7172      0.0594      0.0326      12.102      76.275      40.596                                                                          
