         20.5x10.5WPN             (205x105WPN.dat)                             11/28/16                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        26.0        0.67      0.3870      0.0049      0.0085       0.020       0.622       0.110                                                                          
        27.0        0.69     -0.0036      0.0000      0.0056       0.013       0.409      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0993      0.0455       0.358       7.518       5.028                                                                          
         1.4        0.02      0.0525      0.0980      0.0447       0.351       7.384       4.961                                                                          
         2.8        0.05      0.1054      0.0965      0.0439       0.345       7.251       4.887                                                                          
         4.2        0.07      0.1584      0.0949      0.0431       0.339       7.120       4.807                                                                          
         5.6        0.10      0.2112      0.0932      0.0423       0.333       6.992       4.719                                                                          
         7.0        0.12      0.2634      0.0913      0.0416       0.327       6.865       4.624                                                                          
         8.4        0.14      0.3148      0.0893      0.0408       0.321       6.738       4.521                                                                          
         9.8        0.17      0.3651      0.0871      0.0400       0.315       6.611       4.409                                                                          
        11.2        0.19      0.4138      0.0847      0.0393       0.309       6.484       4.288                                                                          
        12.6        0.22      0.4605      0.0821      0.0385       0.303       6.356       4.158                                                                          
        14.0        0.24      0.5049      0.0793      0.0377       0.296       6.223       4.018                                                                          
        15.4        0.26      0.5466      0.0764      0.0368       0.290       6.085       3.866                                                                          
        16.8        0.29      0.5849      0.0731      0.0360       0.283       5.939       3.701                                                                          
        18.1        0.31      0.6193      0.0695      0.0350       0.275       5.780       3.520                                                                          
        19.5        0.34      0.6492      0.0658      0.0340       0.267       5.619       3.332                                                                          
        20.9        0.36      0.6756      0.0620      0.0330       0.260       5.453       3.140                                                                          
        22.3        0.38      0.6994      0.0581      0.0319       0.251       5.266       2.944                                                                          
        23.7        0.41      0.7206      0.0542      0.0306       0.241       5.060       2.742                                                                          
        25.1        0.43      0.7390      0.0501      0.0292       0.230       4.832       2.537                                                                          
        26.5        0.46      0.7544      0.0459      0.0277       0.218       4.582       2.326                                                                          
        27.9        0.48      0.7667      0.0417      0.0261       0.205       4.306       2.111                                                                          
        29.3        0.50      0.7753      0.0373      0.0242       0.191       4.004       1.890                                                                          
        30.7        0.53      0.7793      0.0329      0.0223       0.175       3.676       1.665                                                                          
        32.1        0.55      0.7769      0.0284      0.0201       0.158       3.325       1.436                                                                          
        33.5        0.58      0.7648      0.0238      0.0179       0.141       2.952       1.203                                                                          
        34.9        0.60      0.7378      0.0191      0.0155       0.122       2.561       0.966                                                                          
        36.3        0.62      0.6882      0.0144      0.0130       0.102       2.148       0.727                                                                          
        37.7        0.65      0.6002      0.0096      0.0104       0.082       1.712       0.487                                                                          
        39.1        0.67      0.4242      0.0048      0.0076       0.060       1.260       0.244                                                                          
        40.5        0.70     -0.0034      0.0000      0.0049       0.038       0.802      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1013      0.0558       1.041      16.400       9.119                                                                          
         1.9        0.02      0.0444      0.0999      0.0538       1.003      15.810       8.995                                                                          
         3.7        0.05      0.0907      0.0984      0.0519       0.967      15.233       8.859                                                                          
         5.6        0.07      0.1388      0.0968      0.0500       0.931      14.675       8.710                                                                          
         7.4        0.10      0.1886      0.0949      0.0481       0.897      14.136       8.546                                                                          
         9.3        0.12      0.2396      0.0930      0.0464       0.864      13.619       8.369                                                                          
        11.1        0.14      0.2915      0.0908      0.0447       0.833      13.122       8.176                                                                          
        13.0        0.17      0.3438      0.0885      0.0431       0.803      12.646       7.966                                                                          
        14.8        0.19      0.3960      0.0860      0.0415       0.774      12.194       7.740                                                                          
        16.7        0.22      0.4472      0.0833      0.0401       0.747      11.766       7.497                                                                          
        18.6        0.24      0.4969      0.0804      0.0387       0.721      11.356       7.236                                                                          
        20.4        0.26      0.5441      0.0773      0.0373       0.696      10.965       6.955                                                                          
        22.3        0.29      0.5877      0.0739      0.0361       0.672      10.594       6.654                                                                          
        24.1        0.31      0.6263      0.0703      0.0349       0.650      10.238       6.326                                                                          
        26.0        0.33      0.6590      0.0665      0.0338       0.629       9.918       5.987                                                                          
        27.8        0.36      0.6868      0.0627      0.0327       0.610       9.614       5.645                                                                          
        29.7        0.38      0.7122      0.0588      0.0316       0.589       9.276       5.295                                                                          
        31.5        0.41      0.7353      0.0548      0.0303       0.565       8.898       4.935                                                                          
        33.4        0.43      0.7558      0.0507      0.0289       0.538       8.481       4.567                                                                          
        35.3        0.45      0.7735      0.0465      0.0273       0.509       8.024       4.190                                                                          
        37.1        0.48      0.7884      0.0423      0.0256       0.478       7.524       3.804                                                                          
        39.0        0.50      0.7998      0.0379      0.0238       0.443       6.980       3.409                                                                          
        40.8        0.53      0.8070      0.0334      0.0218       0.406       6.397       3.009                                                                          
        42.7        0.55      0.8081      0.0289      0.0197       0.366       5.774       2.602                                                                          
        44.5        0.57      0.7994      0.0243      0.0174       0.325       5.120       2.187                                                                          
        46.4        0.60      0.7760      0.0196      0.0151       0.282       4.436       1.766                                                                          
        48.3        0.62      0.7300      0.0149      0.0126       0.236       3.714       1.337                                                                          
        50.1        0.65      0.6475      0.0100      0.0100       0.186       2.923       0.899                                                                          
        52.0        0.67      0.4712      0.0050      0.0071       0.133       2.090       0.451                                                                          
        53.8        0.69     -0.0018      0.0000      0.0043       0.080       1.253      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1020      0.0520       1.893      23.867      14.344                                                                          
         2.3        0.02      0.0476      0.1006      0.0505       1.837      23.154      14.155                                                                          
         4.6        0.05      0.0968      0.0992      0.0489       1.782      22.456      13.947                                                                          
         7.0        0.07      0.1472      0.0975      0.0475       1.728      21.784      13.718                                                                          
         9.3        0.10      0.1986      0.0958      0.0460       1.676      21.132      13.468                                                                          
        11.6        0.12      0.2507      0.0938      0.0447       1.627      20.503      13.195                                                                          
        13.9        0.14      0.3030      0.0917      0.0434       1.579      19.899      12.898                                                                          
        16.2        0.17      0.3551      0.0894      0.0421       1.533      19.318      12.577                                                                          
        18.5        0.19      0.4064      0.0870      0.0409       1.488      18.757      12.230                                                                          
        20.9        0.21      0.4565      0.0843      0.0397       1.445      18.213      11.855                                                                          
        23.2        0.24      0.5045      0.0814      0.0385       1.403      17.690      11.454                                                                          
        25.5        0.26      0.5499      0.0783      0.0374       1.363      17.175      11.019                                                                          
        27.8        0.29      0.5920      0.0750      0.0363       1.322      16.668      10.553                                                                          
        30.1        0.31      0.6297      0.0714      0.0352       1.281      16.152      10.041                                                                          
        32.5        0.33      0.6625      0.0676      0.0341       1.242      15.652       9.506                                                                          
        34.8        0.36      0.6909      0.0637      0.0330       1.203      15.164       8.964                                                                          
        37.1        0.38      0.7170      0.0598      0.0319       1.160      14.620       8.409                                                                          
        39.4        0.41      0.7408      0.0557      0.0305       1.112      14.016       7.839                                                                          
        41.7        0.43      0.7621      0.0516      0.0291       1.059      13.351       7.255                                                                          
        44.0        0.45      0.7808      0.0473      0.0275       1.001      12.622       6.657                                                                          
        46.4        0.48      0.7967      0.0430      0.0258       0.938      11.828       6.047                                                                          
        48.7        0.50      0.8090      0.0386      0.0239       0.870      10.970       5.424                                                                          
        51.0        0.53      0.8170      0.0340      0.0219       0.797      10.045       4.788                                                                          
        53.3        0.55      0.8189      0.0294      0.0197       0.719       9.060       4.140                                                                          
        55.6        0.57      0.8117      0.0247      0.0175       0.636       8.014       3.479                                                                          
        58.0        0.60      0.7904      0.0199      0.0151       0.548       6.913       2.805                                                                          
        60.3        0.62      0.7472      0.0151      0.0125       0.456       5.749       2.120                                                                          
        62.6        0.64      0.6669      0.0101      0.0098       0.356       4.484       1.421                                                                          
        64.9        0.67      0.4908      0.0051      0.0069       0.252       3.170       0.713                                                                          
        67.2        0.69     -0.0028      0.0000      0.0040       0.147       1.851      -0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1017      0.0412       2.594      27.246      20.607                                                                          
         2.8        0.02      0.0585      0.1005      0.0410       2.580      27.099      20.352                                                                          
         5.6        0.05      0.1160      0.0991      0.0408       2.566      26.956      20.073                                                                          
         8.3        0.07      0.1724      0.0976      0.0406       2.551      26.797      19.765                                                                          
        11.1        0.10      0.2274      0.0959      0.0403       2.534      26.621      19.427                                                                          
        13.9        0.12      0.2808      0.0941      0.0400       2.516      26.432      19.058                                                                          
        16.7        0.14      0.3325      0.0921      0.0397       2.497      26.226      18.657                                                                          
        19.5        0.17      0.3822      0.0900      0.0393       2.474      25.991      18.219                                                                          
        22.2        0.19      0.4298      0.0876      0.0389       2.449      25.727      17.744                                                                          
        25.0        0.21      0.4751      0.0851      0.0385       2.421      25.430      17.233                                                                          
        27.8        0.24      0.5179      0.0823      0.0380       2.388      25.086      16.679                                                                          
        30.6        0.26      0.5581      0.0794      0.0374       2.350      24.683      16.077                                                                          
        33.4        0.29      0.5956      0.0762      0.0366       2.304      24.205      15.423                                                                          
        36.2        0.31      0.6303      0.0726      0.0357       2.248      23.612      14.697                                                                          
        38.9        0.33      0.6620      0.0687      0.0347       2.183      22.933      13.921                                                                          
        41.7        0.36      0.6908      0.0648      0.0336       2.114      22.207      13.130                                                                          
        44.5        0.38      0.7174      0.0608      0.0324       2.037      21.400      12.318                                                                          
        47.3        0.41      0.7416      0.0567      0.0310       1.952      20.506      11.484                                                                          
        50.1        0.43      0.7635      0.0525      0.0295       1.858      19.522      10.630                                                                          
        52.8        0.45      0.7828      0.0482      0.0279       1.756      18.445       9.756                                                                          
        55.6        0.48      0.7993      0.0438      0.0261       1.644      17.273       8.862                                                                          
        58.4        0.50      0.8123      0.0393      0.0242       1.524      16.010       7.950                                                                          
        61.2        0.53      0.8207      0.0347      0.0222       1.396      14.661       7.021                                                                          
        64.0        0.55      0.8231      0.0300      0.0200       1.258      13.216       6.072                                                                          
        66.7        0.57      0.8170      0.0252      0.0177       1.112      11.685       5.106                                                                          
        69.5        0.60      0.7983      0.0203      0.0152       0.957      10.051       4.120                                                                          
        72.3        0.62      0.7588      0.0154      0.0126       0.791       8.309       3.113                                                                          
        75.1        0.64      0.6815      0.0103      0.0098       0.614       6.445       2.089                                                                          
        77.9        0.67      0.5065      0.0052      0.0068       0.429       4.504       1.046                                                                          
        80.6        0.69     -0.0029      0.0000      0.0039       0.244       2.563      -0.003                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1029      0.0373       3.723      33.523      28.366                                                                          
         3.2        0.02      0.0645      0.1017      0.0377       3.766      33.906      28.045                                                                          
         6.5        0.05      0.1260      0.1004      0.0381       3.804      34.246      27.685                                                                          
         9.7        0.07      0.1847      0.0990      0.0384       3.836      34.536      27.284                                                                          
        13.0        0.10      0.2406      0.0974      0.0387       3.862      34.770      26.839                                                                          
        16.2        0.12      0.2939      0.0956      0.0388       3.881      34.941      26.349                                                                          
        19.5        0.14      0.3444      0.0936      0.0390       3.893      35.048      25.815                                                                          
        22.7        0.17      0.3924      0.0915      0.0390       3.896      35.076      25.230                                                                          
        26.0        0.19      0.4379      0.0892      0.0389       3.889      35.017      24.592                                                                          
        29.2        0.21      0.4808      0.0867      0.0388       3.873      34.869      23.901                                                                          
        32.5        0.24      0.5213      0.0840      0.0385       3.844      34.612      23.151                                                                          
        35.7        0.26      0.5594      0.0810      0.0381       3.801      34.227      22.332                                                                          
        39.0        0.29      0.5952      0.0778      0.0375       3.741      33.686      21.436                                                                          
        42.2        0.31      0.6287      0.0741      0.0366       3.658      32.938      20.439                                                                          
        45.4        0.33      0.6601      0.0702      0.0356       3.555      32.006      19.363                                                                          
        48.7        0.36      0.6892      0.0662      0.0344       3.440      30.975      18.261                                                                          
        51.9        0.38      0.7161      0.0621      0.0332       3.314      29.834      17.131                                                                          
        55.2        0.41      0.7406      0.0579      0.0318       3.174      28.574      15.972                                                                          
        58.4        0.43      0.7628      0.0536      0.0302       3.020      27.192      14.785                                                                          
        61.7        0.45      0.7826      0.0492      0.0286       2.852      25.680      13.572                                                                          
        64.9        0.48      0.7997      0.0447      0.0267       2.669      24.027      12.327                                                                          
        68.2        0.50      0.8133      0.0401      0.0247       2.471      22.251      11.057                                                                          
        71.4        0.53      0.8223      0.0354      0.0226       2.260      20.351       9.760                                                                          
        74.7        0.55      0.8254      0.0306      0.0204       2.036      18.332       8.441                                                                          
        77.9        0.57      0.8207      0.0258      0.0180       1.798      16.188       7.103                                                                          
        81.2        0.60      0.8035      0.0208      0.0154       1.543      13.896       5.730                                                                          
        84.4        0.62      0.7672      0.0157      0.0127       1.272      11.451       4.335                                                                          
        87.6        0.64      0.6921      0.0106      0.0098       0.984       8.857       2.913                                                                          
        90.9        0.67      0.5200      0.0053      0.0068       0.683       6.148       1.465                                                                          
        94.1        0.69     -0.0039      0.0000      0.0038       0.378       3.407      -0.006                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1053      0.0388       5.788      45.602      37.907                                                                          
         3.7        0.02      0.0634      0.1042      0.0393       5.857      46.143      37.523                                                                          
         7.4        0.05      0.1240      0.1030      0.0397       5.917      46.618      37.080                                                                          
        11.1        0.07      0.1819      0.1016      0.0400       5.968      47.018      36.575                                                                          
        14.8        0.10      0.2372      0.1000      0.0403       6.007      47.325      36.003                                                                          
        18.6        0.12      0.2899      0.0982      0.0405       6.035      47.542      35.365                                                                          
        22.3        0.14      0.3402      0.0963      0.0406       6.049      47.659      34.661                                                                          
        26.0        0.17      0.3880      0.0941      0.0406       6.050      47.667      33.888                                                                          
        29.7        0.19      0.4333      0.0918      0.0405       6.036      47.552      33.040                                                                          
        33.4        0.22      0.4763      0.0892      0.0403       6.005      47.308      32.117                                                                          
        37.1        0.24      0.5169      0.0864      0.0399       5.956      46.920      31.111                                                                          
        40.8        0.26      0.5551      0.0834      0.0395       5.885      46.361      30.013                                                                          
        44.5        0.29      0.5911      0.0800      0.0388       5.788      45.602      28.813                                                                          
        48.2        0.31      0.6248      0.0763      0.0379       5.657      44.568      27.479                                                                          
        51.9        0.33      0.6565      0.0723      0.0368       5.493      43.274      26.030                                                                          
        55.7        0.36      0.6858      0.0682      0.0356       5.312      41.851      24.547                                                                          
        59.4        0.38      0.7129      0.0640      0.0343       5.114      40.288      23.028                                                                          
        63.1        0.41      0.7378      0.0596      0.0328       4.896      38.570      21.474                                                                          
        66.8        0.43      0.7605      0.0552      0.0312       4.657      36.686      19.882                                                                          
        70.5        0.45      0.7808      0.0507      0.0295       4.396      34.629      18.255                                                                          
        74.2        0.48      0.7986      0.0461      0.0276       4.111      32.388      16.589                                                                          
        77.9        0.50      0.8129      0.0413      0.0255       3.806      29.981      14.888                                                                          
        81.6        0.53      0.8230      0.0365      0.0233       3.479      27.409      13.153                                                                          
        85.3        0.55      0.8273      0.0316      0.0210       3.132      24.673      11.384                                                                          
        89.1        0.57      0.8236      0.0266      0.0185       2.761      21.755       9.577                                                                          
        92.8        0.60      0.8080      0.0215      0.0159       2.369      18.661       7.736                                                                          
        96.5        0.62      0.7734      0.0163      0.0131       1.949      15.352       5.858                                                                          
       100.2        0.65      0.7005      0.0109      0.0101       1.502      11.835       3.939                                                                          
       103.9        0.67      0.5294      0.0055      0.0069       1.034       8.143       1.975                                                                          
       107.6        0.69     -0.0058      0.0000      0.0038       0.563       4.436      -0.011                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1092      0.0416       8.840      61.904      49.767                                                                          
         4.2        0.02      0.0613      0.1084      0.0422       8.959      62.737      49.410                                                                          
         8.3        0.05      0.1201      0.1073      0.0426       9.051      63.384      48.912                                                                          
        12.5        0.07      0.1766      0.1060      0.0430       9.121      63.876      48.296                                                                          
        16.7        0.10      0.2307      0.1044      0.0432       9.171      64.225      47.579                                                                          
        20.8        0.12      0.2825      0.1026      0.0433       9.198      64.409      46.752                                                                          
        25.0        0.14      0.3322      0.1006      0.0433       9.201      64.433      45.823                                                                          
        29.2        0.17      0.3796      0.0983      0.0432       9.182      64.303      44.797                                                                          
        33.3        0.19      0.4250      0.0958      0.0430       9.138      63.990      43.663                                                                          
        37.5        0.21      0.4681      0.0931      0.0427       9.067      63.497      42.421                                                                          
        41.7        0.24      0.5090      0.0901      0.0422       8.969      62.806      41.067                                                                          
        45.9        0.26      0.5477      0.0869      0.0416       8.839      61.897      39.591                                                                          
        50.0        0.29      0.5840      0.0834      0.0409       8.681      60.792      38.004                                                                          
        54.2        0.31      0.6180      0.0796      0.0399       8.480      59.383      36.262                                                                          
        58.4        0.33      0.6500      0.0754      0.0387       8.224      57.591      34.347                                                                          
        62.5        0.36      0.6798      0.0711      0.0374       7.947      55.653      32.400                                                                          
        66.7        0.38      0.7073      0.0667      0.0360       7.647      53.550      30.410                                                                          
        70.9        0.41      0.7326      0.0623      0.0345       7.318      51.249      28.372                                                                          
        75.0        0.43      0.7559      0.0577      0.0328       6.958      48.723      26.282                                                                          
        79.2        0.45      0.7770      0.0530      0.0309       6.562      45.954      24.141                                                                          
        83.4        0.48      0.7956      0.0482      0.0289       6.135      42.962      21.954                                                                          
        87.5        0.50      0.8111      0.0433      0.0267       5.674      39.732      19.714                                                                          
        91.7        0.52      0.8224      0.0382      0.0244       5.181      36.281      17.423                                                                          
        95.9        0.55      0.8282      0.0331      0.0219       4.657      32.611      15.084                                                                          
       100.0        0.57      0.8263      0.0279      0.0193       4.099      28.707      12.695                                                                          
       104.2        0.60      0.8124      0.0225      0.0165       3.513      24.600      10.268                                                                          
       108.4        0.62      0.7802      0.0171      0.0136       2.894      20.267       7.812                                                                          
       112.6        0.64      0.7098      0.0116      0.0105       2.227      15.592       5.266                                                                          
       116.7        0.67      0.5418      0.0058      0.0072       1.525      10.679       2.654                                                                          
       120.9        0.69     -0.0039      0.0000      0.0039       0.832       5.825      -0.010                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1112      0.0534      15.559      98.060      62.536                                                                          
         4.6        0.02      0.0493      0.1111      0.0537      15.636      98.547      62.529                                                                          
         9.2        0.05      0.0980      0.1111      0.0540      15.714      99.039      62.515                                                                          
        13.9        0.07      0.1462      0.1111      0.0542      15.792      99.529      62.481                                                                          
        18.5        0.10      0.1937      0.1110      0.0545      15.882     100.098      62.428                                                                          
        23.1        0.12      0.2403      0.1108      0.0548      15.974     100.679      62.309                                                                          
        27.7        0.14      0.2859      0.1098      0.0548      15.963     100.609      61.746                                                                          
        32.3        0.17      0.3303      0.1084      0.0546      15.916     100.309      60.961                                                                          
        37.0        0.19      0.3725      0.1066      0.0545      15.874     100.044      59.991                                                                          
        41.6        0.21      0.4123      0.1046      0.0543      15.825      99.740      58.845                                                                          
        46.2        0.24      0.4495      0.1023      0.0542      15.775      99.424      57.553                                                                          
        50.8        0.26      0.4846      0.0993      0.0536      15.619      98.438      55.849                                                                          
        55.4        0.29      0.5203      0.0954      0.0523      15.245      96.081      53.648                                                                          
        60.1        0.31      0.5584      0.0906      0.0502      14.622      92.155      50.977                                                                          
        64.7        0.33      0.5899      0.0858      0.0485      14.113      88.948      48.271                                                                          
        69.3        0.36      0.6215      0.0807      0.0464      13.503      85.105      45.412                                                                          
        73.9        0.38      0.6525      0.0755      0.0440      12.822      80.814      42.449                                                                          
        78.5        0.40      0.6812      0.0701      0.0416      12.118      76.374      39.417                                                                          
        83.2        0.43      0.7101      0.0646      0.0390      11.346      71.507      36.330                                                                          
