         9x4.5R-RH                (9x45R-RH.dat)                                                                                                                          
         v2020-0506                                                                                                                                                       
         Simulation Date: 09/24/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
         1.5        0.18      0.3777      0.0516      0.0248       0.000       0.007       0.011       0.088       0.001       0.048      55.739        0.04       9545.  
         1.7        0.20      0.4037      0.0494      0.0242       0.000       0.007       0.010       0.086       0.001       0.046      54.612        0.04       9550.  
         1.8        0.21      0.4275      0.0470      0.0236       0.000       0.007       0.010       0.084       0.001       0.044      53.376        0.04       9556.  
         2.0        0.23      0.4487      0.0446      0.0229       0.000       0.007       0.009       0.081       0.001       0.041      52.018        0.04       9562.  
         2.1        0.25      0.4672      0.0420      0.0222       0.000       0.007       0.009       0.079       0.001       0.039      50.560        0.04       9569.  
         2.2        0.26      0.4832      0.0394      0.0215       0.000       0.006       0.008       0.076       0.001       0.037      49.024        0.04       9576.  
         2.4        0.28      0.4967      0.0368      0.0207       0.000       0.006       0.008       0.073       0.001       0.034      47.430        0.04       9584.  
         2.5        0.30      0.5076      0.0340      0.0199       0.000       0.006       0.007       0.070       0.001       0.032      45.776        0.04       9592.  
         2.7        0.31      0.5155      0.0312      0.0190       0.000       0.006       0.007       0.067       0.001       0.029      44.041        0.04       9600.  
         2.8        0.33      0.5200      0.0284      0.0180       0.000       0.005       0.006       0.064       0.001       0.026      42.204        0.04       9609.  
         3.0        0.35      0.5204      0.0255      0.0169       0.000       0.005       0.005       0.060       0.001       0.024      40.224        0.04       9619.  
         3.1        0.36      0.5158      0.0225      0.0158       0.000       0.005       0.005       0.056       0.001       0.021      38.056        0.04       9629.  
         3.2        0.38      0.5048      0.0194      0.0146       0.000       0.004       0.004       0.052       0.000       0.018      35.622        0.04       9639.  
         3.4        0.40      0.4845      0.0163      0.0133       0.000       0.004       0.003       0.047       0.000       0.015      32.771        0.04       9650.  
         3.5        0.41      0.4502      0.0132      0.0121       0.000       0.004       0.003       0.043       0.000       0.012      29.229        0.04       9661.  
         3.7        0.43      0.3941      0.0100      0.0108       0.000       0.003       0.002       0.038       0.000       0.009      24.603        0.04       9673.  
         3.8        0.45      0.3110      0.0067      0.0096       0.000       0.003       0.001       0.034       0.000       0.006      18.698        0.04       9685.  
         3.9        0.46      0.1865      0.0033      0.0083       0.000       0.002       0.001       0.029       0.000       0.003      10.809        0.04       9698.  
         4.1        0.48     -0.0036     -0.0001      0.0070       0.000       0.002       0.000       0.025       0.000       0.000      -0.200        0.04       9711.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0590      0.0255       0.001       0.031       0.049       0.724       0.003       0.220      30.924        0.07      19033.  
         0.3        0.02      0.0377      0.0581      0.0253       0.001       0.030       0.049       0.716       0.003       0.216      30.747        0.07      19034.  
         0.6        0.03      0.0749      0.0571      0.0250       0.001       0.030       0.048       0.708       0.003       0.212      30.565        0.07      19035.  
         0.8        0.05      0.1117      0.0560      0.0247       0.001       0.030       0.047       0.699       0.003       0.208      30.379        0.07      19037.  
         1.1        0.07      0.1480      0.0549      0.0243       0.001       0.029       0.046       0.690       0.003       0.204      30.189        0.07      19041.  
         1.4        0.08      0.1838      0.0537      0.0240       0.001       0.029       0.045       0.679       0.003       0.200      29.993        0.07      19045.  
         1.7        0.10      0.2190      0.0525      0.0236       0.001       0.028       0.044       0.668       0.003       0.195      29.790        0.07      19050.  
         2.0        0.11      0.2537      0.0512      0.0232       0.001       0.028       0.043       0.656       0.003       0.190      29.577        0.07      19056.  
         2.2        0.13      0.2877      0.0498      0.0227       0.001       0.027       0.042       0.643       0.003       0.185      29.345        0.07      19063.  
         2.5        0.15      0.3208      0.0482      0.0222       0.001       0.027       0.040       0.629       0.003       0.179      29.086        0.07      19071.  
         2.8        0.16      0.3528      0.0466      0.0216       0.001       0.026       0.039       0.613       0.003       0.173      28.794        0.07      19079.  
         3.1        0.18      0.3834      0.0448      0.0211       0.001       0.025       0.037       0.597       0.003       0.166      28.444        0.07      19089.  
         3.4        0.20      0.4118      0.0428      0.0205       0.001       0.025       0.036       0.580       0.003       0.159      28.006        0.07      19100.  
         3.6        0.21      0.4370      0.0408      0.0199       0.001       0.024       0.034       0.563       0.003       0.152      27.430        0.07      19111.  
         3.9        0.23      0.4570      0.0387      0.0194       0.001       0.023       0.032       0.550       0.003       0.144      26.637        0.07      19123.  
         4.2        0.25      0.4738      0.0365      0.0190       0.001       0.023       0.031       0.537       0.003       0.136      25.777        0.07      19137.  
         4.5        0.26      0.4877      0.0343      0.0185       0.001       0.022       0.029       0.523       0.002       0.128      24.875        0.07      19151.  
         4.8        0.28      0.4979      0.0318      0.0178       0.001       0.021       0.027       0.505       0.002       0.118      23.902        0.07      19166.  
         5.0        0.30      0.5057      0.0295      0.0172       0.001       0.021       0.025       0.488       0.002       0.110      22.930        0.07      19182.  
         5.3        0.31      0.5103      0.0271      0.0165       0.001       0.020       0.023       0.468       0.002       0.101      21.917        0.07      19199.  
         5.6        0.33      0.5110      0.0246      0.0158       0.001       0.019       0.021       0.448       0.002       0.092      20.852        0.07      19217.  
         5.9        0.34      0.5074      0.0221      0.0150       0.001       0.018       0.018       0.425       0.002       0.082      19.718        0.07      19235.  
         6.1        0.36      0.4984      0.0195      0.0141       0.001       0.017       0.016       0.400       0.002       0.073      18.488        0.07      19255.  
         6.4        0.38      0.4827      0.0169      0.0132       0.001       0.016       0.014       0.374       0.002       0.063      17.129        0.07      19276.  
         6.7        0.39      0.4578      0.0142      0.0122       0.000       0.015       0.012       0.346       0.002       0.053      15.568        0.07      19297.  
         7.0        0.41      0.4194      0.0115      0.0112       0.000       0.013       0.010       0.317       0.002       0.043      13.691        0.07      19319.  
         7.3        0.43      0.3627      0.0086      0.0101       0.000       0.012       0.007       0.287       0.001       0.032      11.385        0.07      19342.  
         7.5        0.44      0.2826      0.0058      0.0091       0.000       0.011       0.005       0.257       0.001       0.021       8.542        0.07      19366.  
         7.8        0.46      0.1669      0.0029      0.0080       0.000       0.010       0.002       0.226       0.001       0.011       4.863        0.07      19391.  
         8.1        0.48     -0.0023      0.0000      0.0069       0.000       0.008       0.000       0.196       0.001       0.000      -0.065        0.07      19417.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0650      0.0276       0.004       0.074       0.122       2.639       0.008       0.544      20.998        0.11      28550.  
         0.4        0.02      0.0384      0.0641      0.0274       0.004       0.074       0.121       2.620       0.008       0.536      20.867        0.11      28551.  
         0.8        0.03      0.0762      0.0631      0.0272       0.003       0.073       0.119       2.597       0.008       0.528      20.721        0.11      28553.  
         1.3        0.05      0.1135      0.0620      0.0269       0.003       0.072       0.117       2.571       0.008       0.518      20.562        0.11      28556.  
         1.7        0.07      0.1500      0.0608      0.0266       0.003       0.072       0.114       2.542       0.008       0.508      20.394        0.11      28561.  
         2.1        0.08      0.1859      0.0595      0.0262       0.003       0.071       0.112       2.509       0.008       0.497      20.217        0.11      28567.  
         2.5        0.10      0.2211      0.0581      0.0259       0.003       0.070       0.109       2.473       0.008       0.486      20.030        0.11      28575.  
         2.9        0.11      0.2553      0.0566      0.0254       0.003       0.069       0.106       2.434       0.008       0.473      19.832        0.11      28584.  
         3.4        0.13      0.2887      0.0550      0.0250       0.003       0.067       0.103       2.391       0.008       0.460      19.619        0.11      28594.  
         3.8        0.15      0.3208      0.0532      0.0245       0.003       0.066       0.100       2.343       0.007       0.445      19.380        0.11      28606.  
         4.2        0.16      0.3515      0.0513      0.0240       0.003       0.065       0.097       2.292       0.007       0.430      19.110        0.11      28619.  
         4.6        0.18      0.3804      0.0493      0.0234       0.003       0.063       0.093       2.239       0.007       0.413      18.799        0.11      28634.  
         5.0        0.20      0.4070      0.0472      0.0228       0.003       0.062       0.089       2.185       0.007       0.395      18.438        0.11      28649.  
         5.5        0.21      0.4301      0.0450      0.0223       0.003       0.060       0.085       2.133       0.007       0.376      17.985        0.11      28667.  
         5.9        0.23      0.4504      0.0426      0.0217       0.003       0.058       0.080       2.076       0.007       0.356      17.489        0.11      28685.  
         6.3        0.25      0.4682      0.0401      0.0211       0.003       0.057       0.075       2.016       0.006       0.336      16.970        0.11      28705.  
         6.7        0.26      0.4833      0.0376      0.0204       0.003       0.055       0.071       1.952       0.006       0.314      16.423        0.11      28727.  
         7.1        0.28      0.4958      0.0350      0.0197       0.003       0.053       0.066       1.883       0.006       0.293      15.857        0.11      28749.  
         7.6        0.30      0.5055      0.0323      0.0189       0.002       0.051       0.061       1.808       0.006       0.271      15.267        0.11      28773.  
         8.0        0.31      0.5119      0.0296      0.0181       0.002       0.049       0.056       1.726       0.005       0.248      14.648        0.11      28799.  
         8.4        0.33      0.5147      0.0269      0.0171       0.002       0.046       0.051       1.639       0.005       0.225      13.992        0.11      28825.  
         8.8        0.34      0.5131      0.0240      0.0161       0.002       0.044       0.045       1.544       0.005       0.201      13.284        0.11      28854.  
         9.2        0.36      0.5062      0.0212      0.0151       0.002       0.041       0.040       1.443       0.005       0.177      12.509        0.11      28883.  
         9.6        0.38      0.4923      0.0182      0.0140       0.002       0.038       0.034       1.335       0.004       0.152      11.638        0.11      28914.  
        10.1        0.39      0.4687      0.0152      0.0128       0.002       0.034       0.029       1.221       0.004       0.127      10.618        0.11      28946.  
        10.5        0.41      0.4313      0.0122      0.0116       0.001       0.031       0.023       1.106       0.004       0.102       9.380        0.11      28979.  
        10.9        0.43      0.3754      0.0092      0.0104       0.001       0.028       0.017       0.995       0.003       0.077       7.849        0.11      29014.  
        11.3        0.44      0.2942      0.0061      0.0093       0.001       0.025       0.012       0.885       0.003       0.051       5.923        0.11      29050.  
        11.7        0.46      0.1750      0.0031      0.0081       0.001       0.022       0.006       0.773       0.002       0.026       3.397        0.11      29088.  
        12.2        0.48     -0.0027      0.0000      0.0069       0.001       0.019       0.000       0.664       0.002       0.000      -0.050        0.11      29126.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0666      0.0285       0.009       0.136       0.223       6.458       0.015       0.990      15.639        0.14      38067.  
         0.6        0.02      0.0382      0.0660      0.0284       0.009       0.136       0.221       6.438       0.015       0.982      15.554        0.14      38067.  
         1.1        0.03      0.0760      0.0653      0.0283       0.009       0.135       0.218       6.409       0.015       0.971      15.457        0.14      38070.  
         1.7        0.05      0.1132      0.0644      0.0281       0.009       0.135       0.215       6.368       0.015       0.958      15.347        0.14      38075.  
         2.2        0.07      0.1496      0.0635      0.0279       0.008       0.134       0.212       6.327       0.015       0.944      15.212        0.14      38081.  
         2.8        0.08      0.1855      0.0621      0.0275       0.008       0.132       0.208       6.245       0.015       0.924      15.085        0.14      38090.  
         3.4        0.10      0.2203      0.0607      0.0272       0.008       0.130       0.203       6.168       0.015       0.903      14.934        0.14      38100.  
         3.9        0.12      0.2541      0.0593      0.0269       0.008       0.129       0.198       6.087       0.015       0.881      14.764        0.14      38112.  
         4.5        0.13      0.2871      0.0575      0.0264       0.008       0.126       0.192       5.982       0.014       0.856      14.592        0.14      38126.  
         5.0        0.15      0.3184      0.0558      0.0259       0.008       0.124       0.186       5.879       0.014       0.829      14.387        0.14      38142.  
         5.6        0.16      0.3482      0.0538      0.0254       0.008       0.122       0.180       5.766       0.014       0.801      14.162        0.14      38159.  
         6.2        0.18      0.3764      0.0517      0.0249       0.008       0.119       0.173       5.641       0.013       0.770      13.914        0.14      38179.  
         6.7        0.20      0.4024      0.0495      0.0243       0.007       0.116       0.166       5.510       0.013       0.737      13.637        0.14      38200.  
         7.3        0.21      0.4256      0.0472      0.0237       0.007       0.114       0.158       5.372       0.013       0.701      13.313        0.14      38223.  
         7.9        0.23      0.4463      0.0446      0.0230       0.007       0.110       0.149       5.223       0.012       0.664      12.964        0.14      38248.  
         8.4        0.25      0.4648      0.0421      0.0223       0.007       0.107       0.141       5.062       0.012       0.626      12.602        0.14      38275.  
         9.0        0.26      0.4808      0.0394      0.0216       0.007       0.103       0.132       4.891       0.012       0.586      12.220        0.14      38303.  
         9.5        0.28      0.4942      0.0367      0.0208       0.006       0.099       0.123       4.706       0.011       0.546      11.823        0.14      38334.  
        10.1        0.30      0.5049      0.0339      0.0199       0.006       0.095       0.113       4.508       0.011       0.504      11.408        0.14      38366.  
        10.7        0.31      0.5126      0.0311      0.0189       0.006       0.091       0.104       4.293       0.010       0.462      10.972        0.14      38400.  
        11.2        0.33      0.5168      0.0281      0.0179       0.005       0.086       0.094       4.063       0.010       0.419      10.508        0.14      38436.  
        11.8        0.35      0.5167      0.0252      0.0168       0.005       0.081       0.084       3.816       0.009       0.374      10.007        0.14      38474.  
        12.3        0.36      0.5114      0.0221      0.0157       0.005       0.075       0.074       3.552       0.008       0.329       9.453        0.14      38513.  
        12.9        0.38      0.4993      0.0190      0.0144       0.004       0.069       0.064       3.272       0.008       0.283       8.828        0.14      38554.  
        13.5        0.39      0.4773      0.0159      0.0131       0.004       0.063       0.053       2.979       0.007       0.236       8.087        0.14      38597.  
        14.0        0.41      0.4409      0.0127      0.0118       0.004       0.057       0.042       2.685       0.006       0.189       7.172        0.14      38642.  
        14.6        0.43      0.3850      0.0096      0.0106       0.003       0.051       0.032       2.410       0.006       0.142       6.022        0.14      38689.  
        15.1        0.44      0.3029      0.0064      0.0094       0.003       0.045       0.021       2.135       0.005       0.096       4.562        0.14      38737.  
        15.7        0.46      0.1809      0.0032      0.0082       0.002       0.039       0.011       1.857       0.004       0.048       2.627        0.14      38787.  
        16.3        0.48     -0.0032      0.0000      0.0070       0.002       0.033       0.000       1.583       0.004      -0.001      -0.045        0.14      38839.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0672      0.0291       0.017       0.217       0.351      12.863       0.025       1.562      12.387        0.18      47583.  
         0.7        0.02      0.0379      0.0668      0.0290       0.017       0.217       0.349      12.857       0.025       1.553      12.317        0.18      47584.  
         1.4        0.03      0.0754      0.0663      0.0290       0.017       0.217       0.346      12.837       0.025       1.541      12.240        0.18      47588.  
         2.1        0.05      0.1123      0.0656      0.0289       0.017       0.216       0.343      12.797       0.024       1.525      12.155        0.18      47594.  
         2.8        0.07      0.1485      0.0648      0.0288       0.017       0.215       0.339      12.735       0.024       1.506      12.060        0.18      47602.  
         3.5        0.08      0.1840      0.0638      0.0286       0.017       0.214       0.333      12.648       0.024       1.483      11.954        0.18      47612.  
         4.2        0.10      0.2187      0.0626      0.0283       0.017       0.212       0.327      12.535       0.024       1.455      11.837        0.18      47625.  
         4.9        0.12      0.2522      0.0612      0.0280       0.017       0.210       0.320      12.397       0.024       1.423      11.703        0.18      47640.  
         5.6        0.13      0.2846      0.0596      0.0276       0.016       0.207       0.312      12.231       0.023       1.386      11.555        0.18      47658.  
         6.3        0.15      0.3156      0.0579      0.0272       0.016       0.203       0.302      12.038       0.023       1.345      11.391        0.18      47677.  
         7.0        0.16      0.3451      0.0559      0.0267       0.016       0.200       0.292      11.820       0.023       1.299      11.209        0.18      47699.  
         7.7        0.18      0.3728      0.0538      0.0262       0.016       0.196       0.281      11.580       0.022       1.250      11.009        0.18      47724.  
         8.4        0.20      0.3986      0.0515      0.0256       0.015       0.191       0.269      11.317       0.022       1.197      10.789        0.18      47750.  
         9.1        0.21      0.4220      0.0490      0.0249       0.015       0.186       0.256      11.019       0.021       1.139      10.545        0.18      47779.  
         9.8        0.23      0.4432      0.0464      0.0241       0.014       0.181       0.242      10.693       0.020       1.078      10.283        0.18      47811.  
        10.5        0.25      0.4622      0.0437      0.0234       0.014       0.175       0.228      10.347       0.020       1.016      10.009        0.18      47844.  
        11.2        0.26      0.4788      0.0409      0.0225       0.013       0.169       0.214       9.980       0.019       0.951       9.719        0.18      47880.  
        11.9        0.28      0.4930      0.0381      0.0216       0.013       0.162       0.199       9.579       0.018       0.885       9.419        0.18      47918.  
        12.6        0.30      0.5044      0.0352      0.0207       0.012       0.155       0.184       9.166       0.018       0.818       9.102        0.18      47959.  
        13.3        0.31      0.5130      0.0322      0.0197       0.012       0.147       0.168       8.709       0.017       0.749       8.771        0.18      48001.  
        14.0        0.33      0.5182      0.0292      0.0186       0.011       0.139       0.153       8.221       0.016       0.678       8.416        0.18      48046.  
        14.7        0.35      0.5193      0.0261      0.0174       0.010       0.130       0.136       7.695       0.015       0.606       8.032        0.18      48094.  
        15.4        0.36      0.5151      0.0229      0.0161       0.010       0.121       0.120       7.139       0.014       0.532       7.605        0.18      48143.  
        16.2        0.38      0.5042      0.0197      0.0148       0.009       0.111       0.103       6.549       0.013       0.457       7.120        0.18      48195.  
        16.9        0.40      0.4831      0.0164      0.0134       0.008       0.100       0.086       5.933       0.011       0.380       6.538        0.18      48249.  
        17.6        0.41      0.4472      0.0130      0.0120       0.007       0.090       0.068       5.323       0.010       0.303       5.810        0.18      48305.  
        18.3        0.43      0.3912      0.0098      0.0108       0.006       0.081       0.051       4.774       0.009       0.229       4.887        0.18      48363.  
        19.0        0.44      0.3084      0.0066      0.0095       0.006       0.071       0.035       4.219       0.008       0.154       3.711        0.18      48424.  
        19.7        0.46      0.1848      0.0033      0.0083       0.005       0.062       0.017       3.657       0.007       0.077       2.143        0.18      48487.  
        20.4        0.48     -0.0035     -0.0001      0.0070       0.004       0.052       0.000       3.104       0.006      -0.001      -0.040        0.18      48552.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0671      0.0290       0.030       0.312       0.505      22.161       0.035       2.245      10.329        0.21      57100.  
         0.8        0.02      0.0380      0.0666      0.0289       0.030       0.312       0.501      22.148       0.035       2.230      10.265        0.21      57101.  
         1.7        0.03      0.0754      0.0661      0.0289       0.030       0.312       0.497      22.115       0.035       2.211      10.197        0.21      57105.  
         2.5        0.05      0.1123      0.0655      0.0288       0.030       0.311       0.493      22.070       0.035       2.191      10.123        0.21      57112.  
         3.4        0.07      0.1486      0.0647      0.0287       0.029       0.310       0.487      21.981       0.035       2.165      10.045        0.21      57122.  
         4.2        0.08      0.1841      0.0639      0.0286       0.029       0.308       0.480      21.887       0.035       2.137       9.956        0.21      57135.  
         5.1        0.10      0.2188      0.0627      0.0284       0.029       0.306       0.472      21.714       0.035       2.100       9.860        0.21      57150.  
         5.9        0.12      0.2525      0.0615      0.0281       0.029       0.303       0.462      21.510       0.034       2.057       9.751        0.21      57168.  
         6.8        0.13      0.2850      0.0599      0.0278       0.028       0.299       0.451      21.240       0.034       2.006       9.630        0.21      57189.  
         7.6        0.15      0.3160      0.0582      0.0274       0.028       0.295       0.438      20.939       0.033       1.949       9.490        0.21      57213.  
         8.4        0.17      0.3452      0.0564      0.0269       0.028       0.290       0.424      20.611       0.033       1.886       9.333        0.21      57240.  
         9.3        0.18      0.3729      0.0542      0.0264       0.027       0.285       0.408      20.202       0.032       1.816       9.164        0.21      57269.  
        10.1        0.20      0.3987      0.0520      0.0258       0.026       0.278       0.391      19.744       0.031       1.739       8.982        0.21      57301.  
        11.0        0.21      0.4222      0.0494      0.0251       0.026       0.271       0.372      19.220       0.031       1.655       8.780        0.21      57336.  
        11.8        0.23      0.4435      0.0468      0.0244       0.025       0.263       0.352      18.649       0.030       1.566       8.564        0.21      57374.  
        12.7        0.25      0.4627      0.0441      0.0236       0.024       0.254       0.332      18.045       0.029       1.476       8.338        0.21      57414.  
        13.5        0.26      0.4794      0.0413      0.0227       0.023       0.245       0.311      17.404       0.028       1.382       8.100        0.21      57457.  
        14.3        0.28      0.4938      0.0385      0.0218       0.022       0.235       0.289      16.714       0.027       1.287       7.852        0.22      57503.  
        15.2        0.30      0.5056      0.0355      0.0209       0.021       0.225       0.267      15.970       0.025       1.189       7.593        0.22      57552.  
        16.0        0.31      0.5145      0.0325      0.0198       0.020       0.214       0.245      15.175       0.024       1.089       7.320        0.22      57603.  
        16.9        0.33      0.5200      0.0295      0.0187       0.019       0.202       0.222      14.324       0.023       0.987       7.028        0.22      57657.  
        17.7        0.35      0.5214      0.0264      0.0175       0.018       0.189       0.199      13.417       0.021       0.883       6.712        0.22      57714.  
        18.6        0.36      0.5178      0.0232      0.0163       0.017       0.175       0.175      12.450       0.020       0.777       6.363        0.22      57773.  
        19.4        0.38      0.5075      0.0200      0.0149       0.015       0.161       0.150      11.422       0.018       0.668       5.965        0.22      57836.  
        20.3        0.40      0.4872      0.0166      0.0135       0.014       0.146       0.125      10.354       0.016       0.557       5.487        0.22      57901.  
        21.1        0.41      0.4518      0.0133      0.0122       0.012       0.131       0.100       9.300       0.015       0.446       4.885        0.22      57968.  
        21.9        0.43      0.3958      0.0101      0.0109       0.011       0.117       0.076       8.341       0.013       0.337       4.115        0.22      58038.  
        22.8        0.45      0.3126      0.0067      0.0096       0.010       0.104       0.051       7.356       0.012       0.226       3.130        0.22      58111.  
        23.6        0.46      0.1877      0.0034      0.0083       0.009       0.090       0.025       6.360       0.010       0.113       1.812        0.22      58187.  
        24.5        0.48     -0.0039     -0.0001      0.0070       0.007       0.076       0.000       5.380       0.009      -0.002      -0.036        0.22      58265.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0667      0.0288       0.047       0.422       0.683      34.985       0.048       3.040       8.861        0.25      66616.  
         1.0        0.02      0.0381      0.0663      0.0288       0.047       0.422       0.679      34.969       0.048       3.020       8.808        0.25      66618.  
         2.0        0.03      0.0756      0.0658      0.0287       0.047       0.422       0.674      34.921       0.048       2.997       8.750        0.25      66623.  
         3.0        0.05      0.1126      0.0651      0.0287       0.047       0.421       0.667      34.830       0.048       2.967       8.687        0.25      66631.  
         3.9        0.07      0.1490      0.0644      0.0286       0.047       0.419       0.659      34.692       0.047       2.932       8.619        0.25      66643.  
         4.9        0.08      0.1846      0.0635      0.0284       0.046       0.417       0.650      34.497       0.047       2.891       8.545        0.25      66657.  
         5.9        0.10      0.2194      0.0624      0.0282       0.046       0.414       0.639      34.249       0.047       2.842       8.462        0.25      66675.  
         6.9        0.12      0.2531      0.0611      0.0279       0.046       0.410       0.626      33.935       0.046       2.785       8.369        0.25      66697.  
         7.9        0.13      0.2856      0.0597      0.0276       0.045       0.405       0.611      33.546       0.046       2.719       8.264        0.25      66721.  
         8.9        0.15      0.3168      0.0580      0.0272       0.044       0.399       0.594      33.077       0.045       2.642       8.146        0.25      66749.  
         9.9        0.17      0.3462      0.0561      0.0268       0.044       0.393       0.575      32.532       0.044       2.557       8.014        0.25      66780.  
