         9.5x5MR                  (95x5MR.dat)                                 10/14/16                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
         9.9        0.37      0.6099      0.0797      0.0481       0.008       0.170       0.186                                                                          
        10.7        0.39      0.6314      0.0757      0.0473       0.008       0.167       0.177                                                                          
        11.4        0.42      0.6503      0.0714      0.0462       0.008       0.163       0.167                                                                          
        12.1        0.45      0.6663      0.0667      0.0448       0.008       0.158       0.156                                                                          
        12.8        0.47      0.6796      0.0619      0.0432       0.007       0.152       0.145                                                                          
        13.5        0.50      0.6902      0.0569      0.0412       0.007       0.146       0.133                                                                          
        14.2        0.53      0.6980      0.0518      0.0391       0.007       0.138       0.121                                                                          
        14.9        0.55      0.7024      0.0465      0.0366       0.006       0.129       0.109                                                                          
        15.6        0.58      0.7026      0.0411      0.0338       0.006       0.119       0.096                                                                          
        16.3        0.61      0.6974      0.0355      0.0308       0.005       0.109       0.083                                                                          
        17.0        0.63      0.6837      0.0298      0.0275       0.005       0.097       0.070                                                                          
        17.8        0.66      0.6566      0.0240      0.0240       0.004       0.085       0.056                                                                          
        18.5        0.68      0.6078      0.0181      0.0204       0.003       0.072       0.042                                                                          
        19.2        0.71      0.5196      0.0121      0.0165       0.003       0.058       0.028                                                                          
        19.9        0.74      0.3494      0.0061      0.0128       0.002       0.045       0.014                                                                          
        20.6        0.76     -0.0011      0.0000      0.0095       0.002       0.034       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1203      0.0504       0.020       0.316       0.500                                                                          
         0.9        0.03      0.0608      0.1193      0.0510       0.020       0.320       0.495                                                                          
         1.9        0.05      0.1191      0.1182      0.0516       0.021       0.324       0.491                                                                          
         2.8        0.08      0.1747      0.1168      0.0521       0.021       0.327       0.485                                                                          
         3.7        0.10      0.2279      0.1151      0.0525       0.021       0.330       0.478                                                                          
         4.7        0.13      0.2785      0.1129      0.0527       0.021       0.331       0.469                                                                          
         5.6        0.16      0.3266      0.1103      0.0527       0.021       0.331       0.458                                                                          
         6.5        0.18      0.3719      0.1074      0.0525       0.021       0.330       0.446                                                                          
         7.5        0.21      0.4142      0.1041      0.0523       0.021       0.328       0.432                                                                          
         8.4        0.23      0.4537      0.1005      0.0518       0.021       0.325       0.417                                                                          
         9.4        0.26      0.4902      0.0967      0.0513       0.020       0.322       0.402                                                                          
        10.3        0.29      0.5237      0.0929      0.0507       0.020       0.318       0.386                                                                          
        11.2        0.31      0.5543      0.0889      0.0500       0.020       0.314       0.369                                                                          
        12.2        0.34      0.5817      0.0848      0.0492       0.020       0.309       0.352                                                                          
        13.1        0.36      0.6062      0.0805      0.0483       0.019       0.303       0.334                                                                          
        14.0        0.39      0.6278      0.0762      0.0473       0.019       0.297       0.316                                                                          
        15.0        0.42      0.6467      0.0717      0.0461       0.018       0.289       0.298                                                                          
        15.9        0.44      0.6629      0.0670      0.0447       0.018       0.280       0.278                                                                          
        16.8        0.47      0.6763      0.0622      0.0430       0.017       0.270       0.258                                                                          
        17.8        0.49      0.6871      0.0573      0.0412       0.016       0.258       0.238                                                                          
        18.7        0.52      0.6951      0.0522      0.0390       0.016       0.245       0.217                                                                          
        19.6        0.55      0.6999      0.0469      0.0366       0.015       0.229       0.195                                                                          
        20.6        0.57      0.7006      0.0415      0.0338       0.013       0.212       0.172                                                                          
        21.5        0.60      0.6959      0.0359      0.0308       0.012       0.194       0.149                                                                          
        22.4        0.62      0.6830      0.0302      0.0276       0.011       0.173       0.125                                                                          
        23.4        0.65      0.6570      0.0244      0.0241       0.010       0.151       0.101                                                                          
        24.3        0.68      0.6084      0.0184      0.0204       0.008       0.128       0.076                                                                          
        25.3        0.70      0.5192      0.0123      0.0166       0.007       0.104       0.051                                                                          
        26.2        0.73      0.3467      0.0062      0.0130       0.005       0.081       0.026                                                                          
        27.1        0.75     -0.0026      0.0000      0.0095       0.004       0.060       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1205      0.0505       0.039       0.496       0.782                                                                          
         1.2        0.03      0.0604      0.1195      0.0512       0.040       0.502       0.775                                                                          
         2.3        0.05      0.1182      0.1184      0.0517       0.040       0.508       0.768                                                                          
         3.5        0.08      0.1736      0.1170      0.0523       0.041       0.513       0.759                                                                          
         4.6        0.10      0.2264      0.1153      0.0526       0.041       0.516       0.748                                                                          
         5.8        0.13      0.2768      0.1132      0.0528       0.041       0.518       0.734                                                                          
         7.0        0.16      0.3248      0.1106      0.0528       0.041       0.518       0.718                                                                          
         8.1        0.18      0.3700      0.1077      0.0526       0.041       0.516       0.698                                                                          
         9.3        0.21      0.4123      0.1044      0.0523       0.041       0.513       0.677                                                                          
        10.5        0.23      0.4517      0.1007      0.0519       0.040       0.509       0.653                                                                          
        11.6        0.26      0.4882      0.0970      0.0513       0.040       0.503       0.629                                                                          
        12.8        0.28      0.5218      0.0931      0.0507       0.039       0.497       0.604                                                                          
        13.9        0.31      0.5524      0.0891      0.0500       0.039       0.490       0.578                                                                          
        15.1        0.34      0.5798      0.0849      0.0492       0.038       0.483       0.551                                                                          
        16.3        0.36      0.6043      0.0807      0.0483       0.038       0.474       0.524                                                                          
        17.4        0.39      0.6260      0.0763      0.0473       0.037       0.464       0.495                                                                          
        18.6        0.41      0.6450      0.0718      0.0460       0.036       0.452       0.466                                                                          
        19.8        0.44      0.6612      0.0672      0.0446       0.035       0.438       0.436                                                                          
        20.9        0.47      0.6747      0.0623      0.0430       0.033       0.422       0.404                                                                          
        22.1        0.49      0.6855      0.0574      0.0411       0.032       0.403       0.372                                                                          
        23.2        0.52      0.6936      0.0523      0.0390       0.030       0.382       0.339                                                                          
        24.4        0.54      0.6985      0.0470      0.0365       0.028       0.358       0.305                                                                          
        25.6        0.57      0.6993      0.0415      0.0337       0.026       0.331       0.269                                                                          
        26.7        0.59      0.6944      0.0359      0.0307       0.024       0.301       0.233                                                                          
        27.9        0.62      0.6811      0.0301      0.0274       0.021       0.269       0.195                                                                          
        29.1        0.65      0.6547      0.0242      0.0239       0.019       0.234       0.157                                                                          
        30.2        0.67      0.6042      0.0182      0.0203       0.016       0.199       0.118                                                                          
        31.4        0.70      0.5114      0.0122      0.0167       0.013       0.163       0.079                                                                          
        32.5        0.72      0.3375      0.0061      0.0131       0.010       0.129       0.040                                                                          
        33.7        0.75     -0.0015      0.0000      0.0097       0.008       0.095       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1206      0.0500       0.067       0.706       1.127                                                                          
         1.4        0.03      0.0608      0.1197      0.0507       0.068       0.716       1.118                                                                          
         2.8        0.05      0.1189      0.1185      0.0513       0.069       0.725       1.107                                                                          
         4.2        0.08      0.1745      0.1172      0.0519       0.070       0.732       1.095                                                                          
         5.6        0.10      0.2275      0.1156      0.0523       0.070       0.739       1.079                                                                          
         6.9        0.13      0.2781      0.1135      0.0525       0.071       0.742       1.060                                                                          
         8.3        0.15      0.3261      0.1109      0.0525       0.071       0.742       1.036                                                                          
         9.7        0.18      0.3715      0.1079      0.0523       0.070       0.739       1.008                                                                          
        11.1        0.21      0.4141      0.1046      0.0520       0.070       0.735       0.977                                                                          
        12.5        0.23      0.4538      0.1010      0.0516       0.069       0.728       0.943                                                                          
        13.9        0.26      0.4907      0.0972      0.0510       0.069       0.720       0.908                                                                          
        15.3        0.28      0.5248      0.0933      0.0503       0.068       0.711       0.872                                                                          
        16.7        0.31      0.5562      0.0893      0.0496       0.067       0.700       0.834                                                                          
        18.1        0.33      0.5844      0.0851      0.0487       0.066       0.688       0.795                                                                          
        19.5        0.36      0.6099      0.0809      0.0478       0.064       0.675       0.756                                                                          
        20.8        0.39      0.6327      0.0765      0.0467       0.063       0.659       0.714                                                                          
        22.2        0.41      0.6528      0.0719      0.0454       0.061       0.641       0.672                                                                          
        23.6        0.44      0.6701      0.0673      0.0439       0.059       0.620       0.628                                                                          
        25.0        0.46      0.6847      0.0624      0.0422       0.057       0.596       0.583                                                                          
        26.4        0.49      0.6967      0.0574      0.0403       0.054       0.569       0.536                                                                          
        27.8        0.51      0.7058      0.0523      0.0381       0.051       0.538       0.488                                                                          
        29.2        0.54      0.7114      0.0469      0.0357       0.048       0.504       0.438                                                                          
        30.6        0.57      0.7126      0.0414      0.0329       0.044       0.465       0.387                                                                          
        32.0        0.59      0.7078      0.0358      0.0299       0.040       0.422       0.334                                                                          
        33.3        0.62      0.6942      0.0299      0.0267       0.036       0.376       0.280                                                                          
        34.7        0.64      0.6662      0.0241      0.0232       0.031       0.328       0.225                                                                          
        36.1        0.67      0.6120      0.0181      0.0198       0.027       0.280       0.169                                                                          
        37.5        0.69      0.5131      0.0121      0.0164       0.022       0.232       0.113                                                                          
        38.9        0.72      0.3344      0.0061      0.0131       0.018       0.185       0.057                                                                          
        40.3        0.75     -0.0013      0.0000      0.0099       0.013       0.140       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1207      0.0492       0.105       0.947       1.535                                                                          
         1.6        0.03      0.0615      0.1198      0.0500       0.107       0.960       1.523                                                                          
         3.2        0.05      0.1201      0.1187      0.0506       0.108       0.974       1.509                                                                          
         4.8        0.08      0.1761      0.1174      0.0513       0.109       0.985       1.492                                                                          
         6.5        0.10      0.2294      0.1158      0.0518       0.110       0.995       1.472                                                                          
         8.1        0.13      0.2802      0.1137      0.0520       0.111       1.000       1.446                                                                          
         9.7        0.15      0.3285      0.1112      0.0521       0.111       1.001       1.414                                                                          
        11.3        0.18      0.3742      0.1082      0.0519       0.111       0.998       1.376                                                                          
        12.9        0.21      0.4170      0.1050      0.0516       0.110       0.992       1.334                                                                          
        14.5        0.23      0.4571      0.1013      0.0511       0.109       0.983       1.288                                                                          
        16.1        0.26      0.4945      0.0975      0.0506       0.108       0.972       1.240                                                                          
        17.8        0.28      0.5293      0.0936      0.0499       0.107       0.959       1.190                                                                          
        19.4        0.31      0.5616      0.0896      0.0491       0.105       0.944       1.139                                                                          
        21.0        0.33      0.5909      0.0854      0.0482       0.103       0.926       1.086                                                                          
        22.6        0.36      0.6175      0.0812      0.0472       0.101       0.907       1.032                                                                          
        24.2        0.38      0.6415      0.0768      0.0460       0.098       0.884       0.976                                                                          
        25.8        0.41      0.6631      0.0722      0.0447       0.095       0.859       0.918                                                                          
        27.4        0.44      0.6818      0.0675      0.0431       0.092       0.829       0.858                                                                          
        29.1        0.46      0.6978      0.0626      0.0414       0.088       0.795       0.796                                                                          
        30.7        0.49      0.7111      0.0575      0.0394       0.084       0.758       0.731                                                                          
        32.3        0.51      0.7212      0.0523      0.0372       0.079       0.715       0.665                                                                          
        33.9        0.54      0.7275      0.0469      0.0347       0.074       0.668       0.597                                                                          
        35.5        0.56      0.7289      0.0414      0.0321       0.068       0.616       0.527                                                                          
        37.1        0.59      0.7241      0.0358      0.0292       0.062       0.560       0.455                                                                          
        38.7        0.62      0.7101      0.0300      0.0260       0.056       0.500       0.382                                                                          
        40.4        0.64      0.6800      0.0242      0.0228       0.049       0.438       0.307                                                                          
        42.0        0.67      0.6213      0.0182      0.0195       0.042       0.375       0.231                                                                          
        43.6        0.69      0.5174      0.0122      0.0163       0.035       0.314       0.155                                                                          
        45.2        0.72      0.3348      0.0061      0.0131       0.028       0.252       0.078                                                                          
        46.8        0.74     -0.0005      0.0000      0.0100       0.021       0.192       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       8000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1210      0.0486       0.155       1.220       2.008                                                                          
         1.8        0.03      0.0624      0.1200      0.0494       0.157       1.240       1.993                                                                          
         3.7        0.05      0.1219      0.1190      0.0502       0.160       1.259       1.975                                                                          
         5.5        0.08      0.1784      0.1177      0.0508       0.162       1.277       1.954                                                                          
         7.4        0.10      0.2322      0.1161      0.0514       0.164       1.290       1.928                                                                          
         9.2        0.13      0.2833      0.1141      0.0517       0.165       1.299       1.894                                                                          
        11.1        0.15      0.3320      0.1115      0.0518       0.165       1.300       1.852                                                                          
        12.9        0.18      0.3780      0.1086      0.0516       0.165       1.297       1.803                                                                          
        14.8        0.21      0.4213      0.1052      0.0513       0.164       1.289       1.748                                                                          
        16.6        0.23      0.4618      0.1016      0.0509       0.162       1.277       1.686                                                                          
        18.5        0.26      0.4996      0.0977      0.0503       0.160       1.262       1.623                                                                          
        20.3        0.28      0.5350      0.0938      0.0495       0.158       1.244       1.558                                                                          
        22.2        0.31      0.5682      0.0897      0.0487       0.155       1.222       1.490                                                                          
        24.0        0.33      0.5984      0.0855      0.0477       0.152       1.198       1.420                                                                          
        25.9        0.36      0.6261      0.0812      0.0466       0.149       1.171       1.348                                                                          
        27.7        0.39      0.6513      0.0767      0.0454       0.145       1.139       1.273                                                                          
        29.6        0.41      0.6740      0.0721      0.0440       0.140       1.104       1.197                                                                          
        31.4        0.44      0.6940      0.0673      0.0423       0.135       1.063       1.117                                                                          
        33.3        0.46      0.7110      0.0623      0.0405       0.129       1.018       1.035                                                                          
        35.1        0.49      0.7254      0.0572      0.0385       0.123       0.967       0.950                                                                          
        37.0        0.51      0.7363      0.0520      0.0363       0.116       0.911       0.863                                                                          
        38.8        0.54      0.7431      0.0466      0.0338       0.108       0.849       0.774                                                                          
        40.7        0.57      0.7444      0.0411      0.0312       0.099       0.784       0.683                                                                          
        42.5        0.59      0.7393      0.0355      0.0284       0.090       0.712       0.589                                                                          
        44.4        0.62      0.7248      0.0298      0.0253       0.081       0.636       0.495                                                                          
        46.2        0.64      0.6937      0.0240      0.0222       0.071       0.557       0.398                                                                          
        48.1        0.67      0.6339      0.0181      0.0190       0.061       0.478       0.300                                                                          
        49.9        0.69      0.5280      0.0121      0.0159       0.051       0.399       0.201                                                                          
        51.8        0.72      0.3418      0.0061      0.0128       0.041       0.321       0.101                                                                          
        53.6        0.75     -0.0003      0.0000      0.0097       0.031       0.245       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1212      0.0481       0.218       1.528       2.548                                                                          
         2.1        0.03      0.0633      0.1203      0.0489       0.222       1.555       2.529                                                                          
         4.2        0.05      0.1235      0.1193      0.0498       0.226       1.581       2.507                                                                          
         6.3        0.08      0.1806      0.1181      0.0505       0.229       1.606       2.481                                                                          
         8.3        0.10      0.2347      0.1165      0.0511       0.232       1.625       2.449                                                                          
        10.4        0.13      0.2862      0.1145      0.0515       0.234       1.638       2.407                                                                          
        12.5        0.15      0.3352      0.1120      0.0516       0.234       1.641       2.353                                                                          
        14.6        0.18      0.3815      0.1090      0.0515       0.234       1.637       2.290                                                                          
        16.7        0.21      0.4251      0.1056      0.0512       0.232       1.627       2.220                                                                          
        18.8        0.23      0.4660      0.1019      0.0507       0.230       1.611       2.141                                                                          
        20.9        0.26      0.5042      0.0980      0.0501       0.227       1.591       2.060                                                                          
        22.9        0.28      0.5402      0.0940      0.0493       0.224       1.567       1.976                                                                          
        25.0        0.31      0.5740      0.0899      0.0484       0.220       1.538       1.889                                                                          
        27.1        0.33      0.6051      0.0856      0.0474       0.215       1.506       1.799                                                                          
        29.2        0.36      0.6337      0.0812      0.0462       0.210       1.469       1.707                                                                          
        31.3        0.39      0.6598      0.0767      0.0449       0.204       1.427       1.612                                                                          
        33.4        0.41      0.6836      0.0720      0.0434       0.197       1.380       1.513                                                                          
        35.5        0.44      0.7045      0.0672      0.0418       0.189       1.327       1.412                                                                          
        37.5        0.46      0.7226      0.0622      0.0399       0.181       1.267       1.306                                                                          
        39.6        0.49      0.7377      0.0570      0.0378       0.172       1.201       1.198                                                                          
        41.7        0.52      0.7494      0.0517      0.0355       0.161       1.130       1.087                                                                          
        43.8        0.54      0.7564      0.0463      0.0331       0.150       1.053       0.973                                                                          
        45.9        0.57      0.7575      0.0408      0.0306       0.139       0.971       0.858                                                                          
        48.0        0.59      0.7523      0.0353      0.0278       0.126       0.882       0.741                                                                          
        50.1        0.62      0.7373      0.0296      0.0248       0.113       0.788       0.622                                                                          
        52.1        0.64      0.7056      0.0238      0.0217       0.099       0.690       0.500                                                                          
        54.2        0.67      0.6446      0.0180      0.0187       0.085       0.593       0.377                                                                          
        56.3        0.70      0.5370      0.0120      0.0156       0.071       0.495       0.253                                                                          
        58.4        0.72      0.3474      0.0060      0.0125       0.057       0.398       0.127                                                                          
        60.5        0.75     -0.0016      0.0000      0.0095       0.043       0.303       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1223      0.0529       0.329       2.074       3.174                                                                          
         2.3        0.03      0.0592      0.1214      0.0530       0.330       2.078       3.149                                                                          
         4.6        0.05      0.1171      0.1203      0.0531       0.330       2.083       3.121                                                                          
         7.0        0.08      0.1735      0.1190      0.0532       0.331       2.086       3.088                                                                          
         9.3        0.10      0.2283      0.1174      0.0531       0.331       2.085       3.046                                                                          
        11.6        0.13      0.2814      0.1153      0.0529       0.330       2.077       2.993                                                                          
        13.9        0.16      0.3326      0.1127      0.0525       0.327       2.060       2.924                                                                          
        16.3        0.18      0.3813      0.1096      0.0520       0.324       2.039       2.843                                                                          
        18.6        0.21      0.4264      0.1061      0.0514       0.320       2.018       2.753                                                                          
        20.9        0.23      0.4680      0.1023      0.0508       0.316       1.994       2.654                                                                          
        23.2        0.26      0.5066      0.0984      0.0502       0.312       1.968       2.553                                                                          
        25.6        0.28      0.5429      0.0944      0.0494       0.307       1.938       2.448                                                                          
        27.9        0.31      0.5771      0.0902      0.0484       0.302       1.900       2.339                                                                          
        30.2        0.34      0.6085      0.0858      0.0474       0.295       1.858       2.227                                                                          
        32.5        0.36      0.6375      0.0814      0.0462       0.287       1.811       2.111                                                                          
        34.9        0.39      0.6640      0.0768      0.0448       0.279       1.758       1.992                                                                          
        37.2        0.41      0.6882      0.0720      0.0433       0.269       1.697       1.869                                                                          
        39.5        0.44      0.7096      0.0671      0.0416       0.259       1.630       1.742                                                                          
        41.8        0.47      0.7281      0.0621      0.0397       0.247       1.556       1.611                                                                          
        44.2        0.49      0.7438      0.0569      0.0376       0.234       1.474       1.477                                                                          
        46.5        0.52      0.7559      0.0516      0.0353       0.220       1.384       1.339                                                                          
        48.8        0.54      0.7635      0.0462      0.0328       0.204       1.288       1.198                                                                          
        51.1        0.57      0.7651      0.0407      0.0302       0.188       1.186       1.056                                                                          
        53.5        0.59      0.7603      0.0351      0.0274       0.171       1.076       0.911                                                                          
        55.8        0.62      0.7453      0.0294      0.0244       0.152       0.959       0.762                                                                          
        58.1        0.65      0.7128      0.0236      0.0214       0.133       0.839       0.613                                                                          
        60.4        0.67      0.6505      0.0178      0.0184       0.114       0.720       0.461                                                                          
        62.8        0.70      0.5408      0.0119      0.0153       0.095       0.601       0.308                                                                          
        65.1        0.72      0.3492      0.0059      0.0123       0.077       0.482       0.154                                                                          
        67.4        0.75     -0.0010      0.0000      0.0093       0.058       0.366       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1234      0.0578       0.479       2.746       3.874                                                                          
         2.6        0.03      0.0555      0.1224      0.0572       0.474       2.716       3.843                                                                          
         5.1        0.05      0.1112      0.1213      0.0566       0.469       2.685       3.807                                                                          
         7.7        0.08      0.1669      0.1200      0.0559       0.463       2.655       3.766                                                                          
        10.3        0.10      0.2222      0.1183      0.0552       0.458       2.623       3.715                                                                          
        12.8        0.13      0.2767      0.1162      0.0545       0.451       2.585       3.648                                                                          
        15.4        0.16      0.3301      0.1134      0.0535       0.443       2.539       3.562                                                                          
        18.0        0.18      0.3811      0.1102      0.0525       0.435       2.492       3.460                                                                          
        20.5        0.21      0.4278      0.1066      0.0517       0.429       2.455       3.348                                                                          
        23.1        0.23      0.4702      0.1028      0.0510       0.423       2.422       3.226                                                                          
        25.7        0.26      0.5091      0.0988      0.0503       0.417       2.389       3.101                                                                          
        28.2        0.29      0.5457      0.0947      0.0495       0.410       2.350       2.973                                                                          
        30.8        0.31      0.5801      0.0904      0.0485       0.402       2.304       2.839                                                                          
        33.4        0.34      0.6119      0.0861      0.0474       0.393       2.251       2.702                                                                          
        35.9        0.36      0.6412      0.0816      0.0462       0.383       2.193       2.560                                                                          
        38.5        0.39      0.6681      0.0769      0.0448       0.371       2.125       2.414                                                                          
        41.1        0.42      0.6927      0.0721      0.0432       0.358       2.050       2.263                                                                          
        43.6        0.44      0.7145      0.0671      0.0414       0.343       1.967       2.108                                                                          
        46.2        0.47      0.7335      0.0621      0.0395       0.327       1.875       1.948                                                                          
        48.8        0.49      0.7496      0.0568      0.0374       0.310       1.774       1.785                                                                          
        51.3        0.52      0.7622      0.0515      0.0351       0.290       1.664       1.617                                                                          
        53.9        0.54      0.7702      0.0461      0.0326       0.270       1.547       1.447                                                                          
        56.5        0.57      0.7723      0.0406      0.0300       0.248       1.423       1.274                                                                          
        59.0        0.60      0.7678      0.0350      0.0272       0.225       1.289       1.097                                                                          
        61.6        0.62      0.7530      0.0293      0.0242       0.200       1.148       0.918                                                                          
        64.2        0.65      0.7202      0.0235      0.0211       0.175       1.004       0.737                                                                          
        66.7        0.67      0.6575      0.0177      0.0181       0.150       0.861       0.555                                                                          
        69.3        0.70      0.5480      0.0118      0.0151       0.125       0.719       0.372                                                                          
        71.9        0.73      0.3545      0.0059      0.0122       0.101       0.577       0.186                                                                          
        74.4        0.75     -0.0010      0.0000      0.0092       0.076       0.437       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      12000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1245      0.0630       0.677       3.558       4.652                                                                          
         2.8        0.03      0.0522      0.1235      0.0616       0.662       3.479       4.615                                                                          
         5.6        0.05      0.1057      0.1223      0.0602       0.648       3.401       4.571                                                                          
         8.4        0.08      0.1605      0.1210      0.0588       0.633       3.324       4.520                                                                          
        11.2        0.10      0.2160      0.1193      0.0575       0.618       3.248       4.459                                                                          
        14.0        0.13      0.2718      0.1172      0.0561       0.603       3.169       4.378                                                                          
        16.9        0.16      0.3269      0.1143      0.0546       0.587       3.085       4.271                                                                          
        19.7        0.18      0.3804      0.1110      0.0531       0.572       3.002       4.146                                                                          
        22.5        0.21      0.4287      0.1073      0.0521       0.560       2.943       4.009                                                                          
        25.3        0.23      0.4718      0.1033      0.0513       0.552       2.897       3.860                                                                          
        28.1        0.26      0.5110      0.0993      0.0506       0.544       2.857       3.710                                                                          
        30.9        0.29      0.5478      0.0952      0.0497       0.535       2.809       3.555                                                                          
        33.7        0.31      0.5825      0.0908      0.0487       0.524       2.751       3.394                                                                          
        36.5        0.34      0.6146      0.0864      0.0476       0.512       2.687       3.229                                                                          
        39.3        0.36      0.6442      0.0819      0.0463       0.498       2.615       3.058                                                                          
        42.1        0.39      0.6715      0.0771      0.0448       0.482       2.532       2.881                                                                          
        44.9        0.42      0.6965      0.0722      0.0432       0.465       2.440       2.699                                                                          
        47.8        0.44      0.7187      0.0672      0.0414       0.445       2.338       2.512                                                                          
        50.6        0.47      0.7383      0.0621      0.0394       0.424       2.227       2.321                                                                          
