         9x4.6SF                  (9x46SF.dat)                                 01/09/17                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        15.1        0.59      0.7222      0.0480      0.0392       0.005       0.106       0.090                                                                          
        15.8        0.62      0.7216      0.0427      0.0366       0.005       0.099       0.080                                                                          
        16.5        0.65      0.7153      0.0373      0.0336       0.004       0.091       0.070                                                                          
        17.2        0.67      0.7005      0.0315      0.0303       0.004       0.082       0.059                                                                          
        18.0        0.70      0.6719      0.0255      0.0266       0.003       0.072       0.048                                                                          
        18.7        0.73      0.6212      0.0192      0.0226       0.003       0.061       0.036                                                                          
        19.4        0.76      0.5258      0.0127      0.0183       0.002       0.049       0.024                                                                          
        20.1        0.79      0.3506      0.0063      0.0141       0.002       0.038       0.012                                                                          
        20.8        0.81     -0.0069     -0.0001      0.0100       0.001       0.027       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       4000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1114      0.0477       0.014       0.228       0.373                                                                          
         0.9        0.03      0.0628      0.1106      0.0482       0.015       0.231       0.370                                                                          
         1.9        0.05      0.1232      0.1097      0.0488       0.015       0.234       0.367                                                                          
         2.8        0.08      0.1810      0.1086      0.0493       0.015       0.236       0.363                                                                          
         3.7        0.11      0.2362      0.1073      0.0498       0.015       0.239       0.359                                                                          
         4.7        0.14      0.2885      0.1059      0.0503       0.015       0.241       0.354                                                                          
         5.6        0.16      0.3385      0.1038      0.0504       0.015       0.241       0.347                                                                          
         6.5        0.19      0.3849      0.1020      0.0508       0.015       0.244       0.341                                                                          
         7.5        0.22      0.4286      0.0997      0.0510       0.016       0.244       0.333                                                                          
         8.4        0.25      0.4691      0.0972      0.0511       0.016       0.245       0.325                                                                          
         9.3        0.27      0.5065      0.0940      0.0508       0.015       0.243       0.314                                                                          
        10.3        0.30      0.5408      0.0905      0.0504       0.015       0.242       0.303                                                                          
        11.2        0.33      0.5718      0.0870      0.0501       0.015       0.240       0.291                                                                          
        12.1        0.36      0.5998      0.0834      0.0495       0.015       0.237       0.279                                                                          
        13.1        0.38      0.6249      0.0794      0.0487       0.015       0.233       0.265                                                                          
        14.0        0.41      0.6467      0.0756      0.0481       0.015       0.230       0.253                                                                          
        14.9        0.44      0.6658      0.0715      0.0471       0.014       0.225       0.239                                                                          
        15.9        0.47      0.6820      0.0669      0.0457       0.014       0.219       0.224                                                                          
        16.8        0.49      0.6954      0.0625      0.0443       0.013       0.212       0.209                                                                          
        17.7        0.52      0.7059      0.0580      0.0427       0.013       0.205       0.194                                                                          
        18.7        0.55      0.7132      0.0531      0.0408       0.012       0.195       0.177                                                                          
        19.6        0.58      0.7171      0.0478      0.0383       0.012       0.184       0.160                                                                          
        20.6        0.60      0.7171      0.0422      0.0355       0.011       0.170       0.141                                                                          
        21.5        0.63      0.7115      0.0365      0.0323       0.010       0.155       0.122                                                                          
        22.4        0.66      0.6970      0.0305      0.0288       0.009       0.138       0.102                                                                          
        23.4        0.69      0.6689      0.0243      0.0249       0.008       0.119       0.081                                                                          
        24.3        0.71      0.6213      0.0186      0.0213       0.006       0.102       0.062                                                                          
        25.2        0.74      0.5311      0.0125      0.0174       0.005       0.084       0.042                                                                          
        26.2        0.77      0.3593      0.0063      0.0135       0.004       0.065       0.021                                                                          
        27.1        0.79     -0.0066     -0.0001      0.0097       0.003       0.046       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       5000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1117      0.0478       0.028       0.357       0.583                                                                          
         1.2        0.03      0.0626      0.1103      0.0479       0.028       0.359       0.576                                                                          
         2.3        0.05      0.1222      0.1099      0.0489       0.029       0.366       0.574                                                                          
         3.5        0.08      0.1798      0.1084      0.0492       0.029       0.368       0.566                                                                          
         4.6        0.11      0.2340      0.1075      0.0500       0.030       0.374       0.562                                                                          
         5.8        0.14      0.2861      0.1057      0.0502       0.030       0.376       0.552                                                                          
         7.0        0.16      0.3352      0.1040      0.0506       0.030       0.379       0.543                                                                          
         8.1        0.19      0.3815      0.1019      0.0509       0.030       0.381       0.533                                                                          
         9.3        0.22      0.4249      0.0997      0.0511       0.030       0.382       0.521                                                                          
        10.4        0.24      0.4654      0.0971      0.0511       0.030       0.382       0.507                                                                          
        11.6        0.27      0.5029      0.0938      0.0507       0.030       0.379       0.490                                                                          
        12.7        0.30      0.5372      0.0902      0.0502       0.030       0.376       0.471                                                                          
        13.9        0.33      0.5684      0.0865      0.0497       0.030       0.372       0.452                                                                          
        15.1        0.35      0.5966      0.0827      0.0490       0.029       0.367       0.432                                                                          
        16.2        0.38      0.6216      0.0786      0.0482       0.029       0.361       0.411                                                                          
        17.4        0.41      0.6435      0.0745      0.0472       0.028       0.354       0.389                                                                          
        18.5        0.44      0.6625      0.0703      0.0462       0.027       0.346       0.367                                                                          
        19.7        0.46      0.6786      0.0661      0.0450       0.027       0.337       0.345                                                                          
        20.9        0.49      0.6920      0.0615      0.0435       0.026       0.326       0.321                                                                          
        22.0        0.52      0.7024      0.0569      0.0419       0.025       0.314       0.298                                                                          
        23.2        0.54      0.7096      0.0521      0.0399       0.024       0.299       0.272                                                                          
        24.3        0.57      0.7135      0.0467      0.0374       0.022       0.280       0.244                                                                          
        25.5        0.60      0.7135      0.0413      0.0347       0.021       0.259       0.216                                                                          
        26.7        0.63      0.7076      0.0358      0.0316       0.019       0.237       0.187                                                                          
        27.8        0.65      0.6930      0.0299      0.0282       0.017       0.211       0.156                                                                          
        29.0        0.68      0.6655      0.0239      0.0244       0.014       0.182       0.125                                                                          
        30.1        0.71      0.6139      0.0178      0.0205       0.012       0.154       0.093                                                                          
        31.3        0.73      0.5217      0.0119      0.0168       0.010       0.126       0.062                                                                          
        32.5        0.76      0.3476      0.0060      0.0131       0.008       0.098       0.031                                                                          
        33.6        0.79     -0.0016      0.0000      0.0096       0.006       0.072       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       6000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1116      0.0480       0.049       0.518       0.839                                                                          
         1.4        0.03      0.0629      0.1105      0.0485       0.050       0.523       0.831                                                                          
         2.8        0.06      0.1230      0.1097      0.0492       0.051       0.531       0.826                                                                          
         4.2        0.08      0.1805      0.1088      0.0499       0.051       0.538       0.818                                                                          
         5.6        0.11      0.2355      0.1072      0.0503       0.052       0.542       0.807                                                                          
         7.1        0.14      0.2876      0.1057      0.0507       0.052       0.547       0.795                                                                          
         8.5        0.17      0.3371      0.1038      0.0510       0.052       0.550       0.781                                                                          
         9.9        0.19      0.3838      0.1017      0.0512       0.053       0.552       0.765                                                                          
        11.3        0.22      0.4277      0.0991      0.0512       0.053       0.552       0.746                                                                          
        12.7        0.25      0.4684      0.0963      0.0511       0.052       0.550       0.724                                                                          
        14.1        0.28      0.5061      0.0927      0.0506       0.052       0.545       0.698                                                                          
        15.5        0.30      0.5404      0.0891      0.0500       0.051       0.539       0.670                                                                          
        16.9        0.33      0.5716      0.0853      0.0494       0.051       0.533       0.642                                                                          
        18.4        0.36      0.5995      0.0813      0.0487       0.050       0.525       0.612                                                                          
        19.8        0.39      0.6241      0.0774      0.0479       0.049       0.517       0.582                                                                          
        21.2        0.41      0.6457      0.0732      0.0469       0.048       0.506       0.551                                                                          
        22.6        0.44      0.6643      0.0688      0.0458       0.047       0.493       0.518                                                                          
        24.0        0.47      0.6800      0.0641      0.0442       0.045       0.477       0.482                                                                          
        25.4        0.50      0.6926      0.0594      0.0426       0.044       0.459       0.447                                                                          
        26.8        0.52      0.7020      0.0546      0.0408       0.042       0.440       0.411                                                                          
        28.2        0.55      0.7081      0.0495      0.0386       0.040       0.416       0.372                                                                          
        29.6        0.58      0.7104      0.0438      0.0357       0.037       0.385       0.330                                                                          
        31.1        0.61      0.7079      0.0382      0.0328       0.034       0.353       0.287                                                                          
        32.5        0.63      0.6981      0.0324      0.0295       0.030       0.318       0.244                                                                          
        33.9        0.66      0.6794      0.0267      0.0260       0.027       0.281       0.201                                                                          
        35.3        0.69      0.6457      0.0212      0.0227       0.023       0.244       0.160                                                                          
        36.7        0.72      0.5886      0.0160      0.0195       0.020       0.210       0.120                                                                          
        38.1        0.75      0.4903      0.0107      0.0163       0.017       0.175       0.081                                                                          
        39.5        0.77      0.3161      0.0054      0.0131       0.013       0.141       0.040                                                                          
        40.9        0.80     -0.0004      0.0000      0.0102       0.011       0.110       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       7000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1116      0.0482       0.078       0.707       1.143                                                                          
         1.7        0.03      0.0637      0.1108      0.0488       0.080       0.716       1.135                                                                          
         3.3        0.06      0.1246      0.1099      0.0494       0.081       0.725       1.125                                                                          
         5.0        0.08      0.1829      0.1088      0.0500       0.081       0.734       1.114                                                                          
         6.7        0.11      0.2384      0.1074      0.0505       0.082       0.741       1.100                                                                          
         8.4        0.14      0.2913      0.1057      0.0509       0.083       0.746       1.083                                                                          
        10.0        0.17      0.3412      0.1038      0.0512       0.083       0.751       1.063                                                                          
        11.7        0.20      0.3885      0.1015      0.0513       0.084       0.752       1.039                                                                          
        13.4        0.22      0.4327      0.0989      0.0513       0.084       0.752       1.013                                                                          
        15.1        0.25      0.4739      0.0959      0.0511       0.083       0.749       0.982                                                                          
        16.7        0.28      0.5118      0.0922      0.0505       0.082       0.741       0.944                                                                          
        18.4        0.31      0.5464      0.0884      0.0499       0.081       0.732       0.905                                                                          
        20.1        0.34      0.5778      0.0844      0.0491       0.080       0.721       0.864                                                                          
        21.7        0.36      0.6058      0.0803      0.0483       0.079       0.709       0.823                                                                          
        23.4        0.39      0.6306      0.0762      0.0474       0.077       0.696       0.780                                                                          
        25.1        0.42      0.6522      0.0719      0.0464       0.076       0.680       0.737                                                                          
        26.8        0.45      0.6709      0.0674      0.0450       0.073       0.661       0.690                                                                          
        28.4        0.48      0.6854      0.0624      0.0434       0.071       0.636       0.639                                                                          
        30.1        0.50      0.6977      0.0575      0.0416       0.068       0.610       0.589                                                                          
        31.8        0.53      0.7069      0.0525      0.0395       0.064       0.580       0.537                                                                          
        33.5        0.56      0.7138      0.0474      0.0372       0.061       0.546       0.485                                                                          
        35.1        0.59      0.7157      0.0421      0.0346       0.056       0.508       0.431                                                                          
        36.8        0.62      0.7119      0.0366      0.0317       0.052       0.465       0.375                                                                          
        38.5        0.64      0.7010      0.0312      0.0287       0.047       0.420       0.319                                                                          
        40.1        0.67      0.6796      0.0257      0.0255       0.041       0.373       0.263                                                                          
        41.8        0.70      0.6441      0.0207      0.0225       0.037       0.330       0.212                                                                          
        43.5        0.73      0.5823      0.0155      0.0194       0.032       0.285       0.159                                                                          
        45.2        0.76      0.4757      0.0103      0.0163       0.027       0.240       0.105                                                                          
        46.8        0.79      0.2960      0.0051      0.0135       0.022       0.198       0.052                                                                          
        48.5        0.81     -0.0003      0.0000      0.0110       0.018       0.162       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1126      0.0464       0.220       1.389       2.354                                                                          
         2.4        0.03      0.0670      0.1121      0.0474       0.225       1.418       2.342                                                                          
         4.8        0.06      0.1307      0.1113      0.0483       0.229       1.445       2.327                                                                          
         7.2        0.08      0.1911      0.1104      0.0491       0.233       1.469       2.307                                                                          
         9.7        0.11      0.2483      0.1091      0.0498       0.237       1.491       2.281                                                                          
        12.1        0.14      0.3024      0.1076      0.0504       0.239       1.508       2.249                                                                          
        14.5        0.17      0.3534      0.1057      0.0508       0.241       1.521       2.209                                                                          
        16.9        0.20      0.4016      0.1034      0.0511       0.243       1.528       2.162                                                                          
        19.3        0.23      0.4467      0.1008      0.0511       0.243       1.530       2.106                                                                          
        21.7        0.25      0.4887      0.0977      0.0509       0.242       1.525       2.041                                                                          
        24.1        0.28      0.5279      0.0938      0.0503       0.239       1.506       1.960                                                                          
        26.6        0.31      0.5641      0.0897      0.0495       0.235       1.483       1.875                                                                          
        29.0        0.34      0.5974      0.0854      0.0486       0.231       1.455       1.786                                                                          
        31.4        0.37      0.6278      0.0811      0.0476       0.226       1.424       1.696                                                                          
        33.8        0.40      0.6537      0.0763      0.0463       0.220       1.385       1.594                                                                          
        36.2        0.42      0.6798      0.0721      0.0451       0.214       1.349       1.508                                                                          
        38.6        0.45      0.7017      0.0673      0.0435       0.207       1.302       1.407                                                                          
        41.0        0.48      0.7202      0.0623      0.0417       0.198       1.247       1.303                                                                          
        43.4        0.51      0.7355      0.0572      0.0396       0.188       1.187       1.195                                                                          
        45.9        0.54      0.7475      0.0518      0.0373       0.177       1.117       1.083                                                                          
        48.3        0.57      0.7553      0.0468      0.0351       0.167       1.050       0.977                                                                          
        50.7        0.59      0.7563      0.0418      0.0329       0.156       0.985       0.874                                                                          
        53.1        0.62      0.7540      0.0370      0.0306       0.145       0.916       0.774                                                                          
        55.5        0.65      0.7432      0.0319      0.0280       0.133       0.837       0.667                                                                          
        57.9        0.68      0.7223      0.0268      0.0252       0.120       0.755       0.560                                                                          
        60.3        0.71      0.6842      0.0215      0.0222       0.106       0.666       0.449                                                                          
        62.8        0.74      0.6187      0.0162      0.0193       0.092       0.577       0.339                                                                          
        65.2        0.76      0.5127      0.0110      0.0165       0.078       0.493       0.231                                                                          
        67.6        0.79      0.3252      0.0055      0.0134       0.064       0.400       0.115                                                                          
        70.0        0.82     -0.0014      0.0000      0.0107       0.051       0.320       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
