         16x7E(3D)                (16x7E(3D).dat)                              09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        13.0        0.11      0.2432      0.0788      0.0348       1.505      11.856      10.531                                                                          
        15.6        0.13      0.2937      0.0770      0.0338       1.461      11.511      10.286                                                                          
        18.2        0.15      0.3433      0.0750      0.0329       1.421      11.198      10.026                                                                          
        20.9        0.17      0.3918      0.0730      0.0320       1.384      10.901       9.747                                                                          
        23.5        0.19      0.4389      0.0707      0.0312       1.347      10.614       9.451                                                                          
        26.1        0.22      0.4842      0.0684      0.0304       1.312      10.336       9.137                                                                          
        28.7        0.24      0.5275      0.0659      0.0296       1.276      10.055       8.804                                                                          
        31.3        0.26      0.5696      0.0633      0.0287       1.238       9.753       8.453                                                                          
        33.9        0.28      0.6089      0.0605      0.0278       1.199       9.448       8.080                                                                          
        36.5        0.30      0.6430      0.0575      0.0269       1.162       9.156       7.678                                                                          
        39.1        0.32      0.6721      0.0543      0.0261       1.125       8.864       7.251                                                                          
        41.7        0.34      0.6972      0.0510      0.0251       1.086       8.556       6.808                                                                          
        44.3        0.37      0.7202      0.0475      0.0241       1.042       8.212       6.352                                                                          
        46.9        0.39      0.7410      0.0441      0.0230       0.994       7.831       5.886                                                                          
        49.5        0.41      0.7586      0.0405      0.0218       0.942       7.419       5.408                                                                          
        52.1        0.43      0.7706      0.0368      0.0205       0.887       6.990       4.917                                                                          
        54.7        0.45      0.7792      0.0331      0.0192       0.828       6.520       4.417                                                                          
        57.4        0.47      0.7835      0.0292      0.0176       0.762       6.005       3.905                                                                          
        60.0        0.49      0.7823      0.0253      0.0160       0.691       5.444       3.381                                                                          
        62.6        0.52      0.7733      0.0213      0.0142       0.614       4.838       2.846                                                                          
        65.2        0.54      0.7525      0.0172      0.0123       0.531       4.187       2.301                                                                          
        67.8        0.56      0.7113      0.0130      0.0103       0.443       3.490       1.743                                                                          
        70.4        0.58      0.6286      0.0088      0.0081       0.351       2.761       1.174                                                                          
        73.0        0.60      0.4478      0.0044      0.0060       0.258       2.029       0.592                                                                          
        75.6        0.62     -0.0003      0.0000      0.0041       0.175       1.380       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       9000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0877      0.0438       2.693      18.861      14.836                                                                          
         2.9        0.02      0.0439      0.0865      0.0424       2.608      18.261      14.622                                                                          
         5.9        0.04      0.0900      0.0851      0.0407       2.503      17.525      14.391                                                                          
         8.8        0.06      0.1381      0.0836      0.0391       2.405      16.839      14.140                                                                          
        11.7        0.09      0.1875      0.0820      0.0376       2.315      16.211      13.866                                                                          
        14.7        0.11      0.2380      0.0803      0.0363       2.231      15.626      13.573                                                                          
        17.6        0.13      0.2890      0.0784      0.0350       2.155      15.089      13.260                                                                          
        20.5        0.15      0.3396      0.0764      0.0339       2.085      14.601      12.924                                                                          
        23.5        0.17      0.3896      0.0743      0.0328       2.019      14.140      12.566                                                                          
        26.4        0.19      0.4384      0.0721      0.0318       1.958      13.709      12.185                                                                          
        29.3        0.22      0.4850      0.0697      0.0309       1.901      13.313      11.780                                                                          
        32.3        0.24      0.5289      0.0671      0.0300       1.847      12.937      11.350                                                                          
        35.2        0.26      0.5712      0.0644      0.0291       1.792      12.546      10.895                                                                          
        38.2        0.28      0.6103      0.0616      0.0282       1.736      12.159      10.415                                                                          
        41.1        0.30      0.6444      0.0585      0.0274       1.683      11.785       9.897                                                                          
        44.0        0.32      0.6738      0.0553      0.0265       1.628      11.403       9.346                                                                          
        47.0        0.34      0.6996      0.0519      0.0255       1.571      10.998       8.774                                                                          
        49.9        0.37      0.7232      0.0484      0.0245       1.507      10.551       8.190                                                                          
        52.8        0.39      0.7448      0.0449      0.0233       1.435      10.052       7.589                                                                          
        55.8        0.41      0.7627      0.0412      0.0221       1.360       9.521       6.973                                                                          
        58.7        0.43      0.7755      0.0375      0.0208       1.280       8.965       6.342                                                                          
        61.6        0.45      0.7849      0.0337      0.0194       1.193       8.354       5.697                                                                          
        64.6        0.47      0.7903      0.0298      0.0178       1.098       7.686       5.037                                                                          
        67.5        0.50      0.7903      0.0258      0.0162       0.994       6.959       4.363                                                                          
        70.4        0.52      0.7828      0.0217      0.0143       0.882       6.173       3.674                                                                          
        73.4        0.54      0.7637      0.0176      0.0124       0.761       5.327       2.969                                                                          
        76.3        0.56      0.7251      0.0133      0.0103       0.632       4.424       2.251                                                                          
        79.2        0.58      0.6451      0.0090      0.0081       0.497       3.478       1.516                                                                          
        82.2        0.60      0.4649      0.0045      0.0059       0.361       2.528       0.766                                                                          
        85.1        0.62     -0.0004      0.0000      0.0039       0.242       1.696       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      10000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0903      0.0425       3.582      22.574      18.854                                                                          
         3.3        0.02      0.0460      0.0890      0.0416       3.512      22.132      18.576                                                                          
         6.5        0.04      0.0937      0.0876      0.0402       3.394      21.394      18.279                                                                          
         9.8        0.06      0.1428      0.0860      0.0389       3.282      20.682      17.954                                                                          
        13.1        0.09      0.1931      0.0843      0.0376       3.173      19.996      17.599                                                                          
        16.3        0.11      0.2440      0.0825      0.0364       3.070      19.348      17.217                                                                          
        19.6        0.13      0.2949      0.0805      0.0353       2.976      18.757      16.812                                                                          
        22.8        0.15      0.3456      0.0785      0.0342       2.887      18.195      16.379                                                                          
        26.1        0.17      0.3955      0.0763      0.0332       2.802      17.659      15.919                                                                          
        29.4        0.19      0.4437      0.0739      0.0323       2.723      17.163      15.430                                                                          
        32.6        0.22      0.4894      0.0714      0.0314       2.651      16.707      14.911                                                                          
        35.9        0.24      0.5323      0.0688      0.0306       2.582      16.271      14.359                                                                          
        39.2        0.26      0.5729      0.0660      0.0298       2.511      15.824      13.776                                                                          
        42.4        0.28      0.6101      0.0630      0.0289       2.440      15.376      13.158                                                                          
        45.7        0.30      0.6431      0.0599      0.0281       2.367      14.920      12.498                                                                          
        48.9        0.32      0.6724      0.0565      0.0272       2.290      14.436      11.800                                                                          
        52.2        0.34      0.6986      0.0531      0.0262       2.208      13.913      11.078                                                                          
        55.5        0.37      0.7229      0.0495      0.0251       2.115      13.332      10.338                                                                          
        58.7        0.39      0.7451      0.0459      0.0239       2.014      12.693       9.580                                                                          
